id,root_id,name,start_time,assigned_role,special_role,antag_roles,leave_type,leave_time
1,49772,Arleen Morris,00:00,Station Engineer,"",,Cryopod,00:15
2,49772,Lubisha Savich,00:00,Test Subject,"",,Ghosted in Cryopod,00:21
3,49772,Otto Schulz,00:00,Head of Personnel,"",,Ghosted in Cryopod,00:25
4,49772,Max Russell,00:00,Scientist,"",,Ghosted in Cryopod,00:39
5,49772,Johnny Edwards,00:00,Paramedic,"",,Cryopod,00:47
6,49772,Sophia Siouxie,04:11,Test Subject,"",,Ghosted in Cryopod,04:31
7,49772,Alexa,01:10,AI,"",,Disconnected,01:15
8,49772,Robert Blake,01:30,Technical Assistant,"",,Disconnected,01:40
9,49772,Sullivan Ward,03:02,Technical Assistant,"",,Disconnected,03:29
10,49854,mouse (836),01:09,Animal,"",,Ghosted,01:11
11,49854,Loper Trofy,00:04,Test Subject,"",,Disconnected,00:32
12,49854,Andrey Pablo,00:00,Paramedic,"",,Disconnected,00:32
13,49854,Sand Fox O.s,00:32,AI,"",,Disconnected,00:33
14,49770,Katomou Salad,00:27,Medical Intern,"",,Cryopod,02:12
15,49770,Gatatikikichakiya,00:06,Atmospheric Technician,"",,Disconnected,00:24
16,49770,Katomou Salad,00:27,Medical Intern,"",,Disconnected,01:27
17,49770,Fodomq,01:57,Clown,"",,Disconnected,02:11
18,49780,Viktor Valentine,00:00,Scientist,"",,Ghosted in Cryopod,00:00
19,49780,Otto Schulz,00:00,Head of Personnel,"",,Ghosted in Cryopod,00:31
20,49780,Kirachikichatikitachakatir,00:17,Station Engineer,"",,Cryopod,00:33
21,49780,Franc Lafyer,00:05,Barber,"",,Cryopod,00:41
22,49780,Tamsin Winton,00:11,Medical Doctor,"",,Cryopod,00:41
23,49777,Otto,00:38,default,"",,Ghosted,00:45
24,49777,Colton Moore,00:00,Xenoarchaeologist,"",,Ghosted in Cryopod,01:07
25,49777,Adolph Nastain,00:41,Chief Medical Officer,"",,Disconnected,01:36
26,49783,Percival Shaner,00:47,Recycler,"",,Cryopod,01:19
27,49783,Tristan Garratt,00:00,Chief Engineer,"",,Ghosted,01:49
28,49783,Loper Trofy,00:24,Test Subject,"",,Cryopod,04:58
29,49783,Michael Cherry,00:27,Station Engineer,"",,Disconnected,00:59
30,49783,Loo Nash,02:59,Shaft Miner,"",,Disconnected,04:58
31,49783,Artemida Byblikova,05:03,Scientist,"",,Disconnected,05:08
32,49902,Frank Lloyd,00:00,Chaplain,Traitor,{Traitor},Ghosted,00:07
33,49902,Rose Willow,00:00,Head of Personnel,"",,Ghosted,00:12
34,49902,mouse (125),00:09,Animal,"",,Ghosted,00:23
35,49902,Anna Smith,00:00,Research Director,"",,Ghosted,00:23
36,49853,John Gilbert,00:32,Station Engineer,"",,Cryopod,01:23
37,49853,Alex King,00:00,Cyborg,"",,Disconnected,01:57
38,49881,Rodrigo Buzzard,00:00,Chef,"",,Cryopod,01:06
39,49881,Sergius D. Vinbertus,00:00,Security Cadet,"",,Cryopod,01:31
40,49881,Maya Foxova,01:36,Head of Personnel,"",,Ghosted,02:41
41,49881,mouse (104),02:41,Animal,"",,Ghosted,02:42
42,49881,Rodrigo Buzzard,00:00,Chef,"",,Disconnected,00:50
43,49882,Seymour Briggs,00:00,Scientist,"",,Cryopod,00:17
44,49882,Sand Fox O.s,00:00,AI,"",,Disconnected,00:00
45,49882,Harvey Schaeffer,00:00,Station Engineer,"",,Disconnected,01:32
46,49882,Aleksey Nemnojko,01:28,Recycler,"",,Disconnected,01:40
47,49852,Harvey Cypret,00:08,Medical Intern,"",,Cryopod,01:24
48,49852,Ulishahs Oshus,01:00,Atmospheric Technician,"",,Ghosted in Cryopod,01:52
49,49852,Nikolas Marcotte,00:00,Security Cadet,"",,Cryopod,01:55
50,49852,Harvey Cypret,00:08,Medical Intern,"",,Disconnected,00:20
51,49852,Nikolas Marcotte,00:00,Security Cadet,"",,Disconnected,01:09
52,49852,maintenance drone (975),00:09,Cyborg,"",,Disconnected,01:47
53,49879,Violet Vaughn De Merwe,00:00,Psychiatrist,"",,Cryopod,00:49
54,49879,Mr.Honk,00:00,Clown,"",,Cryopod,00:50
55,49879,Pakon Rethur,00:39,Captain,"",,Ghosted,00:51
56,49879,Joseph Dreyfus,00:41,Station Engineer,"",,Cryopod,02:11
57,49879,mouse (744),00:52,Animal,"",,Disconnected,00:55
58,49879,Jimmy Bishop,01:26,Test Subject,"",,Disconnected,01:34
59,49879,Jorge Harshman,01:54,Janitor,"",,Disconnected,01:58
60,49771,Shagan Rock'Shur,00:00,Test Subject,"",,Ghosted in Cryopod,00:00
61,49771,Hasitihika,00:00,Scientist,"",,Ghosted in Cryopod,00:01
62,49771,Aynar Mirraunsh,00:00,Janitor,"",,Ghosted in Cryopod,00:47
63,49771,mouse (429),00:51,Animal,"",,Disconnected,00:51
64,49771,podkid (286),00:39,"","",,Disconnected,00:55
65,49771,Derreck Milne,00:00,Quartermaster,"",,Disconnected,01:25
66,49771,Alessandro Gagliardi,00:00,Medical Doctor,"",,Disconnected,01:30
67,49773,Oni,00:03,Medical Doctor,"",,Ghosted in Cryopod,00:51
68,49773,Autumn Baker,00:00,Medical Doctor,Traitor,{Traitor},Cryopod,01:18
69,49773,Luke Roadman,00:00,Botanist,"",,Ghosted in Cryopod,01:18
70,49773,mouse (996),01:35,Animal,"",,Ghosted,01:35
71,49773,RZH-593,01:00,Cyborg,"",,Ghosted,01:42
72,49773,Nikolai Naumov,01:20,Internal Affairs Agent,"",,Cryopod,01:43
73,49773,Ruben Foster,00:11,Detective,"",,Disconnected,00:34
74,49773,Thomas Leech,00:28,Bartender,"",,Disconnected,00:45
75,49773,Nikolai Naumov,01:20,Internal Affairs Agent,"",,Disconnected,01:20
76,49773,Crack Cavalet,00:00,Warden,"",,Disconnected,01:24
77,49773,Ibrahim Nagibov,00:02,Chief Medical Officer,"",,Disconnected,01:48
78,49773,Easton Dickinson,01:43,Paramedic,"",,Disconnected,01:53
79,49774,Joseph Dreyfus,00:00,Head of Personnel,"",,Cryopod,01:35
80,49774,Elizabeth Wayne,00:06,Roboticist,"",,Ghosted,01:41
81,49778,Eliza Hellwood,00:00,Station Engineer,"",,Ghosted in Cryopod,00:17
82,49778,Emanuel Parker,00:00,Roboticist,"",,Disconnected,00:02
83,49778,Liliana Welty,00:00,Medical Intern,"",,Disconnected,00:09
84,49778,Lizbeth White,00:15,Test Subject,"",,Disconnected,00:22
85,49778,Oliver Listvik,00:00,Shaft Miner,"",,Disconnected,00:29
86,49778,Ivan Huga,00:00,Chemist,"",,Disconnected,00:33
87,49778,Vadim Wood,00:00,Test Subject,"",,Disconnected,00:36
88,49778,Marcus Frei,00:30,Test Subject,"",,Disconnected,00:36
89,49782,Damien Carr,00:00,Medical Doctor,"",,Cryopod,00:18
90,49782,Anja Schwarz,00:00,Atmospheric Technician,"",,Cryopod,01:17
91,49782,Matthew Parsons,01:04,Head of Personnel,"",,Cryopod,01:28
92,49782,Alfred Donkin,00:00,Medical Doctor,Traitor,{Traitor},Cryopod,01:31
93,49782,Alfred Donkin,00:00,Medical Doctor,Traitor,{Traitor},Disconnected,00:07
94,49782,Adolph Nastain,00:00,Chaplain,"",,Disconnected,00:58
95,49782,maintenance drone (169),01:21,Cyborg,"",,Disconnected,01:28
96,49782,Rafael Parker,01:20,Psychiatrist,"",,Disconnected,01:37
97,49776,Karen,00:00,Chemist,"",,Ghosted in Cryopod,00:13
98,49776,Tamsin Winton,00:00,Medical Doctor,"",,Cryopod,00:36
99,49776,Buddy Begbie Jr.,00:00,Test Subject,"",,Ghosted in Cryopod,00:47
100,49776,Oscar Pritchard,00:00,Recycler,"",,Cryopod,00:50
101,49776,Dar'zahr,00:00,Janitor,"",,Cryopod,01:17
102,49776,Bailey Patel,01:33,Security Officer,"",,Ghosted,01:41
103,49776,Salvador Leach,00:00,Head of Personnel,"",,Ghosted,01:43
104,49776,Tamsin Winton,00:00,Medical Doctor,"",,Disconnected,00:17
105,49776,Ryker Judge,00:26,Security Officer,"",,Disconnected,00:39
106,49776,Abel Highlands,00:34,Medical Intern,"",,Disconnected,00:40
107,49776,Gratian Hincken,00:00,Research Assistant,"",,Disconnected,00:40
108,49776,Oscar Dupon,00:29,Test Subject,"",,Disconnected,00:47
109,49776,Johnathan Armstrong,00:00,Security Officer,"",,Disconnected,00:48
110,49776,OSI-677,00:42,Cyborg,"",,Disconnected,01:12
111,49776,Marks Jones,00:00,Medical Doctor,"",,Disconnected,01:27
112,49776,Erich Manstein,00:00,Station Engineer,"",,Disconnected,01:38
113,49776,Seymour Briggs,00:00,Roboticist,"",,Disconnected,01:39
114,49776,Reuben Hunt,00:00,Test Subject,"",,Disconnected,01:43
115,49785,Roman Elinov,00:13,Shaft Miner,"",,Cryopod,00:54
116,49785,Alfred Kellog,00:04,Medical Doctor,"",,Ghosted in Cryopod,00:59
117,49785,maintenance drone (230),00:31,Cyborg,"",,Ghosted,00:59
118,49785,Reg Harman,00:14,Test Subject,"",,Cryopod,01:17
119,49785,Carlos Driggers,00:11,Security Cadet,"",,Cryopod,01:17
120,49785,maintenance drone (454),01:12,Cyborg,"",,Ghosted,01:23
121,49785,Osoaviakhim,00:00,Mime,"",,Ghosted in Cryopod,01:42
122,49785,Sybil Gronko,00:59,Test Subject,"",,Disconnected,01:16
123,49785,Rafael Parker,00:07,Psychiatrist,"",,Disconnected,01:42
124,49785,Seok Drummond,00:29,Chief Engineer,"",,Disconnected,01:42
125,49787,Cristian Blyant,00:00,Janitor,"",,Ghosted in Cryopod,00:10
126,49787,Freddie Reed,00:00,Test Subject,"",,Ghosted in Cryopod,00:19
127,49787,ANTR-464,00:01,Cyborg,"",,Ghosted,00:23
128,49787,Ruben Foster,00:00,Scientist,"",,Ghosted,00:32
129,49787,Max Russell,00:00,Shaft Miner,"",,Ghosted,00:40
130,49787,Adam Ward,00:01,Medical Intern,"",,Cryopod,00:49
131,49787,Karson Beail,00:00,Atmospheric Technician,"",,Disconnected,00:41
132,49787,Unbelievable God,00:07,Cyborg,"",,Disconnected,00:58
133,49813,Mr.Honky,00:00,Clown,"",,Ghosted,00:00
134,49813,CDB-171,00:01,Cyborg,"",,Ghosted,00:52
135,49813,Yayachikichahahicha,00:00,MODE,Vox Raider,{Vox Raider},Disconnected,00:11
136,49813,Wanter Diem,00:21,Security Cadet,"",,Disconnected,00:29
137,49813,Pakon Rethur,00:00,Station Engineer,"",,Disconnected,00:42
138,49851,Sawyer Hunt,00:00,Test Subject,"",,Cryopod,00:27
139,49851,Lim Al-Kuds,00:00,Head of Personnel,"",,Disconnected,00:32
140,49851,Shivi Soha'ru,00:00,Shaft Miner,"",,Disconnected,00:48
141,49792,maintenance drone (694),00:01,Cyborg,"",,Ghosted,00:12
142,49792,TKRG-982,00:17,Positronic Brain,"",,Ghosted,00:21
143,49792,Victoria Jacqueline,00:05,Research Director,"",,Ghosted in Cryopod,00:21
144,49792,Oni,00:00,Detective,"",,Ghosted in Cryopod,00:29
145,49792,Anna Belko,00:00,Chemist,"",,Cryopod,00:45
146,49792,Rylie Khan,00:00,Janitor,"",,Cryopod,01:00
147,49792,Shi'shi De She,00:00,Security Officer,"",,Cryopod,01:02
148,49792,Angela Borodatova,00:00,Test Subject,"",,Cryopod,01:06
149,49792,Otto Schulz,00:00,Cyborg,"",,Ghosted,01:29
150,49792,Driscoll Smith,01:18,Shaft Miner,"",,Ghosted in Cryopod,01:32
151,49792,Norman Don,00:00,Xenobiologist,"",,Disconnected,00:04
152,49792,G2,00:00,AI,"",,Disconnected,00:24
153,49792,Kreol the Deathless,00:00,MODE,Wizard,{Wizard},Disconnected,00:25
154,49792,Rylie Khan,00:00,Janitor,"",,Disconnected,00:30
155,49792,Igor Korotkov,00:00,Security Cadet,"",,Disconnected,00:51
156,49792,Zack Yotson,00:17,Warden,"",,Disconnected,00:57
157,49792,Adam Baklazhanov,00:00,Botanist,"",,Disconnected,01:01
158,49792,Kenneth Harrow,00:00,slime,"",,Disconnected,01:09
159,49792,Pakon Rethur,00:00,Station Engineer,"",,Disconnected,01:18
160,49792,Olban Deer,00:37,Technical Assistant,"",,Disconnected,01:39
161,49792,Edwin Teagarden,01:08,Head of Security,"",,Disconnected,01:40
162,49904,Marcus Heisenberg,00:00,Geneticist,"",,Ghosted in Cryopod,00:00
163,49904,mouse (261),00:00,Animal,"",,Ghosted,00:02
164,49904,Sergius D. Vinbertus,00:19,Security Cadet,"",,Cryopod,00:36
165,49904,Mike Ward,00:00,Cyborg,"",,Ghosted,00:55
166,49904,Victor Blame,00:00,Scientist,"",,Cryopod,02:00
167,49904,Karlos Lopes,00:00,Chef,"",,Disconnected,00:04
168,49904,Genadiy Tesla,00:00,Station Engineer,"",,Disconnected,00:41
169,49904,Honkin,01:41,Clown,"",,Disconnected,02:22
170,49872,Harvey Powers,00:20,Captain,"",,Ghosted,00:56
171,49872,Sergius D. Vinbertus,00:00,Head of Security,"",,Disconnected,01:24
172,49872,Alexander Sokolov,00:00,Scientist,"",,Disconnected,01:37
173,49878,Adam Browning Jr,00:00,Bartender,"",,Cryopod,00:51
174,49878,mouse (554),01:09,Animal,"",,Ghosted,01:10
175,49878,Oleg Osetrov,00:00,Head of Security,"",,Cryopod,01:25
176,49878,maintenance drone (231),01:00,Cyborg,"",,Ghosted,01:29
177,49878,Christian Merryman,00:00,Head of Personnel,"",,Ghosted in Cryopod,01:43
178,49878,ARMA-660,00:01,Cyborg,"",,Ghosted,01:56
179,49878,Derreck Milne,00:00,Quartermaster,"",,Cryopod,02:06
180,49878,Ian,02:08,"","",,Ghosted,02:08
181,49878,CBOS-933,01:34,Cyborg,"",,Ghosted,02:11
182,49878,Kane Ayron,00:00,Detective,"",,Disconnected,00:00
183,49878,Seamon Light,00:09,Test Subject,"",,Disconnected,00:16
184,49878,Unbelievable God,00:19,Chaplain`s staff,"",,Disconnected,00:32
185,49878,maintenance drone (977),01:36,Cyborg,"",,Disconnected,01:36
186,49878,Derreck Milne,00:00,Quartermaster,"",,Disconnected,01:38
187,49878,Alexander Kapf,00:00,Cyborg,"",,Disconnected,02:08
188,49794,Kurt MacReady,00:00,Recycler,"",,Cryopod,00:47
189,49794,Driscoll Smith,00:10,Chemist,"",,Cryopod,00:52
190,49794,Liam O'Shea,00:01,Chief Medical Officer,"",,Ghosted in Cryopod,01:24
191,49794,Reg Harman,00:00,Medical Intern,"",,Cryopod,01:32
192,49794,Xander Morris,00:00,Captain,"",,Cryopod,01:44
193,49794,Westerose Krieg,00:00,Atmospheric Technician,"",,Cryopod,01:56
194,49794,Keagan Moberly,00:00,Detective,"",,Cryopod,02:08
195,49794,Elizabeth Rubram,00:00,Forensic Technician,"",,Ghosted in Cryopod,02:36
196,49794,Mark Murkenliebe,00:00,Atmospheric Technician,"",,Cryopod,03:04
197,49794,Sergey Labuda,00:00,Technical Assistant,"",,Disconnected,00:15
198,49794,Driscoll Smith,00:10,Chemist,"",,Disconnected,00:22
199,49794,Michail Urievich,00:00,Bartender,"",,Disconnected,00:54
200,49794,maintenance drone (482),00:15,Cyborg,"",,Disconnected,01:47
201,49794,Bryant Fields,00:53,Test Subject,"",,Disconnected,01:58
202,49794,Gennady Whiteman,00:00,Security Officer,"",,Disconnected,02:24
203,49794,Otto Schulz,00:00,Shaft Miner,Traitor,{Traitor},Disconnected,02:49
204,49794,Noy Haifrai,00:04,Technical Assistant,"",,Disconnected,03:12
205,49877,Loo Nash,00:01,Chef,"",,Cryopod,01:28
206,49877,Ben Vorg,01:27,Test Subject,"",,Cryopod,01:44
207,49877,Joseph Dreyfus,03:19,Shaft Miner,"",,Ghosted,03:58
208,49877,mouse (512),04:06,Animal,"",,Ghosted,04:09
209,49877,Zod Mokmento,02:26,Scientist,"",,Disconnected,02:33
210,49877,Artem Bikovskiy,03:07,Chief Medical Officer,"",,Disconnected,03:08
211,49808,Pakon Rethur,00:00,Station Engineer,"",,Ghosted,00:09
212,49808,Anastasia Zakharchenko,00:00,Station Engineer,"",,Cryopod,00:14
213,49808,Noy Haifrai,00:00,Janitor,"",,Cryopod,00:29
214,49808,Noy Haifrai,00:00,Janitor,"",,Disconnected,00:13
215,49808,Yahakahhika,00:00,MODE,Vox Raider,{Vox Raider},Disconnected,00:22
216,49808,Max Black,00:17,Security Officer,"",,Disconnected,00:25
217,49781,Botinok,00:00,Clown,"",,Ghosted in Cryopod,00:17
218,49781,Cassian Winton,00:08,Station Engineer,"",,Ghosted in Cryopod,00:38
219,49781,Reuben Hunt,00:00,Test Subject,"",,Cryopod,00:38
220,49781,Lynn Young,00:00,Scientist,"",,Ghosted in Cryopod,00:45
221,49781,Karen,00:00,Research Director,"",,Ghosted in Cryopod,00:47
222,49781,maintenance drone (445),00:47,Cyborg,"",,Ghosted,00:47
223,49781,Tamsin Winton,00:00,Chemist,"",,Cryopod,00:50
224,49781,Andy Rotberg,00:34,Internal Affairs Agent,"",,Cryopod,00:51
225,49781,Buddy Begbie Jr.,00:00,Test Subject,"",,Ghosted in Cryopod,00:58
226,49781,Huffie Vasilyev,00:00,Medical Doctor,"",,Cryopod,01:12
227,49781,Wilhelm Monsoon,00:44,Chemist,"",,Ghosted in Cryopod,01:18
228,49781,Ma'ajika Shraji,00:00,Detective,"",,Cryopod,01:23
229,49781,Gleb Gladkov,01:06,Station Engineer,"",,Cryopod,01:38
230,49781,Emanuel Parker,00:00,Roboticist,"",,Disconnected,00:00
231,49781,Tyler Dean,00:00,Test Subject,"",,Disconnected,00:13
232,49781,Georg Selinof,00:00,Xenobiologist,"",,Disconnected,00:40
233,49781,Gleb Gladkov,01:06,Station Engineer,"",,Disconnected,01:20
234,49781,Oliver Listvik,00:37,Chaplain,"",,Disconnected,01:28
235,49781,Nikolay Gorgulov,00:00,Recycler,Traitor,{Traitor},Disconnected,01:29
236,49781,Yuriy Romanov,00:44,Test Subject,"",,Disconnected,01:34
237,49781,Clara Paradise,01:06,Test Subject,"",,Disconnected,01:43
238,49779,Grant Hincken,00:02,Janitor,"",,Ghosted,00:21
239,49779,James Patterson,00:00,Security Officer,"",,Ghosted in Cryopod,00:34
240,49779,Dominick Pycroft,00:00,Medical Doctor,"",,Cryopod,00:45
241,49779,Vadim Wood,00:00,Test Subject,"",,Ghosted in Cryopod,00:47
242,49779,Bongo Punch,00:00,Station Engineer,"",,Ghosted in Cryopod,00:48
243,49779,Ian Renjedorr,00:10,Medical Intern,"",,Cryopod,00:49
244,49779,Cesar Mathews,00:00,Cyborg,"",,Ghosted,00:52
245,49779,Aaden Pratt,00:08,Medical Intern,"",,Cryopod,00:54
246,49779,EXAD-221,00:03,Animal,"",,Ghosted,01:02
247,49779,Echo Of The West Wind,00:43,Botanist,"",,Ghosted,01:03
248,49779,Easton Dickinson,00:00,Roboticist,"",,Disconnected,00:04
249,49779,Toby Bush,00:00,Mime,"",,Disconnected,00:10
250,49779,Egor Rodriges,00:11,Psychiatrist,"",,Disconnected,00:20
251,49779,Ian Renjedorr,00:10,Medical Intern,"",,Disconnected,00:29
252,49779,Unbelievable God,00:25,Chaplain`s staff,"",,Disconnected,00:36
253,49779,Lary Doger,00:00,Bartender,"",,Disconnected,00:58
254,49779,Jose Butterfill,00:00,Head of Personnel,"",,Disconnected,01:02
255,49779,Brycen Willey,00:00,Head of Security,"",,Disconnected,01:03
256,49806,Corbin Jowers,00:00,Quartermaster,"",,Cryopod,00:25
257,49806,Matthew Parsons,00:01,Forensic Technician,"",,Cryopod,00:32
258,49806,Oni,00:00,Detective,"",,Ghosted in Cryopod,00:35
259,49806,Christopher Jean,00:00,Scientist,Traitor,{Traitor},Ghosted,00:44
260,49806,mouse (460),00:54,Animal,"",,Ghosted,00:54
261,49806,Emanuel Parker,00:00,Roboticist,"",,Disconnected,00:05
262,49806,Xander Morris,00:00,Head of Personnel,"",,Disconnected,00:12
263,49806,Matthew Parsons,00:01,Forensic Technician,"",,Disconnected,00:16
264,49806,Fox O.s 2.7,00:09,AI,"",,Disconnected,00:46
265,49806,Ordo Murray,00:00,Station Engineer,"",,Disconnected,00:56
266,49901,Bailey Patel,00:00,Station Engineer,"",,Ghosted in Cryopod,00:00
267,49901,Ink Void,00:00,Shaft Miner,"",,Cryopod,00:17
268,49901,Vladislav Sokolov,00:00,Chemist,"",,Ghosted in Cryopod,00:18
269,49901,Emanuel Parker,00:00,Security Officer,"",,Cryopod,00:23
270,49901,Tel Zaker,00:00,Security Officer,"",,Ghosted in Cryopod,00:23
271,49901,BGB-696,00:25,Positronic Brain,"",,Ghosted,00:25
272,49901,X'qarra X'gurilin,00:00,Xenoarchaeologist,"",,Cryopod,00:30
273,49901,Lim Al-Kuds,00:00,Head of Personnel,"",,Cryopod,00:37
274,49901,Yui Nisimura,00:10,Head of Security,"",,Ghosted,00:38
275,49901,Ian,00:43,"","",,Ghosted,00:43
276,49901,Jin Relo,00:00,Recycler,"",,Ghosted,00:45
277,49901,Takbir Abbas,00:35,Atmospheric Technician,"",,Ghosted,00:46
278,49901,Emanuel Parker,00:00,Security Officer,"",,Disconnected,00:00
279,49901,Kelvin Langston,00:00,Research Assistant,"",,Disconnected,00:23
280,49901,Damian Edwards,00:00,Security Officer,"",,Disconnected,00:33
281,49901,Justin Burris,00:00,Botanist,"",,Disconnected,00:38
282,49901,Shade of Peter Briggs,00:40,Shade,"",,Disconnected,00:40
283,49901,Ivan Berkheimer,00:00,Recycler,"",,Disconnected,00:50
284,49784,Jack Parts,00:00,Test Subject,"",,Ghosted in Cryopod,00:04
285,49784,Cassian Winton,00:00,Medical Doctor,"",,Cryopod,00:36
286,49784,Curly Mens,00:00,Scientist,Abducted,{Abducted},Ghosted in Cryopod,00:40
287,49784,Luke Roadman,00:00,Chaplain,"",,Ghosted,00:41
288,49784,Mihail Razdorov,00:00,Librarian,"",,Cryopod,00:48
289,49784,Mothership Xi Scientist,00:00,MODE,Abductor Scientist,{Abductor Scientist},Ghosted,00:53
290,49784,mouse (951),00:59,Animal,"",,Ghosted,01:02
291,49784,Franklin Davis,00:00,Quartermaster,Abducted,{Abducted},Ghosted,01:04
292,49784,Bongo Punch,00:00,Station Engineer,"",,Ghosted,01:05
293,49784,Kameron Dean,00:08,Head of Security,"",,Ghosted in Cryopod,01:06
294,49784,Salvador Leach,00:00,Roboticist,"",,Ghosted,01:11
295,49784,Matthew Parsons,00:00,Detective,"",,Disconnected,00:12
296,49784,John Don,00:00,Paramedic,Abducted,{Abducted},Disconnected,00:28
297,49784,Roman Larum,00:00,Security Cadet,"",,Disconnected,00:28
298,49784,Ruslan Orudjov,00:00,Barber,"",,Disconnected,00:43
299,49784,Nikolas Sybilla,00:47,Research Assistant,"",,Disconnected,00:48
300,49784,CDB-763,00:09,Cyborg,"",,Disconnected,00:51
301,49784,Artemida Byblikova,00:00,Scientist,"",,Disconnected,00:54
302,49784,Loo Nash,00:00,Cargo Technician,Abducted,{Abducted},Disconnected,01:04
303,49784,Gikakhayikati,00:44,Chef,"",,Disconnected,01:05
304,49784,Ivan Huga,00:00,Chemist,"",,Disconnected,01:06
305,49784,Toby Bush,00:00,Mime,"",,Disconnected,01:11
306,49784,Max Black,00:00,Medical Intern,Abducted,{Abducted},Disconnected,01:11
307,49784,Viktor Galvares,00:51,Xenoarchaeologist,"",,Disconnected,01:11
308,49865,Friedrich Black,00:00,Paramedic,"",,Ghosted in Cryopod,00:00
309,49865,Fredrick Johnson,00:00,Mime,"",,Ghosted,00:01
310,49865,Ismael Burkett,00:00,Psychiatrist,"",,Cryopod,00:14
311,49865,Morgan Lauffer,00:25,Recycler,"",,Cryopod,01:11
312,49865,Graeme Ulery,00:54,Security Cadet,"",,Cryopod,01:33
313,49865,Kizumi Cu,01:00,Test Subject,"",,Cryopod,01:37
314,49865,John Gardner,00:00,Chaplain,"",,Disconnected,00:00
315,49865,Tamsin Winton,00:00,Chef,"",,Disconnected,00:17
316,49865,Miller Black,00:08,Test Subject,"",,Disconnected,00:35
317,49865,Bill Dolgrim,00:35,Medical Doctor,"",,Disconnected,00:48
318,49865,Anal Debishir,00:54,Technical Assistant,"",,Disconnected,01:01
319,49865,Isaiah Vader,00:00,Chief Medical Officer,Traitor,{Traitor},Disconnected,01:04
320,49865,Emiliano Easter,00:54,Technical Assistant,"",,Disconnected,01:05
321,49865,Graeme Ulery,00:54,Security Cadet,"",,Disconnected,01:05
322,49865,Jaye Buzzard,01:00,Bartender,"",,Disconnected,01:12
323,49865,Kizumi Cu,01:00,Test Subject,"",,Disconnected,01:16
324,49865,Johnatan Ward,00:00,MODE,Traitor,"{Wizard,Traitor}",Disconnected,01:18
325,49865,Tristan Garratt,00:00,Test Subject,"",,Disconnected,01:32
326,49811,Bruce Kanaga,00:07,Test Subject,"",,Ghosted in Cryopod,00:17
327,49811,maintenance drone (501),00:18,Cyborg,"",,Ghosted,00:21
328,49811,Alfred Etter,00:04,Chef,"",,Cryopod,00:22
329,49811,William Williamson,00:06,Test Subject,"",,Cryopod,00:24
330,49811,Werner Von Schmidt,00:03,Medical Intern,"",,Ghosted in Cryopod,00:30
331,49811,Joseph Dreyfus,00:11,Chief Medical Officer,"",,Cryopod,00:40
332,49811,Ziggy Yoyo,00:02,Clown,"",,Ghosted in Cryopod,00:45
333,49811,Dar'zahr,00:04,Technical Assistant,"",,Cryopod,00:47
334,49811,Porter Blackburn,00:29,Test Subject,"",,Cryopod,00:53
335,49811,Neya Brey,00:37,Chef,"",,Cryopod,01:05
336,49811,Devin Johnson,00:05,Test Subject,"",,Ghosted in Cryopod,01:24
337,49811,Hass Greechko,01:04,Bartender,"",,Ghosted in Cryopod,01:26
338,49811,Jir'rim Rajrramr,00:48,Technical Assistant,"",,Cryopod,01:35
339,49811,Tyler Dean,01:25,Test Subject,"",,Cryopod,01:41
340,49811,Keziah Elderson,01:40,Chief Medical Officer,"",,Ghosted,01:49
341,49811,Dar'zahr,00:04,Technical Assistant,"",,Disconnected,00:08
342,49811,Artemida Byblikova,00:04,Head of Personnel,"",,Disconnected,00:14
343,49811,HIU-218,00:06,Cyborg,"",,Disconnected,00:24
344,49811,Friedrich Von Klyains,00:54,Captain,"",,Disconnected,01:40
345,49788,Bongo Punch,00:00,Station Engineer,"",,Ghosted in Cryopod,00:01
346,49788,Rick Shorts,00:08,Scientist,"",,Ghosted,00:13
347,49788,Nikita Bubencov,00:00,Chemist,"",,Cryopod,00:15
348,49788,podkid (473),00:26,"","",,Ghosted,00:27
349,49788,Arthur Easter,00:00,Cyborg,"",,Ghosted,00:42
350,49788,Georg Selinof,00:22,Paramedic,"",,Disconnected,00:27
351,49314,Nikolay Oleinikov,00:00,Bartender,"",,Ghosted,00:14
352,49314,ANCL-650,00:17,Positronic Brain,"",,Ghosted,00:17
353,49314,Nikolay Oleinikov,00:00,Bartender,"",,Cryopod,00:29
354,49314,Jackson Taggart,00:00,Janitor,"",,Ghosted,01:10
355,49314,podkid (544),00:17,default,"",,Ghosted,01:10
356,49314,Jackson Taggart,00:00,Janitor,"",,Cryopod,01:24
357,49314,ANCL-650,00:17,Cyborg,"",,Ghosted,01:28
358,49790,JLLO-548,00:08,Positronic Brain,"",,Ghosted,00:08
359,49790,Alessandro Gagliardi,00:00,Medical Doctor,"",,Ghosted,00:13
360,49790,Adam Browning Jr,00:26,Shaft Miner,"",,Ghosted,00:36
361,49790,Jhin Handa,00:29,Technical Assistant,"",,Ghosted,00:45
362,49790,Balbesus,00:00,Clown,"",,Disconnected,00:36
363,49790,Johnathan Armstrong,00:00,Botanist,"",,Disconnected,00:37
364,49789,Bongo Punch,00:00,Janitor,"",,Cryopod,00:14
365,49789,Ruben Foster,00:00,Roboticist,Traitor,{Traitor},Cryopod,00:30
366,49789,Brock Losey,00:00,Technical Assistant,"",,Cryopod,01:04
