id,root_id,crewscore,rating,stuffshipped,stuffharvested,oremined,researchdone,eventsendured,powerloss,mess,meals,disease,deadcommand,arrested,traitorswon,roleswon,allarrested,opkilled,disc,nuked,destranomaly,rec_antags,crew_escaped,crew_dead,crew_total,crew_survived,captain,powerbonus,messbonus,deadaipenalty,foodeaten,clownabuse,richestname,richestjob,richestcash,richestkey,dmgestname,dmgestjob,dmgestdamage,dmgestkey
689,49769,6995,Ambassadors of Discovery,10,328,2053,56,0,0,411,34,0,1,0,0,0,0,1,0,0,0,1,17,2,55,31,{Yui Nisimura},1,0,0,171,11,Hasitihika,Chaplain,27100,Vysserath,Roman Elinov,Botanist,21,Misterionno
690,49566,-3595,You're All Fired,0,22,2143,58,0,123,845,7,0,0,0,0,1,0,0,0,0,0,0,0,11,56,18,"",0,0,0,39,4,"","",0,"","","",0,""
691,49294,4736,Promotions for Everyone,3,58,4662,60,0,0,1709,35,0,0,0,0,8,0,0,0,0,0,0,21,6,65,31,{Kevin Stinger},1,0,0,229,68,Lynn Young,Head of Security,1568,HeavenlyBlue,Arkadiy Babushkin,Shaft Miner,0,Murkasha
692,49581,2708,Promotions for Everyone,0,0,0,7,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,"",1,0,0,0,0,Albina Djamaeva,Medical Doctor,1235,Mauzer98,"","",0,""
693,50114,5036,Ambassadors of Discovery,0,904,2444,46,0,1,327,73,0,0,0,0,0,0,0,0,0,0,0,22,1,36,34,"",0,0,0,102,62,Kennzi Merriman,Roboticist,4078,Oleg1231,Alan Ward,Research Director,0,NikMaestro
694,49584,256,Best of a Good Bunch,0,108,0,7,0,2,52,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,3,"",0,0,0,7,0,Artem Kotov,Station Engineer,751,Fluffy_cat_510,"","",0,""
695,49539,7389,Ambassadors of Discovery,0,7,2383,81,0,0,331,45,0,0,0,0,0,0,0,0,0,0,0,17,1,39,24,"",1,0,0,59,27,Reuben Hunt,Warden,1140,AAAASH,Malcolm Richards,Station Engineer,6,Balphagore
696,49488,3338,Promotions for Everyone,3,0,1914,42,0,2,711,2,0,0,0,0,0,0,0,0,0,0,0,38,1,68,49,{Aphelios Tildor},0,0,0,52,24,Lim Al-Kuds,Technical Assistant,5280,Stekliannii_ork,Loreto Bunten,Botanist,0,TheOrangeTim
697,50081,4929,Promotions for Everyone,1,74,2643,7,0,0,653,41,0,0,0,0,1,0,0,0,0,0,2,15,1,48,29,"",1,0,0,135,25,Duke Conrad,Scientist,3695,Dmitry_Konovalov,Piskostroy,"",0,codyz2
698,49614,8298,Ambassadors of Discovery,1,139,4353,55,0,0,689,24,0,0,0,0,0,0,0,0,0,0,0,16,1,34,20,"",1,0,0,87,5,Anastasia Zakharchenko,Detective,5835,Atomas,Carl Clebald,Research Director,35,Chosvanus
699,50125,-908,A Waste of Perfectly Good Oxygen,0,10,0,7,0,35,228,15,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,"",0,0,0,22,0,Teagan Mason,Medical Doctor,1280,0_Ghost_0,"","",0,""
700,50131,5034,Ambassadors of Discovery,2,0,2266,87,0,1,217,6,0,0,0,0,0,0,0,0,0,0,0,9,0,30,15,"",0,0,0,77,0,Anna Smith,Research Director,1450,Lazarev Vladimir,Diego Lester,Station Engineer,0,HumanMoron
701,49503,4652,Promotions for Everyone,4,226,1812,54,0,0,1051,14,0,0,0,0,0,0,0,0,0,0,0,7,4,24,16,{Evgeniy Barabulka},1,0,0,130,63,Loreto Bunten,Botanist,30060,TheOrangeTim,Igor Korotkov,Security Officer,20,Radio-zet
702,50133,908,Lean Mean Machine Thirteen,0,68,869,60,0,2,824,11,0,0,0,0,1,0,0,0,0,0,0,0,3,41,23,"",0,0,0,85,21,"","",0,"","","",0,""
703,49984,7045,Ambassadors of Discovery,0,9,3157,43,0,0,141,6,0,0,0,0,0,0,0,0,0,0,0,8,0,17,17,"",1,0,0,37,72,Amelia Voods,Head of Security,2234,Carpo22,"","",0,""
704,49606,4669,Promotions for Everyone,0,431,231,51,0,0,233,7,0,0,0,0,0,0,0,0,0,0,0,7,0,20,12,{Fanzilia Clark},1,0,0,64,44,M'ark M'rshan,Paramedic,7780,Morkleb,Richard Lowe,Botanist,21,ITheFrozenOneI
705,49512,-2018,You're All Fired,2,18,1780,23,0,10,1106,0,0,0,0,0,1,0,0,0,0,0,0,0,12,51,36,"",0,0,0,8,1,"","",0,"","","",0,""
706,49571,534,Lean Mean Machine Thirteen,6,487,2557,45,0,1,2550,44,0,0,0,0,1,0,4,0,0,0,0,32,14,78,46,{Sebastian Pivovarov},0,0,0,270,83,Babatand Budd'Barasu,Test Subject,17000,Barzabelle,Alisa Don,Psychiatrist,45,Deyneristarg
707,49551,-391,A Wretched Heap of Scum and Incompetence,9,21,2367,54,0,3,1714,46,0,0,0,0,0,0,0,0,0,0,0,10,15,80,27,{Kevin Stinger},0,0,0,260,0,Andy Whiteman,Technical Assistant,6200,GunKrest,Harvey Schaeffer,Station Engineer,0,Derzak
708,49604,475,Best of a Good Bunch,0,0,298,7,0,1,78,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,{Fanzilia Clark},0,0,0,2,0,Fanzilia Clark,Captain,1760,FaH3uJIb,"","",0,""
709,49646,3989,Promotions for Everyone,0,0,664,41,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,3,1,14,9,"",1,0,0,9,0,Roman Elinov,Xenobiologist,380,Misterionno,Westerose Krieg,Atmospheric Technician,0,Tern0220
710,49593,4564,Promotions for Everyone,0,2,406,74,0,0,174,2,0,0,0,0,0,0,0,0,0,0,0,14,3,25,18,{John Pavlov},1,0,0,14,1,John Pavlov,Captain,2052,HunterZK,Frank Pavlov,Xenoarchaeologist,0,TheOrangeTim
711,50011,290,Best of a Good Bunch,0,75,606,7,0,7,146,1,0,0,0,0,1,0,0,0,0,0,0,0,0,24,30,"",0,0,0,35,19,"","",0,"","","",0,""
712,49965,1361,Promotions for Everyone,0,68,2076,7,0,2,438,21,0,0,0,0,0,0,0,0,0,0,0,16,4,44,24,"",0,0,0,82,4,Scott Woosh,"",1000,"",Diego Lester,Station Engineer,22,HumanMoron
713,49641,9002,Ambassadors of Discovery,6,51,4357,57,0,0,626,27,0,0,0,0,0,0,0,0,0,368,0,27,1,51,37,"",1,0,0,196,24,Kale Gibson,Head of Personnel,1980,Ke-nt0,Romayne Aultman,Shaft Miner,18,Zonador
714,49618,3690,Promotions for Everyone,0,193,2281,54,0,3,194,16,0,0,0,0,0,0,0,0,0,0,0,12,2,29,21,{Ali Azar},0,0,0,86,9,Greg Phillips,Geneticist,1080,Igorean,Ramon Riker,Station Engineer,21,Doom_Drake
715,49553,8086,Ambassadors of Discovery,1,231,3390,54,0,0,595,48,0,0,0,0,0,0,0,0,0,0,0,35,1,74,46,{Kevin Stinger},1,0,0,137,27,Calvin Wilson,Security Officer,13030,Kots222,Lars Patterson,Security Officer,40,""
716,49619,3739,Promotions for Everyone,0,0,0,52,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,"",1,0,0,4,0,"","",0,"","","",0,""
717,49637,639,Lean Mean Machine Thirteen,8,215,1090,7,0,6,671,25,0,0,0,0,1,0,0,0,0,0,0,0,2,61,55,{Sebastian Pivovarov},0,0,0,15,2,"","",0,"","","",0,""
718,50001,3238,Promotions for Everyone,0,424,0,7,0,0,76,21,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,"",1,0,0,29,0,Jo Jo,Clown,180,Tankistkiller,"","",0,""
719,49638,-14759,Singularity Fodder,7,49,2536,8,0,0,1104,49,0,0,0,0,2,0,4,0,1,0,0,0,40,58,1,{Sebastian Pivovarov},1,0,1,36,40,"","",0,"","","",0,""
720,49595,2134,Promotions for Everyone,0,0,0,7,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,{Trey Noton},1,0,0,0,0,Trey Noton,Captain,900,Madpan133,"","",0,""
721,49528,2000,Promotions for Everyone,0,32,2111,43,0,15,1163,16,0,0,0,0,0,0,0,0,0,0,0,24,2,72,42,"",0,0,0,100,27,Jose Butterfill,Head of Personnel,1455,Peperspray,Frank Brown,Test Subject,0,Kar_vl
722,49764,4207,Promotions for Everyone,29,134,4855,0,0,0,942,27,0,0,0,0,1,0,0,0,0,0,0,14,19,76,37,{Yui Nisimura},1,0,0,139,26,Hans Uberman,Warden,875,Vkjkfn,Hatika,Medical Doctor,20,Zero Inside
723,49766,-10912,Singularity Fodder,1,32,3517,32,0,49,5686,67,0,0,0,0,0,0,0,0,0,0,0,3,35,68,12,{Yui Nisimura},0,0,0,66,42,Hatika,Shaft Miner,365,Zero Inside,"","",0,""
724,49621,4355,Promotions for Everyone,0,3,399,59,0,0,582,3,0,0,0,0,0,0,0,0,0,0,0,20,1,34,21,{Gennady Whiteman},1,0,0,123,80,Liam O'Shea,Research Director,1935,Onikuru,Carl Kuznetsov,Test Subject,35,Motzord
725,49541,334,Best of a Good Bunch,1,404,1323,57,0,5,1533,71,0,0,0,0,2,0,0,0,0,1346,0,16,7,41,22,"",0,0,0,68,29,Alexey Komnin,Head of Personnel,2000,Alion177,Vichita'Hidanchi-Tichivata,Station Engineer,120,Aktano
726,49639,2513,Promotions for Everyone,1,130,2310,7,0,1,542,22,0,0,0,0,0,0,0,0,0,0,0,20,1,42,25,"",0,0,0,118,6,Oldman Kirsan,Head of Personnel,1500,Pasha2oo,Natalia Koneva,Head of Security,0,Zickusable
727,49762,-6822,Singularity Fodder,18,224,1232,25,0,108,3083,69,0,0,0,0,0,0,0,0,0,0,0,24,20,75,36,{Hayden Quirin},0,0,0,88,0,Salvador Leach,Head of Personnel,1470,PhantomElite,Georg Selinof,Scientist,0,Dojoan
728,49519,5262,Ambassadors of Discovery,0,24,1748,27,0,0,365,54,0,0,0,0,0,0,0,0,0,0,0,11,0,41,26,{Keegan Hunt},1,0,0,114,15,Keegan Hunt,Captain,1200,Valois,Alex Belov,Shaft Miner,14,BeliY
729,49520,2547,Promotions for Everyone,33,41,1529,0,0,17,1168,16,0,0,0,0,0,0,0,0,0,0,0,34,3,61,47,{Kevin Stinger},0,0,0,28,2,Kevin Stinger,Captain,600,Glen_Zodia,Alexander Sell,Botanist,0,Green Rake
730,50074,133,Skillful Servants of Science,0,41,2032,58,0,22,290,9,0,3,0,0,0,0,0,0,0,0,0,19,7,50,29,{Gennady Whiteman},0,0,0,141,3,Adam Baklazhanov,Botanist,14555,Hohol2007,Quintrell Ksi'xuqguum,Roboticist,20,Fairyteller
731,49987,3495,Promotions for Everyone,4,118,1738,87,0,0,916,19,0,0,0,0,1,0,0,0,0,0,0,22,13,68,41,{Donny Burkett},1,0,0,116,93,Daniel Mildred,Research Director,1250,PhantomElite,Adam Ward,Medical Doctor,0,Noy Haifrai
732,49631,2083,Promotions for Everyone,11,4,1489,10,0,2,325,5,0,0,0,0,0,0,0,0,0,0,0,23,3,54,36,{Fanzilia Clark},0,0,0,98,24,Tamsin Winton,Security Officer,2320,Shahmatist,Waver Purplehead,Internal Affairs Agent,8,KandJX
733,49624,9425,Ambassadors of Discovery,2,2,5459,63,0,0,306,41,0,0,0,0,0,0,0,0,0,0,0,21,4,54,30,{Fin MacDucke},1,0,0,119,54,Hasitihika,Scientist,2080,"",Denis Brodskiy,Chef,0,Dinor23
734,49701,-4194,You're All Fired,6,386,590,7,0,10,2425,79,0,0,0,0,1,0,0,0,0,0,0,20,15,59,31,{Leroy Osterweis},0,0,0,132,34,Son Of Bucket,Roboticist,1260,Individuum135,Joseph Shraud,Research Assistant,28,Limuli
735,50130,1058,Promotions for Everyone,5,219,2286,55,0,43,1427,59,0,0,0,0,1,0,0,0,0,77,0,18,5,82,34,"{Rory Brereton,Mykola Temnenko}",0,0,0,227,26,Flick Welty,Quartermaster,999960,CptEchidna,Edwin Teagarden,Security Officer,94,11Kobra11
736,49630,3228,Promotions for Everyone,1,351,871,51,0,1,344,40,0,0,0,0,0,0,0,0,0,0,0,23,0,32,28,{Fanzilia Clark},0,0,0,146,9,Oleg Nevazhno,Test Subject,7897,Deprxo,Oleg Nevazhno,Test Subject,0,Deprxo
737,49632,-9707,Singularity Fodder,1,49,120,19,0,7,441,26,0,0,0,0,1,0,0,0,0,0,0,0,39,66,18,{Fanzilia Clark},0,0,0,32,8,"","",0,"","","",0,""
738,49355,7417,Ambassadors of Discovery,18,115,1012,60,0,0,395,62,0,0,0,0,0,0,0,0,0,0,1,29,0,52,35,{Oleg Osetrov},1,0,0,126,24,Nathaniel Braun,Paramedic,10620,MrYAROSLAV,Quri Oliqoomarra,Test Subject,113,Russian_clown
739,49339,2981,Promotions for Everyone,3,112,2095,49,0,24,271,14,0,0,0,0,0,0,0,0,0,0,0,10,1,27,24,{Kane Thompson},0,0,0,40,2,Pavel Lemsky,Mime,1685,Pavelem,Lim Al-Kuds,Quartermaster,14,Stekliannii_ork
740,50000,8080,Ambassadors of Discovery,4,190,3611,81,0,0,866,68,0,0,0,0,0,0,0,0,0,0,0,33,5,71,39,{Nathaniel McDonald},1,0,0,263,75,Norman Don,Botanist,13310,Intesus,Dane Blackburn,Medical Intern,22,Kriss_morel
741,49615,3711,Promotions for Everyone,4,11,5914,57,0,6,1059,63,0,0,0,0,0,0,0,0,0,0,0,18,15,70,44,{Kevin Stinger},0,0,0,158,38,Stas Zhorov,Roboticist,1380,Ke-nt0,Danny Roby,Security Cadet,0,23as23as
742,50126,5746,Ambassadors of Discovery,20,342,3635,54,0,1,1006,47,0,0,0,0,0,0,0,0,0,0,0,38,6,83,55,"{Troy Orgail,Carlos Alfonco Lopes}",0,0,0,222,41,Nikolas Marcotte,Recycler,4670,FaSy,Idrill Briant,Scientist,0,Mosya
744,50007,-171,Outclassed by Lab Monkeys,0,194,52,7,0,2,642,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,7,"",0,0,0,30,0,Titana Katon,Chief Medical Officer,1000,Antonkomissar_UA,Brady Bould,Botanist,1,EvilShift
745,49623,2827,Promotions for Everyone,0,263,130,15,0,0,506,23,0,0,0,0,0,0,0,0,0,0,0,5,1,19,6,{Alexander Sokolov},1,0,0,60,21,Carl Kuznetsov,Security Officer,7811,Motzord,"","",0,""
746,49648,931,Lean Mean Machine Thirteen,0,0,771,18,0,1,230,1,0,0,0,0,0,0,0,0,0,0,0,5,1,10,7,"",0,0,0,7,0,Anna Smith,Research Director,1395,Lazarev Vladimir,"","",0,""
747,49937,2935,Promotions for Everyone,3,45,4478,7,0,5,568,4,0,0,0,0,0,0,0,0,0,377,0,7,5,30,10,"",0,0,1,99,170,Albina Steinau,Chief Medical Officer,2410,M1sery,"","",0,""
748,49971,-10987,Singularity Fodder,3,0,917,7,0,54,4084,3,0,0,0,0,0,0,0,0,0,0,0,4,27,38,10,{Titana Katon},0,0,0,9,23,Osoaviakhim,Chaplain,160,QWxiZX,"","",0,""
749,50023,2681,Promotions for Everyone,0,1,0,18,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,{Karlos Lopes},1,0,0,28,0,"","",0,"","","",0,""
750,50073,6125,Ambassadors of Discovery,17,90,2829,43,0,0,884,10,0,0,0,0,0,0,0,0,0,0,0,29,7,84,41,{Keegan Hunt},1,0,0,223,0,Tamsin Winton,Medical Doctor,10540,Shahmatist,Rikitarikiri,Test Subject,0,PrismaLiveOnMars
751,49601,3251,Promotions for Everyone,0,10,512,7,0,0,146,13,0,0,0,0,0,0,0,0,0,0,0,4,0,15,5,"",1,0,0,18,0,Joseph Dreyfus,Paramedic,480,Carpo22,Juan Williis,Chef,0,Moonlight7
752,49961,7597,Ambassadors of Discovery,19,75,5485,60,0,2,1298,34,0,0,0,0,0,0,0,0,0,0,2,30,3,79,53,"",0,0,0,234,54,Tyler Dean,Chaplain,12170,David123321,GREAT HONKUS,Clown,105,MrVeneficus
753,50030,12229,The Pride of Science Itself,0,3,8544,39,0,0,198,7,0,0,0,0,0,0,0,0,0,0,0,7,0,20,11,"",1,0,0,30,0,Norbert Kodik,Head of Security,7344,Dushess,"","",0,""
754,49602,5453,Ambassadors of Discovery,2,62,1216,47,0,0,245,7,0,0,0,0,0,0,0,0,0,0,0,13,0,27,17,"",1,0,0,99,0,Victor Blame,Botanist,50078,D_vuar,Denis Brodskiy,Test Subject,7,Dinor23
755,49705,3405,Promotions for Everyone,17,43,2431,56,0,0,1389,83,0,0,0,0,2,0,0,0,0,0,5,8,13,91,38,{Yui Nisimura},1,0,0,245,18,Dell Conrad,Chief Engineer,2290,EngineerConager,Bruce Green,Scientist,9,BubbleZZZZZ
756,50016,5486,Ambassadors of Discovery,1,89,2610,34,0,0,588,16,0,0,0,0,0,0,0,0,0,0,0,18,3,48,29,"",1,0,0,138,28,Alan Ward,Research Director,1450,NikMaestro,Karlos Lopes,Station Engineer,23,Dojoan
757,50009,2683,Promotions for Everyone,0,11,25,7,0,0,158,14,0,0,0,0,0,0,0,0,0,0,0,1,0,11,7,"{Yakov Skiewski,Helforetti Richer}",1,0,0,17,0,Trent Kiefer,Paramedic,480,Solaridze,"","",0,""
758,49699,-917,A Waste of Perfectly Good Oxygen,0,281,1335,21,0,94,173,26,0,0,0,0,0,0,0,0,0,0,0,8,2,24,13,"",0,0,0,60,1,Kane Thompson,Head of Personnel,1444,OlderMan,K'rakirr Jirkshah,Botanist,21,Individuum135
759,50017,11440,The Pride of Science Itself,13,65,5519,67,0,0,624,74,0,0,0,0,0,0,0,0,0,0,0,45,2,77,58,"",1,0,0,333,22,James Hoopengarner,Medical Intern,3700,Dmitry_Konovalov,Alisa Don,Psychiatrist,0,Deyneristarg
760,49649,8724,Ambassadors of Discovery,9,581,3107,73,0,0,434,56,0,0,0,0,0,0,0,0,0,322,0,13,2,49,27,{Fin MacDucke},1,0,0,141,53,Patrick Sealis,Security Officer,4560,Nok1a,Alisa Don,Psychiatrist,72,Deyneristarg
761,49645,11442,The Pride of Science Itself,2,260,5678,87,0,0,241,17,0,0,0,0,0,0,0,0,0,0,0,26,1,70,41,{Sharon Nash},1,0,0,175,0,Vichita'Hidanchi'Tichivata,Scientist,3400,Aktano,Kirill Vasanski,Chef,21,Vorzan
762,49617,5815,Ambassadors of Discovery,12,114,2039,82,0,0,798,30,0,0,0,0,0,0,0,0,0,0,0,18,8,82,37,{Rafael Sunders},1,0,0,112,133,Isaiah Vader,Chief Medical Officer,1465,Maleyvich,Christopher Jean,Scientist,0,Dellasloan
763,50071,-7423,Singularity Fodder,35,63,5986,0,0,4,3062,62,0,0,0,0,0,0,0,0,0,0,0,1,53,75,28,{Tate Benford},0,0,0,116,44,Aramsha Jarmack,Roboticist,1080,Chikart,"","",0,""
764,50010,1955,Promotions for Everyone,3,120,1890,7,0,4,465,14,0,0,0,0,1,0,0,0,0,0,0,11,0,27,24,"",0,0,0,35,0,Elige Kamsky,Head of Personnel,1000,Artem33153,Elige Kamsky,Head of Personnel,18,Artem33153
765,49644,1806,Promotions for Everyone,2,86,2354,46,0,38,619,19,0,0,0,0,0,0,0,0,0,0,0,0,2,57,43,{Sharon Nash},0,0,0,59,10,"","",0,"","","",0,""
766,49967,4521,Promotions for Everyone,3,443,2567,58,0,4,1314,86,0,0,0,0,0,0,0,0,0,0,0,32,1,86,49,"",0,0,0,168,17,Aramsha Jarmack,Librarian,1490,Chikart,Flick Welty,Security Cadet,0,CptEchidna
767,49608,4650,Promotions for Everyone,4,324,2632,72,0,15,956,58,0,0,0,0,0,0,1,0,0,0,4,34,4,62,46,{Fanzilia Clark},0,0,0,224,89,Danny Roby,Test Subject,2000,23as23as,Petr Metelsky,Recycler,0,Javeliin
768,49486,2529,Promotions for Everyone,3,98,2527,40,0,8,1066,42,0,0,0,0,0,0,0,0,0,0,0,23,4,77,49,{Troy Orgail},0,0,0,170,3,Ra'Shima Mijsha,Roboticist,1495,Ocsunus,Curly Mens,Security Officer,6,Arygal
769,49596,5802,Ambassadors of Discovery,0,231,1102,52,0,0,246,21,0,0,0,0,0,0,0,0,0,0,0,22,0,39,25,{Colten Weisgarber},1,0,0,76,33,Alex Bennett,Botanist,7460,Edward459,Lary Doger,Recycler,0,YnurDuon
770,49957,3634,Promotions for Everyone,3,29,4521,57,0,5,1086,42,0,0,0,0,0,0,0,0,0,0,0,27,10,79,47,{Rafael Sunders},0,0,0,225,132,Reuben Hunt,Head of Security,1500,AAAASH,Dorothy Curry,Atmospheric Technician,9,Sokolisk
771,49643,6091,Ambassadors of Discovery,1,87,1437,61,0,3,618,74,0,0,0,0,0,0,12,0,0,0,0,10,1,26,11,"",0,0,0,62,16,Karl Smith,Research Director,1460,Lazarev Vladimir,Hatika,Shaft Miner,0,Zero Inside
772,49953,5716,Ambassadors of Discovery,7,42,2575,63,0,0,1811,29,0,0,0,0,0,0,0,0,0,0,0,24,3,76,38,{Oleg Osetrov},1,0,0,254,55,Elliot Leichter,Chaplain,6144,Olimpover,Isaiah Seidner,Technical Assistant,0,NoNaMe212
773,49622,-2211,You're All Fired,13,1,2993,87,0,2,1770,28,0,0,0,0,0,0,0,0,0,0,0,6,29,69,31,{Kevin Stinger},0,0,0,113,0,Robert Liech,Head of Personnel,1350,Blamburg,Lion Remark,Scientist,28,Alekspeshkov
774,50026,3921,Promotions for Everyone,0,2,6707,12,0,75,478,1,0,0,0,0,0,0,0,0,0,0,0,13,3,26,21,"",0,0,0,85,15,Anna Smith,Scientist,1200,Lazarev Vladimir,Pakon Rethur,Chaplain,22,OziEs
775,49694,9015,Ambassadors of Discovery,21,9,8923,7,0,1,392,4,0,0,0,0,0,0,0,0,0,0,0,8,6,34,12,"",0,0,0,207,0,Franklin Davis,Quartermaster,2100,X10enon,Phoenix Earl,Xenoarchaeologist,5,Panbaster
776,49613,10728,The Pride of Science Itself,6,88,5009,71,0,0,779,111,0,0,0,0,0,0,0,0,0,0,0,41,1,72,48,{Fanzilia Clark},1,0,0,285,1,Toby Bush,Mime,16095,ToBy_BoN,Bobby Nyman,Bartender,22,Jonlong1000
777,49969,3017,Promotions for Everyone,2,54,4496,61,0,12,2648,39,0,0,0,0,1,0,0,0,0,0,0,22,4,59,41,{Tinara Nero},0,0,0,72,8,Curly Mens,Research Director,925,Arygal,Sarah Venta,Forensic Technician,0,YellowDuckk
778,49594,6206,Ambassadors of Discovery,10,68,2400,42,0,0,727,61,0,0,0,0,0,0,0,0,0,0,0,36,5,74,43,{Sebastian Pivovarov},1,0,0,128,37,podkid (348),"",2800,Sigitz,Parovoz,Clown,0,Coroner
779,49588,1159,Promotions for Everyone,3,114,4422,51,0,92,1112,3,0,0,0,0,1,0,0,0,0,0,2,19,6,58,28,{Adam Sommer},0,0,0,117,75,Bailey Patel,Security Officer,2780,NuclearKnight_original,Jesus Shaner,Librarian,0,Explide
780,49579,7513,Ambassadors of Discovery,3,21,3655,51,0,0,368,5,0,0,0,0,0,0,0,0,0,0,0,7,1,24,10,"",1,0,0,82,0,Aisha Al-Zahrami,Cargo Technician,2705,Mauzer98,Zikkykikati,Scientist,0,FlyingDebil
781,50006,2287,Promotions for Everyone,3,56,2705,59,0,1,1179,23,0,3,0,0,0,0,0,0,0,0,1,15,1,42,19,{Otto Lange},0,0,0,68,8,Curly Mens,Research Director,1675,Arygal,Adam Browning Jr,Cargo Technician,24,Petrubator
782,49620,-8115,Singularity Fodder,4,17,807,7,0,17,2769,66,0,0,0,0,1,0,0,0,0,0,0,0,25,65,20,{Kevin Stinger},0,0,0,31,75,"","",0,"","","",0,""
783,50024,2056,Promotions for Everyone,8,303,2359,28,0,6,1701,22,0,0,0,0,0,0,0,0,0,0,0,19,3,70,50,{Patrick Kimball},0,0,0,89,0,Matthew Parsons,"",735,FeudeyTF,Alisa Don,Psychiatrist,48,Deyneristarg
784,49704,5539,Ambassadors of Discovery,3,30,3204,7,0,0,580,40,0,0,0,0,0,0,0,0,0,0,0,0,1,61,42,{Kevin Stinger},1,0,0,33,28,"","",0,"","","",0,""
785,49964,-8413,Singularity Fodder,2,88,2199,49,0,0,3045,35,0,0,0,0,1,0,0,0,0,0,0,12,47,83,21,{Heydrich Vibbler},1,0,1,147,14,ICCY,"",1430,MFD00M,Alex Ermakov,Test Subject,0,AlexSHIKHOV
786,49475,2333,Promotions for Everyone,0,0,0,7,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,"",1,0,0,13,0,"","",0,"","","",0,""
787,49599,7682,Ambassadors of Discovery,8,82,2260,73,0,0,655,81,0,0,0,0,0,0,0,0,0,0,0,22,1,57,32,"",1,0,0,216,0,Jonathan Priebe,Security Officer,8182,BubbleZZZZZ,Takirichi,Chef,0,MMDI
788,49642,5640,Ambassadors of Discovery,20,44,3389,55,0,0,1468,95,0,0,0,0,0,0,0,0,0,0,0,12,11,74,27,{Fin MacDucke},1,0,0,176,8,Nick King,Head of Personnel,1750,Stich_cat_,X'qarra X'gurilin,Test Subject,0,Bunkyfly
789,50014,7759,Ambassadors of Discovery,8,150,5101,87,0,1,782,47,0,0,0,0,1,0,0,0,0,0,0,35,3,90,52,{Adam Sommer},0,0,0,190,19,Johnathan Armstrong,Chief Engineer,2000,PeTp0,Ben Vorg,Security Cadet,24,Foxlate
790,49952,-3398,You're All Fired,2,92,1850,15,0,15,925,7,0,0,0,0,1,0,0,0,0,0,0,6,17,66,20,{Leonid Smolniyy},0,0,1,44,4,Volga,"",1790,MrYAROSLAV,Mon'sher Joshum,Paramedic,0,Nikaze
791,49603,4808,Promotions for Everyone,0,0,2291,11,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,2,{Fanzilia Clark},1,0,0,11,0,Omad Ammiak,Janitor,445,Omadammiak,"","",0,""
792,49636,5478,Ambassadors of Discovery,8,0,2623,77,0,2,210,13,0,0,0,0,0,0,0,0,0,0,0,16,1,34,24,{Russell Lauffer},0,0,0,81,1,Kale Gibson,Head of Personnel,1180,Ke-nt0,Max Russell,Scientist,0,Foxiq
793,49490,6589,Ambassadors of Discovery,1,0,2704,61,0,0,675,6,0,0,0,0,0,0,0,0,0,0,0,15,1,47,33,"",1,0,0,146,24,Seymour Briggs,Roboticist,1080,Kraken35436,Collin Pearsall,Chemist,59,Ser.Loret
794,49597,5399,Ambassadors of Discovery,8,26,4759,26,0,7,786,56,0,0,0,0,2,0,0,0,0,0,0,38,2,68,53,{Rafael Sunders},0,0,0,179,23,Lion Remark,Chaplain,5360,Alekspeshkov,Clown Banana,Clown,0,Sayzee
795,50018,7730,Ambassadors of Discovery,1,273,5953,68,0,17,316,28,0,0,0,0,0,0,0,0,0,422,0,13,1,44,23,{Tinara Nero},0,0,0,172,22,Danny Mortland,Chief Medical Officer,2250,Stepansamp228pos,Danny Roby,Shaft Miner,9,23as23as
796,49591,7368,Ambassadors of Discovery,4,19,2226,65,0,0,567,28,0,0,0,0,0,0,0,0,0,0,0,32,0,76,55,{Kevin Stinger},1,0,0,194,70,Kevin Stinger,Captain,1725,Glen_Zodia,Petr Metelsky,Test Subject,21,Javeliin
797,50019,-3680,You're All Fired,0,101,1690,57,0,13,2431,43,0,0,0,0,1,0,11,0,0,0,0,7,29,66,27,"",0,0,0,134,31,John Don,Paramedic,464,HeXo4yXa,Petr Metelsky,Recycler,0,Javeliin
798,50196,2335,Promotions for Everyone,0,0,0,7,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,5,{Ivan Rogalov},1,0,0,1,0,Ivan Rogalov,Captain,600,Ivan_Rogalov,"","",0,""
799,50234,-5257,Singularity Fodder,12,56,2156,7,0,17,1694,25,0,0,0,0,1,0,0,0,0,0,0,0,25,67,42,{Tate Benford},0,0,0,92,5,"","",0,"","","",0,""
