id,root_id,name,assigned_role,special_role,antag_roles
6439,49458,Norman Normans,Station Engineer,"",
6440,49458,Ivan Huga,Mime,Traitor,{Traitor}
6441,49458,Porter Blackburn,Station Engineer,"",
6442,49458,Max Woodward,Cyborg,"",
6443,49458,John Don,Medical Doctor,"",
6444,49458,Kris Merdrod,Paramedic,"",
6445,49458,Arkadiy Babushkin,Head of Security,"",
6446,49458,Melvin Semenov,Shaft Miner,"",
6447,49458,Drill Gnoos,Chaplain,"",
6448,49458,Myron Demetrios,Paramedic,Traitor,{Traitor}
6449,49458,Zach'ary S'eelig,Security Officer,"",
6450,49458,Dominick Pycroft,Bartender,"",
6451,49458,MIME,Clown,"",
6452,49458,Deni Rise,Quartermaster,"",
6453,49458,Bondrud Summy,Librarian,"",
6454,49458,Ulric Parker,Detective,"",
6455,49458,Frame,AI,"",
2565,49353,Curly Mens,Medical Doctor,Revolutionary,{Revolutionary}
2566,49353,Andrew Lennix,Paramedic,"",
2567,49353,Alexandria White,Technical Assistant,"",
2568,49353,Fulton Coldsmith,Botanist,"",
2569,49353,Arthur Garland,Bartender,"",
2570,49353,Marcus Olphert,Test Subject,"",
2571,49353,Russell Hall,Captain,"",
2572,49353,Milosh Greenle,Test Subject,Traitor,{Traitor}
2573,49353,Bryan James,Chef,"",
2574,49353,mouse (862),Animal,"",
2575,49353,mouse (476),Animal,"",
2576,49353,maintenance drone (904),Cyborg,"",
2577,49353,Lary Oripton,Medical Doctor,"",
2578,49353,Maxoun Gymovic,Janitor,"",
2579,49353,Daniil Pravashinskiy,Security Officer,"",
2580,49353,Dustin Stewart,Medical Intern,"",
2581,49353,Edward Mcloskey,Medical Intern,"",
2582,49353,Leon Churchill,Paramedic,"",
2583,49353,Edwin Ward,Security Officer,"",
2584,49353,mouse (443),Animal,"",
2585,49353,maintenance drone (282),Cyborg,"",
2586,49353,podkid (579),"","",
2587,49353,Stefan Ray,Quartermaster,"",
2588,49353,Bozydar Korobovich,Medical Doctor,"",
2589,49353,Duke Shaffer,Research Assistant,"",
2590,49353,Adamantine Golem (509),default,"",
2591,49353,Adamantine Golem (818),default,"",
2592,49353,podkid (566),default,"",
2593,49353,Aramsha Jarmack,Xenoarchaeologist,"",
2594,49353,Johnathan Armstrong,Security Officer,"",
2595,49353,Russell Hall,Detective,"",
2596,49353,Quri Oliqoomarra,Test Subject,Revolutionary,{Revolutionary}
2597,49353,Isaac Marke,Medical Doctor,"",
2598,49353,Jeremy Lloyd,default,"",
2599,49354,Keegan Hunt,Captain,"",
2600,49354,Mike Ward,Forensic Technician,"",
2601,49354,Irvine White,Station Engineer,"",
2602,49354,Ulric Parker,Research Director,"",
2603,49354,Quumxuqmqoo Zixqilxuq,Shaft Miner,Traitor,{Traitor}
2604,49354,Vendetta,default,"",
2605,49354,mouse (387),Animal,"",
2606,49354,Trey Noton,Chaplain,"",
2607,49354,Marcus Fulton,Atmospheric Technician,"",
2608,49354,Lorin Ackerley,Security Cadet,"",
2609,49354,ANTR-613,Cyborg,"",
2610,49354,Joseph Dreyfus,Paramedic,"",
2611,49354,Samuel Alliman,Bartender,"",
2612,49354,Gennady Whiteman,Security Officer,"",
2613,49354,Alexander Sokolov,Detective,"",
2614,49354,Sergius D. Vinbertus,Internal Affairs Agent,"",
2615,49354,Otto Schulz,Head of Personnel,"",
2616,49354,Sergius D. Vinbertus,Xenoarchaeologist,"",
6456,49458,Jason Snyder,Test Subject,Traitor,{Traitor}
6457,49458,Alexey Komnin,Head of Personnel,"",
6458,49458,Demian Norton,Chief Medical Officer,"",
6459,49458,Max Russell,Technical Assistant,"",
6460,49458,Amelia Evilstone,Cargo Technician,"",
6461,49458,Cold Winds Of Winter,Geneticist,Traitor,{Traitor}
6462,49458,Solveig Potter,Scientist,Traitor,{Traitor}
6463,49458,Ink Void,Shaft Miner,Traitor,{Traitor}
6464,49458,Karen,Chemist,"",
6465,49458,Leroy White,Medical Doctor,"",
6466,49458,Sbignev Bjesinskii,Internal Affairs Agent,"",
6467,49458,Adam Sommer,Station Engineer,"",
6468,49458,Alaga Palens'sso,Roboticist,Traitor,{Traitor}
6469,49458,Walker Thomlinson,Geneticist,"",
6470,49458,Kaleb Kellogg,Medical Intern,"",
6471,49458,Silver Eyes,Station Engineer,"",
6472,49458,RED,default,"",
6473,49458,Robert Liech,Security Officer,"",
6474,49458,Yrtem Kingdarli,Medical Intern,"",
6475,49458,Philipp Smith,Test Subject,"",
6476,49458,Carlos Patel,Shaft Miner,"",
6477,49458,maintenance drone (339),Cyborg,"",
6478,49458,Fyodor Yamkin,Virologist,"",
6479,49458,Fanzilia Clark,Test Subject,"",
6480,49458,CHRI-652,Cyborg,"",
6481,49458,Aphelios Tildor,Recycler,"",
6482,49458,Seymour Briggs,Test Subject,"",
6483,49458,Max Petushkov,Test Subject,"",
2617,49355,Vadim Kapustin,Security Officer,"",
2618,49355,Mark Woollard,Head of Security,"",
2619,49355,Valentine Kot,Mime,Traitor,{Traitor}
2620,49355,Daniil Pravashinskiy,Bartender,"",
2621,49355,Nathaniel Braun,Paramedic,"",
2622,49355,Issar Hess,Warden,"",
2623,49355,Drill Gnoos,Cargo Technician,Traitor,{Traitor}
2624,49355,Jeremy Lloyd,Security Officer,"",
2625,49355,Shagan Rock'Shur,Test Subject,Traitor,{Traitor}
2626,49355,Sparkle,Clown,"",
2627,49355,Carson Kimple,Cyborg,"",
2628,49355,Resident,AI,"",
2629,49355,Sigma O'Neill,Atmospheric Technician,"",
2630,49355,Aramsha Jarmack,Roboticist,"",
2631,49355,Danny Moon,Chef,"",
2632,49355,Vladislav Sokolov,Chemist,Traitor,{Traitor}
6484,49458,Alexander Newbern,Botanist,"",
6485,49458,Vichita'Hidanchi-Tichivata,Scientist,"",
6486,49458,Steven Koolen,Xenobiologist,"",
6487,49458,Dorothy Woodward,Chef,"",
6488,49458,maintenance drone (920),Cyborg,"",
6489,49458,Sam Bravo,Medical Doctor,"",
6490,49458,Petr Metelsky,Test Subject,"",
6491,49458,Jayden Wolfe,Research Assistant,"",
6492,49458,Kirill Lisenka,Test Subject,"",
6493,49458,Sigma O'Neill,Atmospheric Technician,"",
6494,49458,Issar Hess,Xenoarchaeologist,"",
6495,49458,Calvin Wilson,Internal Affairs Agent,"",
6496,49458,Tyler Waughn,Janitor,"",
6497,49458,mouse (179),Animal,"",
2633,49355,Bryan James,Chef,Traitor,{Traitor}
2634,49355,Archie Moore,Cargo Technician,"",
2635,49355,Max Woodward,Paramedic,"",
2636,49355,Liam O'Shea,Chief Engineer,"",
2637,49355,Lim Tresspadas,Geneticist,Traitor,{Traitor}
2638,49355,Sivean Doulson,Chemist,"",
2639,49355,Milosh Greenle,Botanist,"",
2640,49355,Jerry Clewett,Scientist,"",
2641,49355,Russell Hall,Cyborg,"",
2642,49355,Shady Brante,Research Assistant,"",
2643,49355,Anrie Gudba,Test Subject,"",
2644,49355,Kaela Pratt,Station Engineer,"",
2645,49355,Jay Miller,Detective,"",
2646,49355,Cassian Winton,Station Engineer,"",
2647,49355,Duke Shaffer,Botanist,"",
2648,49355,Quri Oliqoomarra,Test Subject,"",
2649,49355,Michael Silverhand,Security Officer,"",
2650,49355,Simon Lift,Atmospheric Technician,"",
2651,49355,Johnathan Armstrong,Security Officer,"",
2652,49355,Dar'zahr,Medical Doctor,"",
2653,49355,Miller,default,"",
2654,49355,Zouo Gauze,Test Subject,"",
2655,49355,Alexey Komnin,Security Officer,"",
2656,49355,Roger Davis,Geneticist,"",
2657,49355,Leon Churchill,Medical Doctor,"",
2658,49355,Bozydar Korobovich,Medical Intern,"",
2659,49355,mouse (360),Animal,"",
2660,49355,George Kropotkin,Chaplain,"",
2661,49355,Oleg Osetrov,Captain,"",
2662,49355,Trey Noton,Quartermaster,"",
2663,49355,Chichakahtakikikayahi,Technical Assistant,"",
2664,49355,mouse (893),Animal,"",
2665,49355,BGB-983,Cyborg,"",
2666,49355,Jayce Ratcliff,Security Cadet,"",
2667,49355,Dorothy Woodward,Internal Affairs Agent,"",
2668,49355,syndicate drone (887),Cyborg,"",
2669,49355,Tom Brooks,Station Engineer,"",
2670,49355,Unbelievable God,Cyborg,"",
2671,49355,Maxoun Gymovic,Psychiatrist,"",
2672,49355,syndicate drone (771),Cyborg,"",
2673,49355,Hudson Compton,Station Engineer,"",
2674,49355,Alex White,Technical Assistant,"",
2675,49355,Hans Uberman,Internal Affairs Agent,"",
2676,49355,Chichakahtakikikayahi,default,"",
2677,49355,Darren James,Security Cadet,"",
2678,49355,ANTR-716,Cyborg,"",
2679,49355,August Lord,Janitor,"",
2680,49355,Chichakahtakikikayahi,default,"",
2681,49355,Igor Korotkov,Test Subject,"",
2682,49355,Anrie Gudba,default,"",
2683,49356,Bozydar Korobovich,Paramedic,"",
2684,49356,Kshchis'san Nsia,Paramedic,"",
2685,49356,Tachihi,MODE,Vox Raider,{Vox Raider}
2686,49356,Hudson Compton,Station Engineer,"",
2687,49356,Trey Noton,Cyborg,"",
2688,49356,George Kropotkin,Chemist,"",
2689,49356,Alex White,Technical Assistant,"",
2690,49356,Aramsha Jarmack,Roboticist,"",
2691,49356,Donald Fryer,Cyborg,"",
2692,49356,Troy Orgail,Head of Personnel,"",
2693,49356,Liam O'Shea,Research Director,"",
2694,49356,Jay Miller,Detective,"",
2695,49356,Yakahyatiya,MODE,Vox Raider,{Vox Raider}
2696,49356,Tiyacha,MODE,Vox Raider,{Vox Raider}
2697,49356,Takahkihiya,MODE,Vox Raider,{Vox Raider}
2698,49356,Quri Oliqoomarra,Xenoarchaeologist,"",
2699,49356,Hikaha,MODE,Vox Raider,{Vox Raider}
2700,49356,Milichikataka,default,"",
2701,49356,Emiliano Kelly,Security Officer,"",
2702,49356,Johnson Cowacs,Security Officer,"",
2703,49356,Michael Silverhand,Warden,"",
2704,49356,Zouo Gauze,Test Subject,"",
2705,49356,JMAD-854,Cyborg,"",
2706,49357,Johnathan Reid,Chaplain,"",
2707,49357,Issar Hess,Warden,"",
2708,49357,Aramsha Jarmack,Roboticist,Traitor,{Traitor}
2709,49357,Cy Black,Quartermaster,Traitor,{Traitor}
2710,49357,Emerson Mary,Cyborg,"",
2711,49357,M.D.N.S.,AI,"",
2712,49357,Max Woodward,Paramedic,"",
2713,49357,Danny Moon,Chef,"",
2714,49357,Jerry Clewett,Research Director,"",
2715,49357,Brian Barret,Roboticist,"",
2716,49357,Zouo Gauze,Test Subject,"",
2717,49357,Johnson Cowacs,Head of Security,"",
2718,49357,Shade of Johnathan Reid,Shade,"",
2719,49357,Ra'Shima Mijsha,Paramedic,"",
2720,49357,Lech Valensa,Technical Assistant,"",
2721,49357,Arleen Morris,Detective,"",
6498,49458,maintenance drone (716),Cyborg,"",
6499,49458,mouse (601),Animal,"",
6500,49459,Grace Jackson,Chef,"",
6501,49459,Koviracaru,Station Engineer,"",
6502,49459,Grace Jackson,Chef,"",
6503,49459,Marcus Olphert,Captain,"",
6504,49459,Genadiy Tesla,Station Engineer,"",
6505,49459,maintenance drone (524),Cyborg,"",
6506,49459,Pavlo Balding,Head of Personnel,"",
6507,49459,Janel Clarke,Medical Doctor,"",
6508,49460,Isaiah Vader,Medical Doctor,"",
6509,49460,Drill Gnoos,Chemist,"",
6510,49460,Tyler Waughn,Cargo Technician,"",
6511,49460,Jung Prods,Quartermaster,"",
6512,49460,Karen,MODE,Nuclear Operative,{Nuclear Operative}
10284,49591,Jovie Estee,Medical Intern,Gangster,{Gangster}
10285,49591,Lukas Wells,Xenoarchaeologist,"",
10286,49591,Lando Cox,Security Cadet,"",
10287,49591,Anna O'Hara,Virologist,"",
10288,49591,Quri Oliqoomarra,Medical Doctor,"",
10289,49591,Elliot Leichter,Test Subject,Gangster,{Gangster}
2722,49357,Podval Vulkan,Technical Assistant,"",
2723,49358,Issar Hess,Warden,"",
2724,49358,Alan Smail,Recycler,"",
2725,49358,Sergius D. Vinbertus,Paramedic,"",
2726,49358,Alan Smail,Xenoarchaeologist,"",
2727,49358,Jose Butterfill,Chief Engineer,"",
2728,49358,Quumxuqmqoo Zixqilxuq,Medical Doctor,"",
2729,49358,Pavel Lemsky,Station Engineer,"",
2730,49360,Issar Hess,Scientist,Traitor,{Traitor}
2731,49360,Quumxuqmqoo Zixqilxuq,Chief Medical Officer,"",
2732,49360,Jose Butterfill,Chief Engineer,"",
2733,49360,Devon Black,Roboticist,"",
2734,49360,Michael Goliafof,Station Engineer,"",
2735,49360,Max Basaev,Detective,"",
2736,49360,Linton Compton,Security Officer,"",
2737,49360,INC-145,Cyborg,"",
2738,49360,Marcus Arrow,Medical Doctor,Traitor,{Traitor}
2739,49360,Curly Mens,Recycler,"",
2740,49360,Hugo Richter,Chef,"",
2741,49360,Dorothy Woodward,Captain,"",
2742,49360,Fanzilia Clark,Xenobiologist,"",
2743,49360,Joseph Dreyfus,Paramedic,"",
2744,49360,Chuck Newbell,Research Director,"",
2745,49360,Pavel Lemsky,Mime,"",
2746,49360,Liam O'Shea,Chief Engineer,"",
2747,49360,syndicate drone (457),Cyborg,"",
2748,49360,maintenance drone (675),Cyborg,"",
2749,49360,mouse (232),Animal,"",
2750,49361,Jimmi Homat,Recycler,"",
2751,49361,Quumxuqmqoo Zixqilxuq,Research Director,"",
2752,49361,Joseph Dreyfus,Botanist,"",
2753,49362,Kikiyayakayakati,MODE,Vox Raider,{Vox Raider}
2754,49362,Max Basaev,Test Subject,"",
2755,49362,Chikakatayakahititi,MODE,Vox Raider,{Vox Raider}
2756,49362,Hichachiya,MODE,Vox Raider,{Vox Raider}
2757,49362,Andrew Lennix,Security Officer,"",
2758,49362,Devon Black,Roboticist,"",
2759,49362,Jonathan Jozaf,Research Assistant,"",
2760,49362,Hatikahhakihiyati,MODE,Vox Raider,{Vox Raider}
2761,49362,Thomas Leech,Bartender,"",
2762,49362,Kiyachayachita,MODE,Vox Raider,{Vox Raider}
2763,49362,Pavel Lemsky,Detective,"",
2764,49362,Fanzilia Clark,Xenobiologist,"",
2765,49362,Curly Mens,Scientist,"",
2766,49362,Alex King,Cyborg,"",
2767,49362,M'ark M'rshan,Paramedic,"",
2768,49362,Dorothy Woodward,Recycler,"",
2769,49362,Linton Compton,Security Officer,"",
2770,49362,Liam O'Shea,Chief Medical Officer,"",
2771,49362,Henry Dolton,Shaft Miner,"",
2772,49362,Eugene Angelo,Security Officer,"",
2773,49362,Nathaniel Braun,Station Engineer,"",
2774,49362,Popeyg Khalil Ogly,Quartermaster,"",
2775,49362,Axel Benford,Station Engineer,"",
2776,49362,Alfred Cox,Medical Doctor,"",
2777,49362,Lion Remark,Chaplain,"",
2778,49362,Bozydar Korobovich,Chemist,"",
2779,49362,Emanuel Parker,Roboticist,"",
2780,49362,Hudson Compton,Station Engineer,"",
2781,49362,Maya Foxova,Librarian,"",
2782,49363,Xander Morris,Captain,"",
2783,49363,Alan Ward,Scientist,"",
2784,49363,Joseph Dreyfus,Test Subject,"",
2785,49363,Noelle Thompson,Chef,"",
2786,49364,Bozydar Korobovich,Medical Doctor,"",
2787,49364,Popeyg Khalil Ogly,Quartermaster,"",
2788,49364,A.S.M.A.S,AI,"",
2789,49364,M'ark M'rshan,Paramedic,"",
2790,49364,Andrew Lennix,Security Officer,"",
2791,49364,Curly Mens,Scientist,"",
2792,49364,Devon Black,Roboticist,Traitor,{Traitor}
2793,49364,Liam O'Shea,Research Director,"",
2794,49364,Maya Foxova,Librarian,"",
2795,49364,Syndicate Agent,Clown,"",
2796,49364,Fanzilia Clark,Xenobiologist,"",
2797,49364,Eugene Angelo,Detective,"",
2798,49364,Vladimir Nesterenko,Security Officer,"",
2799,49364,Max Basaev,Recycler,"",
2800,49364,Alex King,Cyborg,"",
10290,49591,Isaiah Vader,Test Subject,Gangster,{Gangster}
10291,49591,Denis Brodskiy,Botanist,Gangster,{Gangster}
10292,49591,Goodwin Keppel,Quartermaster,Gangster,{Gangster}
10293,49591,David Brown,Medical Doctor,"",
10294,49591,Zed Murray,Security Cadet,"",
10295,49591,Oliver Listvik,Test Subject,"",
10296,49591,Mike Miles,Chef,"",
10297,49591,Petr Metelsky,Test Subject,"",
10298,49591,John Don,Paramedic,"",
10299,49591,Ibrahim Koczinsky,Cargo Technician,"",
10300,49591,Lynn Young,Head of Security,"",
10301,49591,Ninja,default,Gangster Dealer,{Gangster Dealer}
10302,49591,Snusdealer,default,Gangster Dealer,{Gangster Dealer}
10303,49591,Graeme Briner,Station Engineer,"",
10304,49591,Natalia Koneva,Janitor,"",
10305,49591,Karen,Atmospheric Technician,"",
10306,49591,Hans Uberman,Xenobiologist,"",
10307,49591,Thomas Leech,Test Subject,"",
10308,49591,Loka Pirog,Test Subject,"",
10309,49591,Alexander Kuznetsov,Shaft Miner,"",
10310,49591,Proteon (314),Proteon,Cultist,{Cultist}
10311,49591,Harvester (125),Animal,Cultist,{Cultist}
10312,49591,Jonathan Eardanovich,Medical Doctor,"",
10313,49591,Jeremy Simpson,Chaplain,"",
10314,49591,Bob Clifford,Cargo Technician,"",
10315,49591,Nick Fox,Medical Doctor,"",
10316,49591,SAFE,default,OCD Officer,{OCD Officer}
10317,49591,Sunday,default,OCD Officer,{OCD Officer}
2801,49364,Henry Dolton,Janitor,Cultist,{Cultist}
2802,49364,Alfred Cox,Chief Medical Officer,"",
2803,49364,Jonathan Jozaf,Research Assistant,"",
2804,49364,Emanuel Parker,Roboticist,Cultist,{Cultist}
2805,49364,Ali Koster,Technical Assistant,"",
2806,49364,Jay Milne,Chaplain,"",
2807,49364,Issar Hess,Scientist,"",
2808,49364,Linton Compton,Security Officer,"",
2809,49364,Kshchis'san Nsia,Shaft Miner,"",
2810,49364,maintenance drone (112),Cyborg,"",
2811,49364,Sivean Doulson,Chemist,"",
2812,49364,Kane Thompson,Head of Personnel,"",
2813,49364,Keni Spots,Chief Engineer,"",
2814,49364,William Picard,Chef,Traitor,{Traitor}
2815,49364,Michael Goliafof,Virologist,"",
2816,49364,XAL-858,Cyborg,"",
2817,49364,Dar'zahr,Medical Doctor,"",
2818,49364,Bryan James,Chef,"",
2819,49364,Radik Kuzakin,Head of Security,"",
2820,49364,Dorothy Woodward,Botanist,"",
2821,49364,Tamsin Winton,Security Officer,"",
2822,49364,Gra'Marra Li'irrka,Atmospheric Technician,"",
2823,49364,Norman Normans,Internal Affairs Agent,"",
2824,49364,Johnathan Wood,Forensic Technician,"",
2825,49364,Roman Hawker,Test Subject,"",
2826,49364,SINA-916,Cyborg,"",
2827,49364,Son Of Bucket,Xenobiologist,"",
2828,49364,Myron Demetrios,Mime,"",
2829,49364,Silver Eyes,Station Engineer,"",
2830,49364,Lim Tresspadas,Test Subject,"",
2831,49364,Adamantine Golem (114),default,"",
10318,49591,Fenix,default,OCD Officer,{OCD Officer}
10319,49591,Isaiah Seidner,Chef,"",
10320,49591,Gordon,default,OCD Officer,{OCD Officer}
10321,49591,Fay,default,OCD Officer,{OCD Officer}
10322,49591,Harvey Schaeffer,Station Engineer,"",
10323,49591,Oldman Kirsan,Librarian,"",
10324,49591,Petr Voskoboynicow,Botanist,"",
10325,49591,Forest,default,OCD Officer,{OCD Officer}
10326,49591,Henry Bell,Test Subject,"",
16799,49779,Semyon Hatsunov,Security Officer,"",
8051,49518,Spal Carpov,Warden,"",
8052,49518,Leroy White,Security Officer,"",
8053,49518,Bondrud Summy,Roboticist,"",
8054,49518,Tyler Waughn,Cargo Technician,Traitor,{Traitor}
8055,49518,Landen Hawking,Security Officer,"",
8056,49518,Russell Lauffer,Paramedic,"",
8057,49518,Bryan James,Chaplain,"",
8058,49518,Robert Liech,Head of Personnel,"",
8059,49518,Sergey Labuda,Technical Assistant,"",
8060,49518,Roy Walker,Station Engineer,"",
8061,49518,Richard Sidner,Mime,"",
8062,49518,Karen,Research Director,Traitor,{Traitor}
8063,49518,Max Russell,Scientist,"",
2832,49365,Issar Hess,Scientist,"",
2833,49365,Popeyg Khalil Ogly,Test Subject,"",
2834,49365,Kane Thompson,Captain,"",
2835,49365,Goodwin Keppel,Head of Personnel,Changeling,{Changeling}
2836,49365,Lion Remark,Security Officer,"",
2837,49365,M'ark M'rshan,Paramedic,"",
2838,49365,Bryan James,Animal,"",
2839,49365,Dorothy Woodward,Test Subject,"",
2840,49365,Jack Parts,Test Subject,Changeling,{Changeling}
2841,49365,GrayTail,Clown,Changeling,{Changeling}
2842,49365,Liam O'Shea,Research Director,"",
2843,49365,Nikolay Gorgulov,Animal,"",
2844,49365,Norman Normans,Warden,"",
2845,49365,Kaede Klein,Xenoarchaeologist,"",
2846,49365,Jason Snyder,Test Subject,"",
2847,49365,Eugene Angelo,Detective,"",
2848,49365,Myron Demetrios,Paramedic,"",
2849,49365,Artem Richards,Bartender,Changeling,{Changeling}
2850,49365,Maya Foxova,Librarian,"",
2851,49365,Fanzilia Clark,Xenoarchaeologist,"",
2852,49365,Jack Willows,Quartermaster,"",
2853,49365,Curly Mens,Chief Medical Officer,"",
2854,49365,Tamsin Winton,Security Officer,"",
2855,49365,Silver Eyes,Test Subject,"",
2856,49365,Lores Morales,default,"",
2857,49365,mouse (285),Animal,"",
2858,49365,Yan Remi,Scientist,"",
2859,49365,unknown,default,"",
2862,49365,mouse (941),Animal,"",
8064,49518,Kaylie Pennington,Security Officer,"",
8065,49518,John Don,Security Cadet,"",
8066,49518,Jorge Bould,Cyborg,"",
6513,49460,Janel Clarke,Recycler,"",
6514,49460,Petr Metelsky,Recycler,"",
6515,49460,Steven Koolen,Chief Medical Officer,"",
6516,49460,Kefal,MODE,Nuclear Operative,{Nuclear Operative}
6517,49460,Bondrud Summy,Technical Assistant,"",
6518,49460,Calvin Wilson,Security Officer,"",
6519,49460,Teodor Zvonnickiy,Technical Assistant,"",
6520,49460,Fanzilia Clark,Paramedic,"",
6521,49460,M'ark M'rshan,Paramedic,"",
6522,49460,Fyodor Yamkin,Virologist,"",
6523,49460,Aphelios Tildor,Roboticist,"",
6524,49460,Amelia Evilstone,Xenobiologist,"",
6525,49460,Jose Butterfill,Warden,"",
6526,49460,Checkers,Clown,"",
6527,49460,Nikita Bubencov,Station Engineer,"",
6528,49460,Demian Norton,Medical Doctor,"",
6529,49460,Alaga Palens'sso,MODE,Nuclear Operative,{Nuclear Operative}
6530,49460,Ivan Huga,Mime,"",
6531,49460,Robert Liech,Head of Personnel,"",
6532,49460,Arkadiy Babushkin,Cyborg,"",
6542,49460,Evgeniy Barabulka,Station Engineer,"",
8067,49518,Thomas Leech,Botanist,Traitor,{Traitor}
2860,49365,Quri Oliqoomarra,Station Engineer,"",
2861,49365,Jonathan Jozaf,Technical Assistant,"",
2863,49365,Efim Malcev,Medical Intern,"",
2864,49365,Nathaniel Braun,Security Officer,"",
2865,49365,Lorin Ackerley,Test Subject,"",
2866,49365,Not a Fresh young man,default,"",
2867,49365,Alfred Cox,Medical Doctor,"",
2868,49365,mouse (747),Animal,"",
2869,49365,Artem Kotov,Station Engineer,"",
2870,49365,maintenance drone (649),Cyborg,"",
2871,49365,Artem Byblikov,Internal Affairs Agent,"",
2872,49365,Daniel Anderson,Janitor,"",
2873,49365,Kevin Krobarh,Test Subject,"",
2874,49365,Franklin Davis,Psychiatrist,"",
2875,49365,Oldman Kirsan,Recycler,"",
2876,49365,Tanner Anderson,Test Subject,"",
2877,49365,Cliff Osteen,Chaplain,"",
2878,49365,Pele Vikernes,Test Subject,"",
2879,49365,Seymour Briggs,Mime,"",
2880,49365,Cy Black,Cargo Technician,"",
2881,49365,Aramsha Jarmack,Roboticist,"",
2882,49365,Nuar Delatur,Research Assistant,"",
2883,49365,Myron Demetrios,Paramedic,"",
2884,49365,Linton Compton,Security Officer,"",
2885,49365,Ivan Huga,Medical Intern,"",
2886,49365,Pavel Lemsky,Test Subject,"",
2887,49365,Amelia Evilstone,Test Subject,"",
2888,49365,maintenance drone (661),Cyborg,"",
2889,49365,mouse (957),Animal,"",
2890,49365,maintenance drone (824),Cyborg,"",
2891,49365,Shade of Maya Foxova,Shade,"",
2892,49365,Georg Selinof,Virologist,"",
2893,49365,mouse (565),Animal,"",
2894,49365,mouse (12),Animal,"",
2895,49366,Samuel Alliman,Bartender,"",
2896,49366,Makskim Shomski,Xenoarchaeologist,"",
2897,49366,Edgar Wice,Station Engineer,"",
2898,49366,Juan Williis,Xenoarchaeologist,"",
2899,49366,Loreto Bunten,Botanist,"",
6533,49460,Dominick Pycroft,MODE,Nuclear Operative Leader,{Nuclear Operative Leader}
6534,49460,Myron Demetrios,Internal Affairs Agent,"",
6535,49460,Takirichi,MODE,Nuclear Operative,{Nuclear Operative}
6536,49460,Adam Sommer,MODE,Nuclear Operative,{Nuclear Operative}
6537,49460,Norman Normans,Station Engineer,"",
6538,49460,Jason Snyder,Test Subject,"",
6539,49460,Porter Blackburn,Chief Engineer,"",
6540,49460,Rafael Sunders,Medical Doctor,"",
6541,49460,Erik Callison,Cyborg,"",
6543,49460,Rex Belov,Librarian,"",
6544,49460,Hans Uberman,Scientist,"",
6545,49460,Goodwin Keppel,Xenoarchaeologist,Traitor,{Traitor}
6546,49460,Seymour Briggs,Roboticist,"",
6547,49460,Carlos Patel,Research Assistant,"",
6548,49460,Ksha Shee Thomass,Chef,"",
6549,49460,Sol,default,"",
6550,49460,John Don,Medical Intern,"",
6551,49460,Leroy White,Bartender,"",
6552,49460,Andrew Lennix,Security Officer,"",
6553,49460,Zahar Akimov,Cargo Technician,"",
6554,49460,Sangara Togo,Station Engineer,"",
6555,49460,Nikolay Gorgulov,Animal,"",
6556,49460,Garret Wee,Botanist,"",
6557,49460,Syndicate Robot-532,Cyborg,Nuclear Operative,{Nuclear Operative}
6558,49460,Max Murray,Test Subject,"",
6559,49460,Victor Raub,Janitor,"",
6560,49460,Kirill Vasanski,Detective,"",
6561,49460,Dorothy Woodward,Psychiatrist,"",
6562,49460,SINA-256,Cyborg,"",
6563,49460,Artificer (612),Artificer,Cultist,{Cultist}
6564,49460,Wraith (601),Wraith,Cultist,{Cultist}
6565,49460,podkid (386),default,"",
6566,49460,Harvester (440),Animal,Cultist,{Cultist}
6567,49460,X'qarra X'gurilin,Forensic Technician,"",
6568,49460,maintenance drone (502),Cyborg,"",
6569,49460,maintenance drone (741),Cyborg,"",
8068,49518,Kris Merdrod,Atmospheric Technician,"",
8069,49518,Adam Smail,Detective,"",
8070,49518,Wadim Wolkow,Test Subject,"",
8071,49518,Amelia Evilstone,Cargo Technician,Traitor,{Traitor}
8072,49518,Nikita Bubencov,Roboticist,"",
8073,49518,Connor Moore,Security Officer,"",
8074,49518,Merk,AI,"",
8075,49518,Jonathan Eardanovich,Medical Doctor,"",
8076,49518,Brodie McDonald,Technical Assistant,"",
8077,49518,Ivan Huga,Security Cadet,"",
8078,49518,Jose Butterfill,Internal Affairs Agent,TraitorChan,{TraitorChan}
8079,49518,Larry Barret,Bartender,"",
2900,49368,Artem Richards,Test Subject,"",
2901,49368,Tahikaeeti,Mime,"",
2902,49368,Theodore Glasgow,Security Officer,"",
2903,49368,Issar Hess,Scientist,"",
2904,49368,Cy Black,Scientist,"",
2905,49368,M'ark M'rshan,Paramedic,Cultist,{Cultist}
2906,49368,Aramsha Jarmack,Xenoarchaeologist,"",
2907,49368,Amelia Evilstone,Quartermaster,"",
2908,49368,Javier Reichard,Station Engineer,"",
2909,49368,Goodwin Keppel,Warden,"",
2910,49368,Henry Dolton,Janitor,"",
2911,49368,Aphelios Tildor,Security Officer,"",
2912,49368,Sarun MacVens,Security Officer,"",
2913,49368,Ma'ajika Shraji,Station Engineer,"",
8080,49518,Bryce Fasco,Security Officer,"",
8081,49518,Rick Shorts,Xenoarchaeologist,TraitorChan,{TraitorChan}
8082,49518,Troy Orgail,Internal Affairs Agent,"",
8083,49518,Frank Forgotten,Quartermaster,"",
