id,root_id,name,assigned_role,special_role,antag_roles
11881,49632,Oldman Kirsan,Chef,"",
11882,49632,Natalia Koneva,Cyborg,"",
11883,49632,Johnathan Armstrong,Detective,"",
18169,49810,mouse (704),Animal,"",
18170,49810,mouse (450),Animal,"",
18171,49810,JMAD-499,Cyborg,"",
18172,49810,Wanter Diem,Test Subject,"",
18173,49810,mouse (22),Animal,"",
18174,49810,Elizabeth Rubram,Forensic Technician,"",
11884,49632,Oliver Listvik,Test Subject,"",
11885,49632,Easton Dickinson,Medical Intern,"",
11886,49632,Aphelios Tildor,Warden,"",
11887,49632,Nikolas Snyder,Botanist,"",
11888,49632,Wolter Kefier,Psychiatrist,"",
11889,49632,Leroy White,Security Officer,"",
11890,49632,Zayden Fiddler,Security Officer,"",
11891,49632,HIU-377,Cyborg,"",
11892,49632,Jose Bell,Technical Assistant,"",
11893,49632,Brycen Willey,Forensic Technician,"",
11894,49632,Ianko Lavr,Mime,"",
11895,49632,Edward Brown,Chef,"",
11896,49632,maintenance drone (339),Cyborg,"",
11897,49632,"",Animal,"",
11898,49632,maintenance drone (937),Cyborg,"",
11899,49632,maintenance drone (611),Cyborg,"",
11900,49632,maintenance drone (279),Cyborg,"",
11901,49632,Massir Kassorod,Botanist,"",
11902,49632,mouse (341),Animal,"",
11903,49632,mouse (926),Animal,"",
11904,49632,John Don,Paramedic,"",
11905,49632,Emanuel Parker,Roboticist,"",
11906,49632,Skyler Cook,Cargo Technician,"",
11907,49632,Shala'Raigar Nar Raina,Station Engineer,"",
11908,49632,mouse (799),Animal,"",
11909,49632,mouse (483),Animal,"",
11910,49632,Oleg Leontyev,Medical Intern,"",
11911,49632,mouse (911),Animal,"",
11912,49632,mouse (887),Animal,"",
11913,49632,Pablo Wentzel,Test Subject,"",
11914,49632,mouse (707),Animal,"",
11915,49632,mouse (9),Animal,"",
11916,49632,mouse (584),Animal,"",
11917,49632,mouse (281),Animal,"",
11918,49632,mouse (723),Animal,"",
11919,49632,Rayner Holmes,Medical Intern,"",
11920,49632,mouse (510),Animal,"",
11921,49632,mouse (716),Animal,"",
11922,49632,mouse (807),Animal,"",
11923,49632,mouse (23),Animal,"",
11924,49632,mouse (897),Animal,"",
11925,49632,mouse (267),Animal,Traitor,{Traitor}
11926,49632,Johnathan Armstrong,default,"",
11927,49632,Shala'Raigar Nar Raina,default,"",
11928,49632,Russell Lauffer,default,"",
11929,49632,Andrey White,default,"",
11930,49632,Egor Machilov,default,"",
11931,49632,Michael Goliafof,default,"",
11932,49632,Keegan Hunt,default,"",
11933,49632,Easton Dickinson,default,"",
11934,49632,Emanuel Parker,default,"",
11935,49632,Wolter Kefier,default,"",
11936,49632,Skyler Cook,default,"",
11937,49632,Eric Isaman,default,"",
11938,49632,Jed Paynter,Medical Doctor,"",
11939,49632,podkid (585),"","",
11940,49632,mouse (838),Animal,"",
11941,49632,Bryan James,Cargo Technician,"",
11942,49632,mouse (86),Animal,"",
11943,49632,mouse (678),Animal,"",
11944,49632,Yan Remi,Chemist,"",
11945,49632,mouse (546),Animal,"",
11946,49632,Johnny Blade,Test Subject,"",
11947,49632,mouse (20),Animal,"",
11948,49632,mouse (235),Animal,"",
11949,49632,Russell Lauffer,default,"",
11950,49632,Andrey White,default,"",
11951,49632,Brodie McDonald,default,"",
11952,49632,Artem Byblikov,default,"",
11953,49632,Wolter Kefier,default,"",
11954,49632,Marks Jones,default,"",
11955,49632,Eric Isaman,default,"",
11956,49632,Johnathan Armstrong,default,"",
11957,49632,Massir Kassorod,default,"",
11958,49632,Danny Moon,default,"",
11959,49632,Egor Machilov,default,"",
11960,49632,Ivan Huga,default,"",
11961,49632,maintenance drone (316),Cyborg,"",
11962,49632,mouse (869),Animal,"",
11963,49632,mouse (101),Animal,"",
11964,49632,Yamamoto Musashi,Shaft Miner,"",
11965,49632,Marcus Frei,Barber,"",
11966,49632,mouse (631),Animal,"",
11967,49632,mouse (166),Animal,"",
11968,49632,mouse (707),Animal,"",
11969,49632,Matthew Parsons,Geneticist,"",
11970,49632,mouse (933),Animal,"",
11971,49632,mouse (637),Animal,"",
11972,49632,mouse (597),Animal,"",
18175,49810,Alex Fiddler,Janitor,"",
18176,49810,Aniyah Buttersworth,default,"",
18177,49810,Rami Goverman,Chef,"",
18178,49810,Hailey Ivanov,Virologist,"",
18179,49810,Rose Willow,Security Officer,"",
18180,49810,maintenance drone (677),Cyborg,"",
18181,49810,Lynn Young,Test Subject,"",
18182,49810,mouse (163),Animal,"",
18183,49811,Ian Clarke,Medical Doctor,Traitor,{Traitor}
18184,49811,Brittany Ray,Scientist,"",
18185,49811,Ella Loves,Station Engineer,"",
18186,49811,Max Russell,Shaft Miner,"",
18187,49811,Artemida Byblikova,Head of Personnel,"",
18188,49811,Werner Von Schmidt,Medical Intern,"",
18189,49811,Alfred Etter,Chef,"",
18190,49811,Ziggy Yoyo,Clown,"",
11973,49633,Colton Moore,Xenoarchaeologist,"",
11974,49633,Kenneth Harrow,Xenobiologist,Traitor,{Traitor}
11975,49633,Andrey Perov,Security Cadet,"",
11976,49633,Nick Lafortune,Chemist,"",
11977,49633,Oni,Forensic Technician,"",
11978,49633,Otto Schulz,Head of Personnel,"",
11979,49633,Tanner Anderson,Shaft Miner,"",
11980,49633,Tamsin Winton,Chemist,"",
11981,49633,Honkerbelle,Clown,"",
11982,49633,Rowan Faust,Shaft Miner,"",
18191,49811,Dar'zahr,Technical Assistant,"",
18192,49811,Devin Johnson,Test Subject,"",
18193,49811,HIU-218,Cyborg,"",
18194,49811,William Williamson,Test Subject,"",
18195,49811,Bruce Kanaga,Test Subject,"",
18196,49811,Joseph Dreyfus,Chief Medical Officer,"",
18197,49811,maintenance drone (501),Cyborg,"",
18198,49811,Alex King,Security Officer,"",
18199,49811,Porter Blackburn,Test Subject,"",
18200,49811,Neya Brey,Chef,"",
11983,49633,Oliver Listvik,Test Subject,"",
11984,49633,Ulric Parker,Medical Doctor,"",
11985,49633,Michael Langston,Shaft Miner,"",
11986,49633,Marcus Arrow,Paramedic,"",
11987,49633,Angelina Pavlina,Bartender,"",
11988,49633,Ikitatikichi,Test Subject,"",
11989,49633,Matthew Parsons,Detective,"",
11990,49633,Kurt Inquart,Cargo Technician,"",
11991,49633,Westerose Krieg,Atmospheric Technician,"",
11992,49633,Karrl Zarazof,Quartermaster,"",
11993,49633,Loreto Bunten,Mime,"",
11994,49633,Leo Dimeling,Test Subject,"",
11995,49633,Seassant-An Nueve,Station Engineer,"",
11996,49633,John Gardner,Medical Doctor,"",
11997,49633,Nicole Valencia,Janitor,"",
11998,49633,Billy Jean,Barber,"",
11999,49634,Ruben Foster,Cyborg,"",
12000,49634,maintenance drone (809),Cyborg,"",
12001,49634,Kale Gibson,Test Subject,"",
12002,49634,Brycen Willey,Captain,"",
12003,49634,Alexander Sokolov,Head of Security,"",
12004,49634,Osborn Richards,Chief Engineer,"",
12005,49634,Roger Coates,Research Director,"",
12006,49634,maintenance drone (606),Cyborg,"",
12007,49636,Vincent Rahl,Cyborg,"",
12008,49636,Matthew Parsons,Detective,"",
12009,49636,Edwin Teagarden,Scientist,"",
12010,49636,Magus,MODE,Wizard,{Wizard}
12011,49636,Ulric Parker,Station Engineer,"",
12012,49636,Marcus Arrow,Medical Doctor,"",
12013,49636,Destra Shakit'ta,Roboticist,"",
12014,49636,John Gardner,Recycler,"",
12015,49636,Max Russell,Scientist,"",
12016,49636,Westerose Krieg,Atmospheric Technician,"",
12017,49636,Nicole Valencia,Janitor,"",
12018,49636,Karrl Zarazof,Quartermaster,"",
12019,49636,Kurt Inquart,Cargo Technician,"",
12020,49636,Kenneth Harrow,Xenobiologist,"",
12021,49636,Shi'shi De She,Security Officer,"",
12022,49636,Abdul Ali Rahman,Bartender,Traitor,{Traitor}
12023,49636,Mr Jopin,Clown,"",
12024,49636,Kate Sidney,Paramedic,"",
12025,49636,Billy Jean,Shaft Miner,"",
12026,49636,Quuuazao Zui'vixeaq,Cargo Technician,"",
12027,49636,Alexander Kuznetsov,Shaft Miner,"",
12028,49636,Loreto Bunten,Xenobiologist,"",
12029,49636,Romayne Aultman,Shaft Miner,"",
12030,49636,Marvin Green,Forensic Technician,"",
12031,49636,Michael Goliafof,Roboticist,Traitor,{Traitor}
12032,49636,Adam Roy,Security Officer,"",
12033,49636,Cristian Blyant,Chaplain,"",
12034,49636,Andrey Perov,Security Cadet,"",
12035,49636,Kale Gibson,Head of Personnel,"",
12036,49636,Levi Willey,Recycler,"",
12037,49636,Evan Hong,Barber,"",
12038,49636,Franc Lafyer,Test Subject,"",
12039,49636,Alex Mortal,Virologist,"",
12040,49636,Ghrash Sharan,slime,"",
12041,49636,MRPR-220,Cyborg,"",
12042,49636,Ruben Foster,Geneticist,"",
12043,49636,Russell Lauffer,Captain,"",
12044,49638,Artem Kotov,Mime,"",
12045,49638,Nick Fox,Chef,"",
12046,49638,Issar Hess,Scientist,"",
12047,49638,Zed Murray,Security Officer,"",
12048,49638,Marty Briggs,Medical Doctor,"",
12049,49638,Richard Reed,Security Officer,"",
12050,49638,Leroy White,Paramedic,"",
12051,49638,M'ark M'rshan,MODE,Nuclear Operative,{Nuclear Operative}
12052,49638,Sergey Labuda,Quartermaster,"",
12053,49638,Dirty Honker,Clown,"",
12054,49638,Petr Metelsky,Technical Assistant,"",
12055,49638,Troy Orgail,Research Assistant,"",
18201,49811,Elizabeth Rubram,Detective,"",
18202,49811,Sigma O'Neill,Research Director,"",
18203,49811,Jir'rim Rajrramr,Technical Assistant,"",
18204,49811,Ty Caldwell,Quartermaster,"",
18205,49811,Hass Greechko,Bartender,"",
18206,49811,Friedrich Von Klyains,Captain,"",
18207,49811,Tyler Dean,Test Subject,"",
18208,49811,syndicate drone (920),Cyborg,"",
18209,49811,Keziah Elderson,Chief Medical Officer,"",
18210,49811,Tristan Garratt,Test Subject,"",
18211,49812,Richard Reed,Head of Personnel,Abducted,{Abducted}
18212,49812,Dominick Addison,Medical Doctor,"",
18213,49812,Petr Metelsky,Technical Assistant,"",
18214,49812,Rafael Sunders,Test Subject,"",
18215,49812,Georg Selinof,Roboticist,"",
18216,49812,Albina Steinau,Chief Medical Officer,"",
18217,49812,Collin Pearsall,Recycler,"",
18218,49812,Shivi Soha'ru,Shaft Miner,"",
18219,49812,Mothership Kappa Agent,MODE,Abductor Agent,{Abductor Agent}
18220,49812,Larry Barret,Cyborg,"",
18221,49812,Isaac Carmichael,Medical Doctor,"",
18222,49812,Noy Haifrai,Janitor,Abducted,{Abducted}
18223,49812,Nikita Bubencov,Security Officer,"",
18224,49812,Marco Hynes,Bartender,"",
18225,49812,Alex Mochacha,Recycler,"",
18226,49812,Keegan Hunt,Cyborg,"",
18227,49812,Karen,Test Subject,"",
18228,49812,Marcus Frei,Chemist,Traitor,{Traitor}
18229,49812,Salvador Leach,Roboticist,"",
18230,49812,Mothership Iota Scientist,MODE,Abductor Scientist,{Abductor Scientist}
18231,49812,Mothership Kappa Scientist,MODE,Abductor Scientist,{Abductor Scientist}
18232,49812,Leonid Smolniyy,Botanist,"",
18233,49812,Myron Demetrios,Captain,"",
18234,49812,Mothership Iota Agent,MODE,Abductor Agent,{Abductor Agent}
18235,49812,Quiwz'xu Qox,Medical Doctor,Abducted,"{Traitor,Abducted}"
18236,49812,Jonathan Moore,Botanist,"",
18237,49812,Melvyn Kuznetsov,Cyborg,"",
18238,49812,Giovanni Clewett,Security Officer,"",
18239,49812,Brodie McDonald,Shaft Miner,"",
18240,49812,Derreck Milne,Quartermaster,"",
18241,49812,Morgan Prescott,Technical Assistant,"",
18242,49812,HK-OI,Medical Doctor,"",
18243,49812,Morgan Lauffer,Shaft Miner,"",
18244,49812,Dorothy Curry,Technical Assistant,"",
18245,49812,Adam Ward,Medical Intern,Abducted,{Abducted}
18246,49812,mouse (563),Animal,"",
18247,49812,Hexo,default,"",
18248,49812,Archie Moore,Head of Security,"",
18249,49812,Robert Liech,Station Engineer,"",
18250,49812,Shisshve Ashita,Security Officer,"",
12056,49638,Robert Boyd,Station Engineer,"",
12057,49638,Dominick Addison,Scientist,"",
12058,49638,Johnathan Armstrong,Paramedic,"",
12059,49638,Jimmy Enderly,Medical Intern,"",
12060,49638,Henry Dolton,Janitor,"",
12061,49638,Bryan James,Chaplain,"",
12062,49638,Archie Moore,Forensic Technician,"",
12063,49638,Danny Moon,MODE,Nuclear Operative,{Nuclear Operative}
12064,49638,Thomas Leech,MODE,Nuclear Operative,{Nuclear Operative}
12065,49638,Wolter Kefier,Psychiatrist,"",
12066,49638,Rudolf Wolf,Roboticist,"",
12067,49638,Windows Braun,Medical Intern,"",
12068,49638,Artur Hanma,Security Officer,"",
12069,49638,Edward Brown,Chef,"",
12070,49638,Tik-Tok,AI,"",
12071,49638,Nikolay Gorgulov,Medical Doctor,"",
12072,49638,Ivan Huga,MODE,Nuclear Operative Leader,{Nuclear Operative Leader}
12073,49638,Sebastian Pivovarov,Captain,"",
12074,49638,Brodie McDonald,Security Cadet,"",
12075,49638,Isaiah Vader,Chief Medical Officer,"",
12076,49638,Howl Of The Winds,Station Engineer,"",
12077,49638,Alex Belov,Shaft Miner,"",
12078,49638,Rick Shorts,Roboticist,"",
12079,49638,Artem Byblikov,MODE,Nuclear Operative,{Nuclear Operative}
12080,49638,Cassian Winton,Medical Doctor,"",
12081,49638,Milosh Greenle,MODE,Nuclear Operative,{Nuclear Operative}
12082,49638,Daniel Dumile,Security Officer,"",
12083,49638,Ma'ajika Shraji,Station Engineer,"",
12084,49638,Yamamoto Musashi,Shaft Miner,"",
12085,49638,Ray Wardle,Atmospheric Technician,"",
12086,49638,Kaylie Pennington,Technical Assistant,"",
12087,49638,Marco Hynes,Bartender,"",
12088,49638,John Don,Medical Doctor,"",
12089,49638,Brycen Willey,Security Officer,"",
12090,49638,Yan Remi,Station Engineer,"",
12091,49638,Arturo Mason,Recycler,"",
12092,49638,Easton Dickinson,Medical Intern,"",
12093,49638,Irvine White,Station Engineer,"",
12094,49638,Nikolai Naumov,Test Subject,"",
12095,49638,Tamsin Winton,Technical Assistant,"",
12096,49638,Johnny Blade,Librarian,"",
12097,49638,Hans Nit,Test Subject,"",
12098,49638,Tom Kazansky,Cargo Technician,"",
12099,49638,Jose Butterfill,Head of Personnel,"",
12100,49638,Ianko Lavr,Xenoarchaeologist,"",
12101,49638,Nick King,Cargo Technician,"",
12102,49638,Mei Kiryuin,Detective,"",
12106,49638,Ian,"","",
18251,49812,John Phelps,Detective,"",
18252,49812,Artem Kotov,Scientist,"",
18253,49812,Johnathan Armstrong,Station Engineer,"",
18254,49812,Johnny Blade,Paramedic,"",
18255,49812,Luke Roadman,Test Subject,"",
18256,49812,Antony Hoy,Station Engineer,Abducted,{Abducted}
18257,49812,CHRI-114,Cyborg,"",
18258,49812,maintenance drone (714),Cyborg,"",
18259,49812,Egor Rodriges,Psychiatrist,"",
18260,49812,Muslim,Clown,"",
18261,49812,Dominick Pycroft,Test Subject,"",
18262,49812,Ruslan Orudjov,Mime,Abducted,{Abducted}
18263,49812,Jose Butterfill,Paramedic,"",
18264,49812,Artemida Byblikova,Chief Engineer,Abducted,{Abducted}
18265,49812,Morgan Prevatt,Medical Intern,"",
18266,49812,Buddy Begbie Jr.,Test Subject,Abducted,{Abducted}
18267,49812,Justin Pokrovsky,Scientist,Abducted,{Abducted}
18268,49812,Leon Churchill,Xenoarchaeologist,"",
18269,49812,Aphelios Tildor,Station Engineer,"",
18270,49812,Arthur Garland,Security Cadet,"",
18271,49812,Jhin Handa,Test Subject,Abducted,{Abducted}
18272,49812,mouse (833),Animal,"",
18273,49812,Bruh Hutton,Medical Intern,"",
18274,49812,Sem Liryks,Chef,"",
18275,49812,Tom Kazansky,Cargo Technician,Abducted,{Abducted}
18276,49812,Jon Ers,Research Director,"",
18277,49812,Seamon Light,Test Subject,"",
18278,49812,Li'quxpixli Lenienq'wik,Station Engineer,"",
18279,49812,Zayden Fiddler,Warden,"",
18280,49812,mouse (623),Animal,"",
18281,49812,maintenance drone (611),Cyborg,"",
18282,49812,Simon Joyce,Security Cadet,"",
18283,49812,Danny Roby,Security Officer,"",
18284,49812,Curly Mens,Test Subject,"",
18285,49812,Illia Bronson,Botanist,"",
18286,49812,Ched Mark,Research Assistant,"",
18287,49812,Edward Brown,Cargo Technician,"",
18288,49813,Rose Willow,Security Officer,"",
18289,49813,Chloe Price,Barber,"",
18290,49813,Dante Virt,Warden,"",
18291,49813,Katihaka,MODE,Vox Raider,{Vox Raider}
18292,49813,Christopher Jean,Scientist,"",
18293,49813,Chayahihi,MODE,Vox Raider,{Vox Raider}
18294,49813,Yayachikichahahicha,MODE,Vox Raider,{Vox Raider}
18295,49813,Freddie Reed,Test Subject,"",
21715,49914,Gatatikikichakiya,Atmospheric Technician,"",
12103,49638,Buddy Begbie Jr.,Test Subject,"",
12104,49638,Andrey Perov,Security Cadet,"",
12105,49638,Syndicate Robot-439,MODE,Nuclear Operative,{Nuclear Operative}
12107,49638,Zikkykikati,Shaft Miner,"",
12108,49638,Kurt Inquart,Internal Affairs Agent,"",
12109,49638,mouse (946),Animal,"",
12110,49638,ANIKI,MODE,Emergency Responder,{Emergency Responder}
12111,49638,DOOM,MODE,Emergency Responder,{Emergency Responder}
12112,49638,Bishop,MODE,Emergency Responder,{Emergency Responder}
12113,49638,Falcon,MODE,Emergency Responder,{Emergency Responder}
12114,49638,Frank,MODE,Emergency Responder,{Emergency Responder}
12115,49638,Andy Whiteman,Warden,"",
12116,49638,Nathaniel Hall,Chaplain,"",
18296,49813,Kakachihikakaya,MODE,Vox Raider,{Vox Raider}
18297,49813,Kenneth Harrow,Scientist,"",
18298,49813,Mr.Honky,Clown,"",
18299,49813,Michail Urievich,Bartender,"",
18300,49813,Alpha 7,AI,"",
18301,49813,Semyon Hatsunov,Security Officer,"",
18302,49813,Anna Smith,Research Director,"",
18303,49813,Kahhikayatakakahchaha,MODE,Vox Raider,{Vox Raider}
18304,49813,Pakon Rethur,Station Engineer,"",
18305,49813,Gelon Torn,Roboticist,"",
18306,49813,Liam O'Shea,Chief Engineer,"",
18307,49813,Zed Murray,Security Officer,"",
18308,49813,CDB-171,Cyborg,"",
18309,49813,mouse (534),Animal,"",
18310,49813,Amelia Llora,Recycler,"",
18311,49813,Igor Collins,Technical Assistant,"",
18312,49813,Michael Langston,Station Engineer,"",
18313,49813,Wanter Diem,Security Cadet,"",
18314,49813,Loreto Bunten,Shaft Miner,"",
18315,49813,Loper Trofy,Station Engineer,"",
18316,49813,Oni,Detective,"",
18317,49813,Elizabeth Rubram,Forensic Technician,"",
18318,49813,mouse (949),Animal,"",
18319,49814,Jean-Paul Michelin,Botanist,"",
18320,49814,Derrick Draudy,Security Officer,"",
18321,49814,Tye Holmes,Test Subject,"",
18322,49814,Tom Kazansky,Cargo Technician,"",
18323,49814,Avtandil Sirikanovich,Chef,"",
18324,49814,Janel Stahl,Cyborg,"",
18325,49814,Artemida Byblikova,Scientist,"",
18326,49814,Petr Metelsky,Technical Assistant,"",
18327,49814,Balbesus,Clown,Traitor,{Traitor}
18328,49814,Curly Mens,Security Officer,"",
18329,49814,Jon Ers,Research Director,"",
18330,49814,Ivan Dzasohov,Shaft Miner,"",
18331,49814,Illia Bronson,Roboticist,Traitor,{Traitor}
18332,49814,Marty Briggs,Chaplain,"",
18333,49814,Shagan Rock'Shur,Test Subject,"",
18334,49814,Neya Brey,Medical Doctor,"",
18335,49814,Seamon Light,Shaft Miner,"",
18336,49814,Dominick Addison,Chief Medical Officer,"",
18337,49814,Nikita Bubencov,Warden,"",
18338,49814,Archie Moore,Head of Security,"",
18339,49814,Isaac Carmichael,Librarian,"",
18340,49814,Arthur Garland,Bartender,"",
18341,49814,Buddy Begbie Jr.,Test Subject,"",
18342,49814,Alex Mochacha,Recycler,"",
18343,49814,Derreck Milne,Quartermaster,"",
18344,49814,Salvador Leach,Head of Personnel,"",
18345,49814,Ma'ajika Shraji,Detective,"",
18346,49814,Jose Butterfill,Paramedic,"",
18347,49814,Edward Brown,Cargo Technician,"",
18348,49814,Dominick Pycroft,Chef,"",
18349,49814,Noberius,AI,Malf AI,{Malf AI}
18350,49814,Schmartz Secret,Chemist,"",
18351,49814,Larry Barret,Cyborg,"",
18352,49814,Ched Mark,Botanist,"",
18353,49814,Quiwz'xu Qox,Medical Doctor,"",
18354,49814,Aaden Pratt,Medical Intern,"",
18355,49814,Danny Roby,Mime,"",
18356,49814,John Phelps,Security Officer,"",
18357,49814,Danny Rosensteel,Security Cadet,"",
18358,49814,Ra'darri Dor'khan,Paramedic,Traitor,{Traitor}
18359,49814,Johnny Blade,Security Officer,"",
18360,49814,Sawyer Stewart,Scientist,"",
18361,49814,Albina Steinau,Security Officer,"",
18362,49814,Georg Selinof,Forensic Technician,"",
18363,49814,Robert Liech,Security Cadet,"",
18364,49814,Kshchis'sar Nsia,Shaft Miner,"",
18365,49814,maintenance drone (263),Cyborg,"",
18366,49814,Donald Ehret,Chief Engineer,"",
18367,49814,Morgan Prevatt,Medical Intern,"",
18368,49814,Alisa Don,Psychiatrist,"",
18369,49814,Morgan Prescott,Technical Assistant,"",
18370,49814,HOG-637,Cyborg,"",
18371,49814,Shao Oshiil,Test Subject,"",
18372,49814,Morgan Lauffer,Recycler,"",
18373,49814,Natalia Koneva,Station Engineer,"",
18374,49814,Yan Remi,Medical Doctor,"",
18375,49814,Antony Hoy,Station Engineer,"",
18376,49814,Tamsin Winton,Medical Doctor,"",
18377,49814,Aurelianus Aquilimus,Test Subject,"",
18378,49814,Luxivul Zuquvial,Animal,"",
18379,49814,Tel Zaker,Test Subject,"",
18380,49814,Magomed Chechetkov,Station Engineer,"",
18381,49814,Irvine White,Station Engineer,"",
18382,49814,Kid Creole,Test Subject,"",
18383,49814,Primary 3114,Animal,Cortical Borer,{Cortical Borer}
18384,49814,Johnathan Armstrong,Roboticist,"",
18385,49814,Kirill Vasanski,Station Engineer,"",
18386,49814,Franc Lafyer,Internal Affairs Agent,"",
18387,49814,maintenance drone (913),Cyborg,"",
18388,49814,Brodie McDonald,Technical Assistant,"",
18389,49814,Artyom Aden,Test Subject,"",
18390,49814,Rodger Osterwise,Test Subject,"",
18391,49814,Keegan Hunt,Captain,"",
18392,49814,Schmartz Secret,Janitor,"",
18393,49814,maintenance drone (397),Cyborg,"",
18394,49814,maintenance drone (715),Cyborg,"",
12117,49640,Morgan Prevatt,Bartender,"",
12118,49640,Zed Murray,Security Officer,"",
12119,49640,Tom Kazansky,Cargo Technician,"",
12120,49640,Marty Briggs,Security Officer,"",
12121,49640,Nick King,Quartermaster,"",
12122,49640,Lion Remark,Security Cadet,"",
12123,49640,Frans Kober,Detective,"",
12124,49640,Walter White,Chemist,"",
12125,49640,Archie Moore,Forensic Technician,Changeling,{Changeling}
12126,49640,Nat Huey,Test Subject,"",
12127,49640,Windows Braun,Janitor,"",
12128,49640,Thomas Leech,Librarian,"",
12129,49640,Alex Belov,Shaft Miner,"",
12130,49640,Buddy Begbie Jr.,Test Subject,"",
12131,49640,Howl Of The Winds,Station Engineer,"",
12132,49640,Andy Whiteman,Mime,"",
12133,49640,Artur Hanma,Security Officer,"",
12134,49640,Calvin Wilson,Head of Personnel,Changeling,{Changeling}
12135,49640,K'Rakirr Jirkshah,Recycler,"",
12136,49640,Ivan Huga,Technical Assistant,Changeling,{Changeling}
12137,49640,Whiff Of Spring Wind,Roboticist,"",
12138,49640,Nathaniel Hall,Chaplain,"",
12139,49640,Richard Reed,Security Officer,"",
12140,49640,Ray Wardle,Atmospheric Technician,"",
12141,49640,Paravoz,Clown,"",
12142,49640,Dominick Pycroft,Test Subject,"",
12143,49640,Jose Butterfill,Security Officer,"",
12144,49640,Neon Genesis AI,AI,"",
12145,49640,Leroy White,Paramedic,"",
12146,49640,Brodie McDonald,Security Cadet,"",
12147,49640,Artem Kotov,Cyborg,"",
12148,49640,Takirichi,Paramedic,"",
12149,49640,Zikkykikati,Shaft Miner,"",
12150,49640,Dominick Addison,Geneticist,"",
12151,49640,Jin Relo,Security Cadet,"",
12152,49640,Rick Shorts,Roboticist,"",
12153,49640,Troy Orgail,Internal Affairs Agent,Changeling,{Changeling}
12154,49640,Popeyg Khalil Ogly,Chef,"",
12155,49640,Wolter Kefier,Psychiatrist,Changeling,{Changeling}
12156,49640,Kurt Inquart,Internal Affairs Agent,"",
12157,49640,Yamamoto Musashi,Shaft Miner,"",
12158,49640,Bailey Patel,Station Engineer,Changeling,{Changeling}
12159,49640,Danny Moon,Geneticist,Changeling,{Changeling}
12160,49640,Mei Kiryuin,Station Engineer,"",
12161,49640,Lynn Young,Head of Security,"",
12162,49640,Brycen Willey,Warden,"",
12163,49640,M'ark M'rshan,Scientist,"",
12164,49640,Irvine White,Station Engineer,"",
12165,49640,John Don,Chief Medical Officer,"",
12166,49640,Easton Dickinson,Medical Intern,"",
12167,49640,Johnathan Armstrong,Medical Doctor,"",
12168,49640,Ma'ajika Shraji,Test Subject,"",
12169,49640,Johnny Blade,Test Subject,"",
12170,49640,William Waldron,Medical Intern,"",
12171,49640,Tamsin Winton,Medical Doctor,"",
12172,49640,Ra'Shima Mijsha,Scientist,"",
12173,49640,Ink,default,"",
12174,49640,Petr Metelsky,Technical Assistant,"",
12175,49640,Sophia Siouxie,Test Subject,"",
12176,49640,Yan Remi,Station Engineer,"",
12177,49640,Karrl Zarazof,Medical Intern,"",
12178,49640,Robert Liech,Technical Assistant,"",
12179,49640,Jack Reid,Recycler,"",
12180,49640,Henry Dolton,Cargo Technician,"",
12181,49640,John Anderson,Chef,"",
12182,49640,Quri Oliqoomarra,Medical Doctor,"",
12183,49640,Kshchis'sar Nsia,Scientist,"",
12184,49640,Dar'zahr,Test Subject,"",
12185,49640,Lukas Wells,Xenoarchaeologist,"",
12186,49640,mouse (642),Animal,"",
12187,49640,MIW-857,Cyborg,"",
12188,49640,maintenance drone (624),Cyborg,"",
12189,49640,Ian,"","",
12190,49640,Hasitihika,Botanist,"",
12191,49640,mouse (682),Animal,"",
12192,49640,To'om Mo'een,Station Engineer,"",
12193,49640,X'qarra X'gurilin,Botanist,"",
12194,49640,maintenance drone (570),Cyborg,"",
12195,49640,War'quar Q'waarq,default,"",
12196,49640,Artem Byblikov,Xenobiologist,"",
12197,49640,podkid (874),default,"",
12198,49640,podkid (626),default,"",
12199,49640,Nick Fox,Test Subject,"",
12200,49640,maintenance drone (702),Cyborg,"",
12201,49640,Anna O'Hara,Virologist,"",
12202,49640,Elizabeth Rubram,Medical Doctor,"",
12203,49640,Zayden Fiddler,Test Subject,"",
12204,49640,podkid (181),default,"",
12205,49640,Bruce Green,Test Subject,"",
12206,49640,Нех,MODE,Emergency Responder,{Emergency Responder}
12207,49640,Vodka,MODE,Emergency Responder,{Emergency Responder}
12208,49640,Fenix,MODE,Emergency Responder,{Emergency Responder}
12209,49640,Dextra,MODE,Emergency Responder,{Emergency Responder}
12210,49640,Phi,MODE,Emergency Responder,{Emergency Responder}
12211,49640,Fin MacDucke,Captain,"",
12212,49640,Morgan Lauffer,Test Subject,"",
12213,49640,Jovie Estee,Barber,"",
12214,49640,maintenance drone (410),Cyborg,"",
12215,49640,mouse (164),Animal,"",
12216,49640,Hans Nit,Test Subject,"",
12217,49640,unknown,default,"",
18395,49814,mouse (882),Animal,"",
18396,49814,Redrich Swarner,Security Cadet,"",
18397,49814,mouse (528),Animal,"",
18398,49814,Secondary 3587,Animal,Cortical Borer,{Cortical Borer}
18399,49814,mouse (92),Animal,"",
18400,49814,Ben Whuite,Atmospheric Technician,"",
18401,49814,mouse (639),Animal,"",
12218,49642,alien drone (774),Alien,Drone,{Xenomorph}
12219,49642,Nick Fox,Chef,"",
12220,49642,Lion Remark,Security Cadet,"",
