owner_id,id,name,role_name,is_roundstart_role,type,victory,faction_name,mind_name,mind_ckey
25,115,Thrall,Thrall,0,/datum/role/thrall,1,Shadowlings,Popeyg Khalil Ogly,fortunateson
25,116,Thrall,Thrall,0,/datum/role/thrall,1,Shadowlings,Jack Parts,kots222
25,117,Thrall,Thrall,0,/datum/role/thrall,1,Shadowlings,Bonker,kraken35436
25,118,Thrall,Thrall,0,/datum/role/thrall,1,Shadowlings,Archie Moore,silvershake
27,119,Blob Overmind,Blob Overmind,0,/datum/role/blob_overmind,1,Blob Conglomerate,Blob Overmind (389),amorphis78
28,120,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (632),foxiq
29,121,Changeling,Changeling,1,/datum/role/changeling,0,Changeling Hivemind,Ashrrad Shashd,pavelster2
29,122,Changeling,Changeling,1,/datum/role/changeling,0,Changeling Hivemind,Dinky Doodle,stepansamp228pos
29,123,Changeling,Changeling,1,/datum/role/changeling,0,Changeling Hivemind,Otto Schulz,hans32
31,124,Agent,Abductor Agent,1,/datum/role/abductor/agent,1,Abductor Team,Mothership Rho Agent,phantom67890
31,125,Scientist,Abductor Scientist,1,/datum/role/abductor/scientist,1,Abductor Team,Mothership Rho Scientist,speraax
32,126,Agent,Abductor Agent,1,/datum/role/abductor/agent,1,Abductor Team,Mothership Xi Agent,heaptem
32,127,Scientist,Abductor Scientist,1,/datum/role/abductor/scientist,1,Abductor Team,Mothership Xi Scientist,marlestr
33,128,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,Anna Smith,lazarevvladimir
33,129,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,Nikolay Gorgulov,psewdoplot
34,130,Cortical Borer,Cortical Borer,0,/datum/role/borer,1,Borer Hivemind,Primary 8456,darkfurrsss
34,131,Cortical Borer,Cortical Borer,0,/datum/role/borer,1,Borer Hivemind,Secondary 8540,psewdoplot
34,132,Cortical Borer,Cortical Borer,0,/datum/role/borer,0,Borer Hivemind,Tertiary 1447,foxtm117
34,133,Cortical Borer,Cortical Borer,0,/datum/role/borer,0,Borer Hivemind,Tertiary 3985,tryxah
34,134,Cortical Borer,Cortical Borer,0,/datum/role/borer,0,Borer Hivemind,Tertiary 5200,mmdi
