owner_id,id,name,role_name,is_roundstart_role,type,victory,faction_name,mind_name,mind_ckey
285,1159,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Georg Selinof,dojoan
285,1160,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Fanzilia Clark,fah3ujib
285,1161,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Collin Pearsall,serloret
285,1162,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Jadon Simpson,mryaroslav
315,1282,Blob Cerebrate,Blob Cerebrate,0,/datum/role/blob_overmind/cerebrate,1,Blob Conglomerate,Blob Overmind (341),galuluta
316,1283,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,Jose Butterfill,peperspray
317,1284,Cortical Borer,Cortical Borer,0,/datum/role/borer,0,Borer Hivemind,Primary 3974,jacobmadson
872,3459,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (756),hexo4yxa
872,3460,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Artificer (108),kyky3782
872,3461,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Juggernaut (461),mrbav
872,3462,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (490),wopacpyckon
872,3463,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (502),t1metocarry
318,1285,Vox Raider,Vox Raider,1,/datum/role/vox_raider,1,Vox Shoal,Titaya,weedmoon
318,1286,Vox Raider,Vox Raider,1,/datum/role/vox_raider,1,Vox Shoal,Kahikayayatikahkah,platondegeneratov
872,3464,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Wraith (380),denisenko
872,3465,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Artificer (419),bibr
872,3466,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Alisa Don,deyneristarg
150,616,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Kirill Vasanski,vorzan
150,617,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Hans Uberman,vkjkfn
150,618,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,John Don,hexo4yxa
150,619,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,YA ZNAYU KOD OT BOMBI,fatfat
150,620,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Vadim Kapustin,precisionandgrace
150,621,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Gerss Pharengeit,kitgold
150,622,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Jack Engi,mrengi
150,623,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Hugo Richter,ruch
150,624,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Frank Rea,amorphis78
150,625,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Kaylie Pennington,shootnik01
150,626,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Koudi Cooper,mentaleater
150,627,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Issar Hess,darkfurrsss
150,628,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Michael Goliafof,maximalist
150,629,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Alexander Kuznetsov,sparta129312830918230
150,630,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Max Russell,foxiq
150,631,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Tomylia Quqozkrq,taldarim
150,632,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Liam O'Shea,onikuru
150,633,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Jonathan Jozaf,humanmoron
150,634,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Danny Moon,dedmarazm
150,635,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Stepan Ivanovich,pikasin
150,636,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,River Mildred,harandore
150,637,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Eva Rosensteel,vasabyman
150,638,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Lion Remark,alekspeshkov
150,639,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Zoya Mahovsky,miocard
150,640,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Collin Pearsall,fatfat
150,641,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Cruz Hoover,vincentvesker
150,642,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Jose Butterfill,peperspray
150,643,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Jared Hell,112123qk
150,644,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Sad Mitya,slegar
150,645,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Rachel Larrson,swamprat666
150,646,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,N-1,mentaleater
150,647,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Drug,ovechkaden
150,648,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Nikolas Snyder,alexnomo
150,649,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Alpha,valois
150,650,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Devon Black,puzoslav
150,651,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Leroy White,ss0804
150,652,Zombie,Zombie,0,/datum/role/zombie,1,Zobmies,Jung Prods,prodocopter
151,653,Emergency Responder,Emergency Responder,0,/datum/role/emergency_responder,1,Emergency Response Team,Drug,ovechkaden
151,654,Emergency Responder,Emergency Responder,0,/datum/role/emergency_responder,1,Emergency Response Team,Pickus,sheoleo
151,655,Emergency Responder,Emergency Responder,0,/datum/role/emergency_responder,1,Emergency Response Team,Alpha,valois
151,656,Emergency Responder,Emergency Responder,0,/datum/role/emergency_responder,1,Emergency Response Team,N-1,mentaleater
151,657,Emergency Responder,Emergency Responder,0,/datum/role/emergency_responder,1,Emergency Response Team,BLUEFOR,arygal
152,658,Death Commando,Death Commando,0,/datum/role/death_commando,1,Nanotrasen Deathsquad,Lieutenant Thorley,pikasin
152,659,Death Commando,Death Commando,0,/datum/role/death_commando,1,Nanotrasen Deathsquad,Sergeant 1st Class Lloyd,steklianniiork
152,660,Death Commando,Death Commando,0,/datum/role/death_commando,1,Nanotrasen Deathsquad,Staff Sergeant Turner,grozaandgrom
152,661,Death Commando,Death Commando,0,/datum/role/death_commando,1,Nanotrasen Deathsquad,Corporal Lucy,precisionandgrace
152,662,Death Commando,Death Commando,0,/datum/role/death_commando,1,Nanotrasen Deathsquad,Sergeant 1st Class Pavlov,hexo4yxa
153,663,Traitor,Traitor,1,/datum/role/traitor,0,Traitor,Vincent Rahl,lotark
153,664,Traitor,Traitor,1,/datum/role/traitor,0,Traitor,Nikolay Gorgulov,sigitz
153,665,Traitor,Traitor,1,/datum/role/traitor,0,Traitor,Kaylie Pennington,stepansamp228pos
285,1163,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Nikita Bubencov,darkminikin
285,1164,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Ivan Huga,marlestr
155,666,Nuclear Operative,Nuclear Operative,0,/datum/role/operative,1,Syndicate Operatives,unknown,kots222
155,667,Nuclear Operative,Nuclear Operative,0,/datum/role/operative,1,Syndicate Operatives,Dunno,grozaandgrom
155,668,Nuclear Operative,Nuclear Operative,0,/datum/role/operative,1,Syndicate Operatives,Rotten,thelone
156,669,Blob Overmind,Blob Overmind,0,/datum/role/blob_overmind,1,Blob Conglomerate,Blob Overmind (159),vkjkfn
287,1165,Blob Overmind,Blob Overmind,0,/datum/role/blob_overmind,1,Blob Conglomerate,Blob Overmind (44),splifin2
318,1287,Vox Raider,Vox Raider,1,/datum/role/vox_raider,1,Vox Shoal,Takahkikahkahcha,afiugs
288,1166,Undercover Officer,Undercover Officer,1,/datum/role/cop/undercover,1,Organized Crimes Department,Jason Snyder,xazard
288,1167,Undercover Officer,Undercover Officer,1,/datum/role/cop/undercover,1,Organized Crimes Department,Brodie McDonald,wopacpyckon
318,1288,Vox Raider,Vox Raider,1,/datum/role/vox_raider,1,Vox Shoal,Tachatakakitikikaha,mentaleater
318,1289,Vox Raider,Vox Raider,1,/datum/role/vox_raider,1,Vox Shoal,Kihakikaki,justuser2211
318,1290,Vox Raider,Vox Raider,1,/datum/role/vox_raider,1,Vox Shoal,Chayatihi,prodocopter
157,670,Emergency Responder,Emergency Responder,0,/datum/role/emergency_responder,1,Emergency Response Team,Alpha,valois
157,671,Emergency Responder,Emergency Responder,0,/datum/role/emergency_responder,1,Emergency Response Team,allrighy,ruraga
157,672,Emergency Responder,Emergency Responder,0,/datum/role/emergency_responder,1,Emergency Response Team,XXX,stariyfag
157,673,Emergency Responder,Emergency Responder,0,/datum/role/emergency_responder,1,Emergency Response Team,1,deahaka
49395,674,Cultist,Cultist,0,/datum/role/cultist,1,"",unknown,dimdream
158,675,Wizard,Wizard,1,/datum/role/wizard,1,Wizard Federation,Gandalf the Destroyer,ovechkaden
159,676,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,Alexander Sokolov,dukeoforkney
159,677,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,Elisabeth Bach,invent0r
159,678,Traitor,Traitor,0,/datum/role/traitor,1,Traitor,Otto Schulz,hans32
160,679,Agent,Abductor Agent,1,/datum/role/abductor/agent,1,Abductor Team,Mothership Phi Agent,phantomelite
160,680,Scientist,Abductor Scientist,1,/datum/role/abductor/scientist,1,Abductor Team,Mothership Phi Scientist,kenshy4420
160,681,Abducted,Abducted,0,/datum/role/abducted,1,Abductor Team,Amelia Evilstone,skydiverq
160,682,Abducted,Abducted,0,/datum/role/abducted,1,Abductor Team,Jose Butterfill,peperspray
160,683,Abducted,Abducted,0,/datum/role/abducted,1,Abductor Team,Di Dont,doritozmi4
160,684,Abducted,Abducted,0,/datum/role/abducted,1,Abductor Team,Carlos Patel,chebyrek20
160,685,Abducted,Abducted,0,/datum/role/abducted,1,Abductor Team,Makskim Shomski,herty
160,686,Abducted,Abducted,0,/datum/role/abducted,1,Abductor Team,Justin Burris,zumroom
161,687,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,Lim Al-Kuds,steklianniiork
162,688,Traitor,Traitor,1,/datum/role/traitor,1,Traitor,Vichita'Hidanchi-Tichivata,aktano
162,689,Traitor,Traitor,1,/datum/role/traitor,0,Traitor,Johnathan Armstrong,petp0
163,690,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,Jerry Clewett,afiugs
164,691,Head Revolutionary,Head Revolutionary,1,/datum/role/rev_leader,1,Revolution,Vladislav Sokolov,falconplus
164,692,Head Revolutionary,Head Revolutionary,1,/datum/role/rev_leader,1,Revolution,Bryan James,calvinmind
164,693,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Nikorasu Daku,stariyfag
164,694,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Osoaviakhim,qwxizx
164,695,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Alan Smail,jackomnicus
164,696,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Kaela Pratt,ulfe12345
164,697,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Alexander Drozdov,alion177
164,698,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Sigma O'Neill,mmdi
164,699,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Mr. Pizdec,psewdoplot
164,700,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Sergei Petroff,neurotick
164,701,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Jay Miller,feljet
164,702,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Koudi Cooper,tryxah
166,703,Wizard,Wizard,1,/datum/role/wizard,0,Wizard Federation,Son of Anarchy,grozaandgrom
167,704,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,Alan Smail,jackomnicus
168,705,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Proteon (231),kenshy4420
168,706,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (699),androbetel
169,707,Traitor,Traitor,1,/datum/role/traitor,0,Traitor,Yords Zlso,oleg1231
170,708,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,Morgan Patel,jackomnicus
171,709,Traitor,Traitor,1,/datum/role/traitor,1,Traitor,Henry Leichter,weedmoon
171,710,Traitor,Traitor,1,/datum/role/traitor,0,Traitor,Quumxuqmqoo Zixqilxuq,alexsanderperegon
171,711,Traitor,Traitor,0,/datum/role/traitor,1,Traitor,Curly Mens,arygal
171,712,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,Devon Black,puzoslav
173,713,Vox Raider,Vox Raider,1,/datum/role/vox_raider,1,Vox Shoal,Takayachachikahchihaya,mentaleater
173,714,Vox Raider,Vox Raider,1,/datum/role/vox_raider,1,Vox Shoal,Hitichayayachichichati,precisionandgrace
173,715,Vox Raider,Vox Raider,1,/datum/role/vox_raider,1,Vox Shoal,Chichiyahikicha,platondegeneratov
173,716,Vox Raider,Vox Raider,1,/datum/role/vox_raider,1,Vox Shoal,Chatitikatika,peperspray
173,717,Vox Raider,Vox Raider,1,/datum/role/vox_raider,1,Vox Shoal,Kahikahchitihi,laintechno
173,718,Vox Raider,Vox Raider,1,/datum/role/vox_raider,1,Vox Shoal,Kahyatiyaha,weedmoon
319,1291,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,Roman Todd,katahan
175,719,Wizard,Wizard,1,/datum/role/wizard,0,Wizard Federation,Vecna the Red,speraax
175,720,Wizard,Wizard,1,/datum/role/wizard,0,Wizard Federation,Bob Bobskiy,weedmoon
175,721,Slave,Slave,0,/datum/role/slave,0,Wizard Federation,Juggernaut (233),rolan228
175,722,Slave,Slave,0,/datum/role/slave,0,Wizard Federation,Juggernaut (963),laintechno
175,723,Slave,Slave,0,/datum/role/slave,0,Wizard Federation,Juggernaut (390),darkdragos
175,724,Slave,Slave,0,/datum/role/slave,0,Wizard Federation,Artificer (903),russianclown
872,3467,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (312),t1metocarry
872,3468,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Juggernaut (452),112123qk
872,3469,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Artificer (273),stepansamp228pos
872,3470,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Proteon (988),m1sery
872,3471,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Wraith (591),slayfon
872,3472,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (648),starmoore
175,725,Slave,Slave,0,/datum/role/slave,0,Wizard Federation,Wraith (968),steklianniiork
176,726,Traitor,Traitor,0,/datum/role/traitor,1,Traitor,Jason Snyder,xazard
176,727,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,Koudi Cooper,tryxah
177,728,Emergency Responder,Emergency Responder,0,/datum/role/emergency_responder,1,Emergency Response Team,Cyan,rolan228
177,729,Emergency Responder,Emergency Responder,0,/datum/role/emergency_responder,1,Emergency Response Team,Монстр,russianclown
177,730,Emergency Responder,Emergency Responder,0,/datum/role/emergency_responder,1,Emergency Response Team,malorik,onikuru
177,731,Emergency Responder,Emergency Responder,0,/datum/role/emergency_responder,1,Emergency Response Team,Zaldor,fah3ujib
177,732,Emergency Responder,Emergency Responder,0,/datum/role/emergency_responder,1,Emergency Response Team,Hull Door Control,olderman
178,733,Head Revolutionary,Head Revolutionary,1,/datum/role/rev_leader,1,Revolution,John Gardner,billlee
178,734,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Max Murray,maxmobibens
178,735,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Yrtem Kingdarli,coroner
178,736,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Osmund Huey,hack3214
178,737,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Kenneth Harrow,chef2020
178,738,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Gage Straub,oleg1231
178,739,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Leon Churchill,darkdragos
178,740,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Henry Leichter,weedmoon
178,741,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Kaela Pratt,ulfe12345
178,742,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Vitia Kosoi,typoi321
178,743,Revolutionary,Revolutionary,0,/datum/role/rev,1,Revolution,Noelle Thompson,smoli
179,744,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,Paral Dune,kenariys
180,745,Space Ninja,Space Ninja,0,/datum/role/ninja,0,Spider Clan,Striker Hero,hwat1204
181,746,Agent,Abductor Agent,1,/datum/role/abductor/agent,1,Abductor Team,Mothership Upsilon Agent,theorangetim
181,747,Scientist,Abductor Scientist,1,/datum/role/abductor/scientist,1,Abductor Team,Mothership Upsilon Scientist,hwat1204
181,748,Abducted,Abducted,0,/datum/role/abducted,1,Abductor Team,Maya Foxova,foxedhuman
181,749,Abducted,Abducted,0,/datum/role/abducted,1,Abductor Team,Tyler Renton,barzabelle
181,750,Abducted,Abducted,0,/datum/role/abducted,1,Abductor Team,Efim Malcev,igrockpd
181,751,Abducted,Abducted,0,/datum/role/abducted,1,Abductor Team,Valeriy Krakov,iceisnice
181,752,Abducted,Abducted,0,/datum/role/abducted,1,Abductor Team,Horack Doik,mrhunter546
181,753,Abducted,Abducted,0,/datum/role/abducted,1,Abductor Team,Norman Normans,thelone
182,754,Agent,Abductor Agent,1,/datum/role/abductor/agent,1,Abductor Team,Mothership Delta Agent,kenariys
182,755,Scientist,Abductor Scientist,1,/datum/role/abductor/scientist,1,Abductor Team,Mothership Delta Scientist,lotark
183,756,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,Sivean Doulson,sivean
183,757,Traitor,Traitor,0,/datum/role/traitor,1,Traitor,Gage Straub,oleg1231
184,758,Traitor,Traitor,1,/datum/role/traitor,0,Traitor,Igor Collins,sartell
186,759,Changeling,Changeling,1,/datum/role/changeling,0,Changeling Hivemind,Steven Koolen,wyrmp
186,760,Changeling,Changeling,1,/datum/role/changeling,0,Changeling Hivemind,Ivan Huga,marlestr
186,761,Changeling,Changeling,1,/datum/role/changeling,0,Changeling Hivemind,Jung Prods,prodocopter
186,762,Changeling,Changeling,1,/datum/role/changeling,0,Changeling Hivemind,Katyusha Morozova,platondegeneratov
186,763,Changeling,Changeling,1,/datum/role/changeling,0,Changeling Hivemind,Artem Byblikov,heaptem
186,764,Changeling,Changeling,1,/datum/role/changeling,0,Changeling Hivemind,Jeremy Simpson,gomesx
187,765,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,Dominick Pycroft,hwat1204
188,766,Blob Overmind,Blob Overmind,0,/datum/role/blob_overmind,1,Blob Conglomerate,Blob Overmind (155),tgt4
189,767,Traitor,Traitor,1,/datum/role/traitor,1,Traitor,Cristian Blyant,david123321
189,768,Traitor,Traitor,1,/datum/role/traitor,0,Traitor,Edwin Teagarden,11kobra11
191,769,Nuclear Operative Leader,Nuclear Operative Leader,1,/datum/role/operative/leader,1,Syndicate Operatives,Evgeniy Barabulka,ruraga
191,770,Nuclear Operative,Nuclear Operative,1,/datum/role/operative,1,Syndicate Operatives,Calvin Wilson,kots222
191,771,Nuclear Operative,Nuclear Operative,1,/datum/role/operative,1,Syndicate Operatives,Russell Lauffer,winlinolol
191,772,Nuclear Operative,Nuclear Operative,1,/datum/role/operative,1,Syndicate Operatives,Najah Mujib,ysanek
191,773,Nuclear Operative,Nuclear Operative,1,/datum/role/operative,1,Syndicate Operatives,Leonardo Rockwell,phantomelite
320,1292,Nuclear Operative Leader,Nuclear Operative Leader,1,/datum/role/operative/leader,1,Syndicate Operatives,Kaylie Pennington,stepansamp228pos
320,1293,Nuclear Operative,Nuclear Operative,1,/datum/role/operative,1,Syndicate Operatives,Kaela Pratt,ulfe12345
320,1294,Nuclear Operative,Nuclear Operative,1,/datum/role/operative,1,Syndicate Operatives,Archie Moore,silvershake
320,1295,Nuclear Operative,Nuclear Operative,1,/datum/role/operative,1,Syndicate Operatives,Leroy White,ss0804
320,1296,Nuclear Operative,Nuclear Operative,1,/datum/role/operative,1,Syndicate Operatives,Jose Butterfill,peperspray
320,1297,Nuclear Operative,Nuclear Operative,1,/datum/role/operative,1,Syndicate Operatives,Merk Asacris,mercurialaste
321,1298,Traitor,Traitor,0,/datum/role/traitor,1,Traitor,Illia Bronson,mefistomad
872,3473,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (854),kyky3782
872,3474,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (945),hexo4yxa
191,774,Nuclear Operative,Nuclear Operative,1,/datum/role/operative,1,Syndicate Operatives,Zikkykikati,flyingdebil
192,775,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,Kaylie Pennington,stepansamp228pos
192,776,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,APEC,silvershake
193,777,Wizard,Wizard,1,/datum/role/wizard,1,Wizard Federation,M&#39;ark M&#39;rshan,morkleb
193,778,Wizard,Wizard,1,/datum/role/wizard,0,Wizard Federation,Tenser Unseen,silvershake
193,779,Slave,Slave,0,/datum/role/slave,1,Wizard Federation,Wraith (626),feljet
193,780,Slave,Slave,0,/datum/role/slave,1,Wizard Federation,Proteon (187),winlinolol
193,781,Slave,Slave,0,/datum/role/slave,1,Wizard Federation,Proteon (514),keniskop
193,782,Slave,Slave,0,/datum/role/slave,1,Wizard Federation,Artificer (41),deadfan
193,783,Slave,Slave,0,/datum/role/slave,1,Wizard Federation,Wraith (23),ulfe12345
193,784,Slave,Slave,0,/datum/role/slave,1,Wizard Federation,Artificer (243),darkdragos
193,785,Slave,Slave,0,/datum/role/slave,1,Wizard Federation,Wraith (845),alion177
193,786,Slave,Slave,0,/datum/role/slave,1,Wizard Federation,Wraith (1),alekspeshkov
193,787,Slave,Slave,0,/datum/role/slave,1,Wizard Federation,Artificer (342),dmitrykonovalov
194,788,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,Artem Byblikov,heaptem
194,789,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,Kaylie Pennington,stepansamp228pos
322,1299,Wizard,Wizard,1,/datum/role/wizard,0,Wizard Federation,Saruman Honko,rscugh
323,1300,Traitor,Traitor,0,/datum/role/traitor,1,Traitor,Kenzi Merriman,oleg1231
323,1301,Traitor,Traitor,0,/datum/role/traitor,1,Traitor,Decimus,ocsunus
323,1302,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,Collin Pearsall,serloret
324,1303,Traitor,Traitor,1,/datum/role/traitor,0,Traitor,Skiddle,tankistkiller
325,1304,Traitor,Traitor,0,/datum/role/traitor,0,Traitor,Issar Hess,darkfurrsss
195,790,Cult Harbinger,Cultist,1,/datum/role/cultist/leader,1,Cult Of Blood,Kaylie Pennington,stepansamp228pos
195,791,Cultist,Cultist,1,/datum/role/cultist,1,Cult Of Blood,Zikkykikati,flyingdebil
195,792,Cult Harbinger,Cultist,1,/datum/role/cultist/leader,1,Cult Of Blood,Mon'sher Joshum,nikaze
195,793,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Moqoor Loorqum,russianclown
195,794,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Dmitriy Rovel,10dima10
195,795,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Daniel Balint,bubblezzzzz
195,796,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,familiar of The Geometer of Blood XVIII,afiugs
195,797,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Horack Doik,mrhunter546
195,798,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (202),bubblezzzzz
195,799,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Proteon (621),foxiq
195,800,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (991),stepanzzz
195,801,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (750),xaviereagle
195,802,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Proteon (388),flyingdebil
195,803,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Proteon (178),flyingdebil
195,804,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (795),flyingdebil
195,805,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (933),silvershake
195,806,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Wraith (920),afiugs
872,3475,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (929),gunkrest
872,3476,Slave,Slave,0,/datum/role/slave,1,Cult Of Blood,Wraith (788),flexrelax
872,3477,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Artificer (634),darkfurrsss
872,3478,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Proteon (772),kyky3782
872,3479,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Artificer (578),flyingdebil
872,3480,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (520),noyhaifrai
288,1168,Undercover Officer,Undercover Officer,1,/datum/role/cop/undercover,1,Organized Crimes Department,Ivan Huga,marlestr
288,1169,Armed Officer,OCD Officer,0,/datum/role/cop/beatcop/armored,1,Organized Crimes Department,Danny,stepansamp228pos
288,1170,Armed Officer,OCD Officer,0,/datum/role/cop/beatcop/armored,1,Organized Crimes Department,SAFE,kots222
288,1171,Armed Officer,OCD Officer,0,/datum/role/cop/beatcop/armored,1,Organized Crimes Department,Daud,krendel119
288,1172,Armed Officer,OCD Officer,0,/datum/role/cop/beatcop/armored,1,Organized Crimes Department,True,individuum135
288,1173,Armed Officer,OCD Officer,0,/datum/role/cop/beatcop/armored,1,Organized Crimes Department,Gennady,feudeytf
288,1174,Armed Officer,OCD Officer,0,/datum/role/cop/beatcop/armored,1,Organized Crimes Department,Fenix,hwat1204
326,1305,Undercover Officer,Undercover Officer,1,/datum/role/cop/undercover,1,Organized Crimes Department,Shagan Rock'Shur,kenshy4420
326,1306,Undercover Officer,Undercover Officer,1,/datum/role/cop/undercover,1,Organized Crimes Department,Diego Button,mrtendo
326,1307,Undercover Officer,Undercover Officer,1,/datum/role/cop/undercover,1,Organized Crimes Department,Ink Void,inkvoid
327,1308,Gangster,Gangster Leader,1,/datum/role/gangster/leader,1,Families,Emanuel Parker,kyky3782
872,3481,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (679),zonador
872,3482,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (998),andreygysev
874,3483,Wizard,Wizard,1,/datum/role/wizard,0,Wizard Federation,Leprozorius,steklianniiork
875,3484,Traitor,Traitor,0,/datum/role/traitor,1,Traitor,Seok Drummond,onikuru
876,3485,Nuclear Operative Leader,Nuclear Operative Leader,1,/datum/role/operative/leader,1,Syndicate Operatives,Dmitriy Ulyanov,andreygysev
195,807,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (654),foxiq
195,808,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (94),silvershake
195,809,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Proteon (871),stepanzzz
195,810,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Juggernaut (192),tgt4
195,811,Cultist,Cultist,0,/datum/role/cultist,1,Cult Of Blood,Harvester (723),flyingdebil
