id,deaths_id,brute,fire,toxin,oxy,clone,brain
1699,1827,0,0,0,200,0,53.6622
1700,1828,0,0,0,200,0,59.3155
1701,1829,0,0,0,200,0,53.6622
1702,1830,0,0,0,200,0,59.3155
1703,1831,0,144,12,44.6667,0,0
1704,1832,0.2,117.53,32.0467,50.3333,0,6.66667
1705,1833,0,116.42,48.6664,37,0,6.66667
1706,1834,0,0,82,124,0,0
1707,1835,59.8,0,64,82.6665,0,16.8622
1708,1836,0,71.8,91,40.6667,0,0
1709,1837,25,0,0,0,0,0
1710,1840,0,191,0,11.6667,0,0
1711,1841,5000,0,3,6.66667,0,0
1712,1842,175.9,0,12,25.6667,0,0
1713,1843,325,40,0,0,0,0
1714,1844,0,124.9,4,71.3334,0,0
1715,1845,0,180.1,0,22,0,0
1716,1846,2.8,111,56,33.6667,0,0
1717,1847,20.4,135,0,44.6667,0,0
1718,1848,0,323.4,0,3.66667,0,0
1719,1849,0,0,75.5,125,0,0
1720,1850,0,162,9,39,0,0
1721,1851,0,37.3,44.5,120.333,0,0
1722,1852,0,147.6,0,57,0,0
1723,1853,0,47,54,100.333,0,0
1724,1854,0,0,93.5,112.667,0,0
1725,1857,0,190.2,1,9.33333,0,0
1726,1858,0,0,84,119,0,0
1727,1859,0,0,96,106,0,0
1728,1860,158.2,33,6,3.33333,0,0
1729,1861,1.6,185.3,7,9.33333,0,0
1730,1862,0,208.2,0,22.6667,0,0
1731,1863,0,218.2,0,18.6667,0,0
1732,1864,0,197.4,0,13.6667,0,0
1733,1865,0,205.4,0,22,0,0
1734,1866,0,189.4,0,10.6667,0,0
1735,1867,124.9,40.6,12,22.6667,0,0
1736,1868,12,165.2,0,27,0,0
1737,1869,0,33.7,0,0,0,70
1738,1870,0,49.1,0,0,0,70
1739,1871,0,67.6,0,0,0,70
1740,1873,1.8,224.2,0,21.3333,0,0
1741,1876,49,0,53,102.333,0,0
1742,1877,26.3,0,74.5,102,0,59.6799
1743,1878,23.3,0,84.5,96.8333,0,59.6799
1744,1881,0,40,0,0,0,0
1745,1882,0,0,0,4,196,0
1746,1883,0,0,51,30.6667,119,0
1747,1884,148.5,42,4,8.66667,0,0
1748,1885,114,81,1,6.66667,0,0
1749,1886,30,0,0,0,0,0
1750,1887,15.8,0,0,0,0,0
1751,1888,0,188.6,0,11.6667,0,0
1752,1889,25,0,0,0,0,0
1753,1890,136.1,0,69.5,17,0,0
1754,1891,22.5,176,0,2.66667,0,0
1755,1892,15.6,211.3,0,0,0,0
1756,1893,122.5,69,3,6.66667,0,0
1757,1894,25,0,3,172,0,0
1758,1895,0,0,60,140.333,0,20
1759,1896,111.6,102.8,0,0.833333,0,0
1760,1897,0,147,11,43.6667,0,0
1761,1898,0,0,60,140.167,0,40
1762,1899,25,0,3,172,0,44.4977
1763,1900,27.6,129,37,9.33333,0,0
1764,1901,3.2,139.2,6,53.1009,0,20
1765,1902,32.5,0,2,165.982,0,0
1766,1903,172.5,0,120,1.33333,0,70
1767,1904,45,0,42,120,0,71
1768,1905,0,177.4,0,23.3333,0,0
1769,1906,128,0,0,72.3333,0,0
1770,1907,122.4,0,0,78,0,73.4489
1771,1908,460,0,0,0.666667,0,0
1772,1909,12.5,26.1,57,109.333,0,0
1773,1910,0.3,190.7,0,12.6667,0,0
1774,1911,0.2,370.8,0,12.6667,0,0
1775,1912,30,0,0,0,0,0
1776,1913,113.2,0,0,88,0,0
1777,1914,93.3,0,0,107.667,0,20
1778,1915,0,0,192,8.66667,0,11.5
1779,1916,0,0,194,7.33333,0,11.5
1780,1917,64.7,111,0,24.6667,0,0
1781,1919,201.2,0,3,4.66667,0,20
1782,1920,23.1,197.1,0,7.33333,0,0
1783,1921,15.8,179.6,0,12.3333,0,0
1784,1922,124.6,58.4,0,17.3333,0,0
1785,1923,4.1,263.2,0,4.33333,0,0
1786,1924,90.3,97,0,29.3333,0,0
1787,1925,0,123.2,0,77.3,0,0
1788,1926,15.4,179.1,0,11.3333,0,0
1789,1927,119.5,74.7,0,6,0,20
1790,1928,59.6,161.1,0,9.5,0,0
1791,1929,59.4,98,0,85.3,0,20
1792,1930,0,31.5,63,113,0,0
1793,1931,0,0,164.5,36,0,20
1794,1932,30,0,51,122,0,0
1795,1933,0,0,157,44,0,0
1796,1934,118.2,0,0,82.3333,0,0
1797,1935,71.9,0,14,114.1,0,0
1798,1936,220.4,0,0,4.66667,0,0
1799,1937,64.5,0,30,109,0,0
1800,1938,10,22,0,0,0,0
1801,1939,213.3,34,0,0,0,0
1802,1940,20,0,0,0,0,0
1803,1941,20,0,0,0,0,0
1804,1942,222,0,0,0,0,70
1805,1943,2,0,0,0,0,0
1806,1944,2,0,0,0,0,0
1807,1945,0,160,0,40,0,0
1808,1946,0,132,67,5.33333,0,0
1809,1947,0,120,52,34.3333,0,0
1810,1948,15,147,6,33.8295,0,0
1811,1949,9.6,150.8,0,41.3097,0,0
1812,1950,0,153,7,41.6431,0,0
1813,1951,20.1,138,0,42.8587,0,0
1814,1952,0,165,0,37.6339,0,0
1815,1953,0,156,0,44.7948,0,0
1816,1954,0,165,0,35.1716,0,0
1817,1957,0,165,0,37.0155,0,0
1818,1958,0,193.6,0,9,0,0
1819,1959,0,154.6,0,46.598,0,0
1820,1960,0,145.6,0,56.4615,0,0
1821,1961,0,192,0,8.66667,0,0
1822,1962,54.2,54,0,92.3333,0,0
1823,1963,0,166.5,0,33.5128,0,0
1824,1964,0,157.8,9,36.3333,0,0
1825,1965,0,151.8,46,4.66667,0,0
1826,1967,199.4,0,0,17,0,99
1827,1968,168.2,0,0,45.3333,0,0
1828,1969,211.6,0,0,3.33333,0,0
1829,1970,141.8,68,0,2,0,0
1830,1971,0,0,91,109,0,0
1831,1972,0,216.2,0,7.33333,0,20
1832,1973,171.2,0,0,40.3333,0,0
1833,1974,140.12,0,16,46.5,0,8.23108
1834,1975,116.43,5.1,29.5096,50.3333,0,8.23108
1835,1976,26.3,0,81,99,0,17.1734
1836,1977,192,0,0,9,0,20
1837,1978,200,0,0,2,0,70
1838,1979,2.2,153,0,46.3334,0,0
1839,1980,30,0,0,0,0,0
1840,1983,20,120,25,37.2115,0,0
1841,1986,0,364,0,0,0,0
1842,1987,0,50,84,67,0,0
1843,1988,2.4,0,20.65,177,0,0
1844,1989,33,0,0,0,0,0
1845,1990,150,60,0,1.33333,0,0
1846,1991,0,54,118.5,28.3333,0,0
1847,1992,117.2,65.2,0,20,0,20
1848,1993,129.1,0,0,71,0,0
1849,1994,175,33,0,1.33333,0,20
1850,1995,0,0,145.4,55.3334,0,20
1851,1996,12.9,111,46,32.6667,0,0
1852,1997,0,117,56,33.3333,0,0
1853,1998,5,137,26.5,33,0,0
1854,1999,0,117,59,30.3333,0,0
1855,2000,0,0,94.5,106.833,0,0
1856,2001,0,0,87,119,0,0
1857,2002,0,87,78,38,0,0
1858,2003,197.8,0,2,2,0,0
1859,2004,0,0,0,200,0,0
1860,2005,72,107.4,14,8,0,0
1861,2006,31.2,161.2,0,9.33333,0,0
1862,2007,0,0,138,64,0,0
1863,2008,181.9,0,0,19.6667,0,20
1864,2009,45,123,0,35.3333,0,0
1865,2012,20.1,178.4,0,5.33333,0,0
1866,2013,144.9,41,7,12,0,0
1867,2014,9.8,186.1,0,5,0,56.5067
1868,2015,9.7,188.2,0,3,0,56.5067
1869,2016,0,0,200,1,0,0
1870,2017,0,0,182,22,0,0
1871,2018,0,0,167,33.3333,0,0
1872,2019,315,0,0,0,0,0
1873,2020,141.2,0,0,62.3333,0,20
1874,2021,0,0,10,0,200,0
1875,2022,0,123,42,36.6667,0,1.5
1876,2023,0,176,23,1.33333,0,0
1877,2024,42.4,0,0,0,0,0
1878,2025,208.8,0,0,10.3333,0,0
1879,2026,0,44.1,57.4,103,0,1.5
1880,2027,38.4,240,7,25.3333,0,0
1881,2028,26.6,0,0,0,200,0
1882,2029,84,120,49,3.66667,0,70
1883,2030,129.8,0,0,70.3333,0,0
1884,2031,0,0,0,0,0,70
1885,2032,89.4,0,31,84.3333,0,0
1886,2033,0,200,0,0.666667,0,70
1887,2034,90.4,0,49,65.3333,0,0
1888,2035,9.9,57,22,111.1,0,0
1889,2036,74,106,0,21,0,0
1890,2037,2.1,29.8,200,35.0737,0,0
1891,2038,25,25,0,150.109,0,0
1892,2039,2.2,153,0,47.9022,0,0
1893,2040,88.4,0,64,50.1666,0,0
1894,2041,0,0,198,4.66667,0,0
1895,2042,0,0,198,4.66667,0,0
1896,2043,234,0,0,2,0,70
1897,2044,322,0,0,0,0,0
1898,2045,177,0,0,31.6667,0,0
1899,2046,205.3,0,0,18,0,0
1900,2047,136.4,0,0,63.6667,0,0
1901,2048,60,0,33,108.333,0,20
1902,2049,17.6,0,33,149.6,0,0
1903,2050,0,111,55,34.6667,0,0
1904,2051,0,0,58,29.3333,113,0
1905,2052,34,168,0,2.66667,0,0
1906,2053,0,159,0,46,0,0
1907,2054,210,0,17,5,0,0
1908,2055,0,196.3,0,4.66667,0,0
1909,2056,0,132.8,0,67.6667,0,0
1910,2057,0,0,0,200,0,20.1333
1911,2058,0,206.2,0,34,0,0
1912,2059,0,156,4,44.5449,0,0
1913,2060,0,45,57,101,0,0
1914,2061,0,126,0,74,0,0
1915,2062,107.5,0,0,42.6667,0,0
1916,2063,0,50,56,101,0,0
1917,2064,0,0,75,125.333,0,0
1918,2065,62.1,106.3,0,32.6667,0,0
1919,2066,144.3,0,0,56.6667,0,70
1920,2067,0,192.7,7.875,3.33333,0,0
1921,2068,0,30,0,0,0,0
1922,2069,169.1,0,13,20,0,20
1923,2070,1,85,106,10,0,0
1924,2071,0,240,0,0,0,20
1925,2072,0,0,177,23.6667,0,0
1926,2073,0,0,190,11.3333,0,0
1927,2074,0,0,186,15.3333,0,0
1928,2075,172,15,0,16.6667,0,20
1929,2076,200,27,1,2.66667,0,70
1930,2077,10,151,0,39.8412,0,0
1931,2078,180.8,0,0,20.8233,0,20
1932,2079,180,24,1,2,0,20
1933,2080,0,0,0,20,0,0
1934,2081,125,60,8,7.33333,0,20
1935,2082,150,0,0,59.6667,0,70
1936,2083,33,0,0,0,0,0
1937,2084,70.8,90,0,42.1658,0,80
1938,2085,0,117,47.15,37.6596,0,0
1939,2086,109.8,78.4,0,14,0,20
1940,2087,180,24,0,8.96711,0,20
1941,2088,130,54,0,17.9813,0,20
1942,2089,127.6,23,0,58.5877,0,20
1943,2090,159.6,30,1,16,0,20
1944,2091,180.4,24,0,5.9391,0,20
1945,2092,40,0,0,0,0,0
1946,2093,189.2,11,0,2.66667,0,70
1947,2094,50,93,32,29,0,0
1948,2097,189.6,45,0,2,0,20
1949,2098,0,156,0,45.4292,0,0
1950,2099,60,0,0,0,0,0
1951,2101,0,30,0,0,0,0
1952,2102,0,177,10,15.3333,0,0
1953,2103,85.7,38.3,78,4,0,0
1954,2104,0,200.6,0,7.66667,0,0
1955,2105,120.1,60,3,17.6667,0,0
1956,2106,0,0,0,200,0,0
1957,2107,130.7,0,28.8,41,0,0
1958,2108,143.6,0,6,51.3333,0,0
1959,2109,126.7,13.3,0,60,0,0
1960,2110,0,50,0,0,0,0
1961,2111,0,50,0,0,0,0
1962,2114,0,0,194,8.66667,0,0
1963,2115,51,141,1,7.33333,0,0
1964,2116,43.1,150.6,1,6,0,58.4089
1965,2117,0,0,0,200,0,0
1966,2118,0,320,0,0,0,0
1967,2119,0,50,54,101,0,0
1968,2120,206,0,0,1.33333,0,20
1969,2121,120,200,0,0,0,0
1970,2122,254.3,0,0,0,0,70
1971,2123,0,151.7,5,45.3334,0,0
1972,2124,0,240,0,3.66667,0,70
1973,2125,92.4,40,0,68.6667,0,0
1974,2126,10.9,13.2,0,0,0,0
1975,2127,0,0,0,200,0,0
1976,2128,0,0,54,97.3333,0,0
1977,2129,0,30,0,0,0,0
1978,2130,39.7,0,0,160.5,0,0
1979,2131,64.5,24.6,0,0,0,0
1980,2132,31.5,19.4,0,0,0,0
1981,2133,134,0,0,66.1666,0,20
1982,2134,19.2,0,159,31,0,42.5
1983,2135,0,0,198,4.66667,0,0
1984,2136,0,0,105,95,0,0
1985,2137,59.9,108.8,3,28.5046,0,0
1986,2138,27,20,39,120,0,0
1987,2139,59.5,156.3,0,25.6667,0,0
1988,2140,172.8,0,2,43,0,0
1989,2141,0.4,0,7,0,0,0
1990,2142,0.4,0,7,0,0,0
1991,2143,54.3,131.8,0,18.6667,0,0
1992,2144,0,0,1,0,0,0
1993,2145,0,0,185.75,16.3333,0,19.5
1994,2146,0,76.6,84,42.6667,0,0
1995,2147,270,0,0,0.666667,0,70
1996,2148,0,0,0,0,0,20
1997,2150,0,111,58,31.6667,0,0
1998,2151,0,0,72,136,0,0
1999,2152,0,0,85,119,0,0
2000,2153,0,50,54,101,0,32
2001,2154,10.2,114,46,33.3333,0,0
2002,2155,0,0,0,200,0,0
2003,2156,0,0,0,200,0,12.8534
2004,2157,24.6,177,0,0,0,0
2005,2158,205,52,0,1.33333,0,70
2006,2159,19.6,694.4,0,0,0,0
2007,2160,125,126.3,3,4,0,70
2008,2161,1.7,111.7,3,4,0,70
2009,2162,11,99.5,0,1.33333,0,70
2010,2163,91.5,120,0,3.66667,0,0
2011,2164,25,40,0,0.666667,0,70
2012,2165,56.5,0,0,3.66667,0,70
2013,2166,0,320,0,0,0,0
2014,2167,14.5,169.8,0,19,0,0
2015,2168,80,0,0,59.6667,0,0
2016,2169,55.8,172,5,3.66667,0,0
2017,2170,210,0,0,0.666667,0,70
2018,2171,76.1,125.3,0,5.66667,0,0
2019,2172,0,195.8,0,7.33333,0,0
2020,2173,37.6,112.8,0,49.6667,0,0
2021,2174,0,59.6,0,0,0,70
2022,2175,136.2,128,0,4.33333,0,70
2023,2176,225.7,0,9,0.666667,0,70
2024,2177,75,0,9,0.666667,0,70
2025,2178,93.3,0,26,87.3333,0,0
2026,2179,0,27.5,0,0,0,20
2027,2180,366.2,0,0,0,0,0
2028,2181,46.2,20.2,0,27.3333,0,20
2029,2182,49,124,0,30.6667,0,70
2030,2183,0,165,0,35.4554,0,0
2031,2184,0,173,0,27.3018,0,0
2032,2185,0,192,0,14.6667,0,0
2033,2186,0,159,0,42.6203,0,0
2034,2187,1.6,129.6,66,4.66667,0,0
2035,2188,159.2,25.2,0,22.6667,0,20
2036,2189,0,170.4,29.4,2.16667,0,0
2037,2190,31.5,160.1,0,8.66667,0,0
2038,2191,38,156,0,9.33333,0,0
2039,2192,60,165,0,3.66667,0,0
2040,2193,0,0,0,200,0,0
2041,2196,0,165,0,36.449,0,0
2042,2197,200.3,0,1,3,0,70
2043,2198,0,200,0,1.33333,0,20
2044,2201,15,108,53,30.3333,0,0
2045,2202,75.3,0,4,121.793,0,0
2046,2203,6.6,0,9,184.571,0,0
2047,2204,0,132.2,18,51.6667,0,0
2048,2205,0,193,0,7.33333,0,0
2049,2206,0,165.4,0,7.33333,0,0
2050,2207,100.6,0,0,100,0,0
2051,2208,6.8,0,0,0,0,20
2052,2210,60.9,0,66,75,0,0
2053,2211,46.5,0,102,52,0,0
2054,2212,45.7,0,114,43,0,0
2055,2213,122.4,0,0,77.6667,0,0
2056,2214,22,0,0,181,0,0
2057,2215,97.9,0,0,103,0,0
2058,2216,3.2,185,0,12.8279,0,0
2059,2217,0,0,86.8498,114,0,20
2060,2218,0,195,0,7.33333,0,0
2061,2219,0,180,0,20,0,0
2062,2220,155.4,40,0,12.3333,0,0
2063,2221,96.2,0,0,105,0,0
2064,2222,10,0,0,190,0,0
2065,2223,0,0,134,66,0,0
2066,2224,0,138,0,62,0,0
2067,2226,0,195.6,0,7.33333,0,0
2068,2227,0,160,0,40,0,20
2069,2228,13.5,210.2,0,10.3333,0,70
2070,2229,64,0,36,103.667,0,0
2071,2230,0,30.8,63,111,0,0
2072,2231,30.7,0,0,0,0,73
2073,2232,95,99,0,8.66667,0,0
2074,2233,86.2,0,28.7,87,0,0
2075,2234,30,0,0,0,0,0
2076,2235,47,160,0,0,0,0
2077,2236,165.2,0,0,0,0,0
2078,2237,160.2,0,0,0,0,0
2079,2238,38.4,0,0,0,0,0
2080,2239,38.4,0,0,0,0,0
2081,2240,30,164,0,9.33333,0,0
2082,2241,140.3,0,0,61,0,0
2083,2242,420,0,0,0.666667,0,0
2084,2243,0,43,57,106,0,0
2085,2244,29.9,0,48,127.667,0,0
2086,2247,0,0,2,0,0,0
2087,2250,20,0,56,130,0,0
2088,2251,0,50,54,101,0,0
2089,2252,0,0,75,128,0,0
2090,2253,0,170,0,30.3333,0,70
2091,2254,0,194,0,35.1667,0,20
2092,2255,30,280,0,0,0,0
2093,2256,0,50,57,101,0,0
2094,2259,116.7,69.84,14,2,0,0
2095,2260,0,11.6,69,120,0,0
2096,2261,111.39,79.1,6,4,0,0
2097,2262,31.6,150,13,6.33333,0,0
2098,2263,47.6,156,0,4,0,60
2099,2264,128.4,73.2,0,0,0,20
2100,2265,138.27,62.98,2,0.666667,0,20
2101,2266,189.2,0,10,2,0,0
2102,2267,0,40,0,0,0,0
2103,2268,5.6,82.9,36,79,0,0
2104,2269,0,0,75,128,0,0
2105,2270,42.2,82.9,36,79,0,0
2106,2271,2,240,0,5,0,70
2107,2272,2,255,0,4.33333,0,70
2108,2273,50,0,59.625,98,0,0
2109,2274,0,0,0,200,0,0
2110,2275,109.2,92,0,0.666667,0,0
2111,2276,0,90,0,111,0,0
2112,2277,104.5,87.6,0,13,0,0
2113,2278,0,144,0,56,0,0
2114,2279,153.9,0,0,51,0,0
2115,2280,13,0,0,187,0,0
2116,2281,0,0,0,38,162.5,0
2117,2282,0,165,0,38.5798,0,0
2118,2283,0,0,0,200,0,0
2119,2284,124,75,0,3,0,0
2120,2287,0,0,58,23.3333,119,0
2121,2288,45.6,0,13,0,0,0
2122,2289,57,27,106,12.3333,0,0
2123,2290,0,0,11,0,0,0
2124,2291,0,182.6,16.6,2.83333,0,0
2125,2292,74.6,71.4,42,15.6667,0,0
2126,2293,103.1,0,108,2.66667,0,0
2127,2294,137.5,0,66,2,0,20
2128,2295,142.5,66,0,2,0,20
2129,2296,86,111,0,4.66667,0,0
2130,2297,10,108,50,32.6667,0,0
2131,2298,0,120,47,34.6667,0,0
2132,2299,34.8,160,0,11.6667,0,0
2133,2300,0,0,75,128,0,0
2134,2301,0,212,0,3.66667,0,70
2135,2302,103.8,0,30,71,0,20
2136,2303,107.8,40,9,48.6667,0,0
2137,2304,0,0,75,125.333,0,0
2138,2305,0,0,78,129,0,0
2139,2306,0,0,75,125.333,0,0
2140,2307,0,50,52.5,99.5,0,0
2141,2308,0,130,1,70,0,0
2142,2309,207.5,0,3.15,3.33333,0,20
2143,2310,0,160,0,40.3333,0,0
2144,2311,0,180,0,23.3333,0,0
2145,2312,0,182.8,0,43.1667,0,0
2146,2313,0,0,54,146,0,0
2147,2314,0,126,0,74.6667,0,0
2148,2315,0,184,0,23.3333,0,0
2149,2316,131.6,68,0,1.33333,0,20
2150,2317,0,202,0,24.3333,0,70
2151,2320,1.6,7,70,123.667,0,0
2152,2321,0,0,75,125.333,0,0
2153,2323,0,189,0,11.3333,0,0
2154,2324,88,105,0,9.33333,0,0
2155,2325,0,40,0,0,0,0
2156,2326,199.6,0,0,2,0,70
2157,2327,380,0,0,0,0,0
2158,2328,136.4,63.7,0,3.66667,0,20
2159,2329,156.4,0,2,57,0,0
2160,2330,1.3,50.6,0,5.67563,0,0
2161,2331,65.9,105.6,0,29,0,0
2162,2332,243.5,13.4,0,1.33333,0,20
2163,2333,44.1,205,0,22.3333,0,0
2164,2334,214.5,0,0,2,0,20
2165,2335,116.2,0,2,82.6666,0,30.5956
2166,2336,0,177.7,0,22.6667,0,0
2167,2337,0,0,0,200,0,0
2168,2338,0,76.8,78,47.3106,0,0
2169,2339,49,152,0,0,0,0
2170,2340,0,0,51,30.6667,119,0
2171,2341,17.9,157.2,0,26.4333,0,0
2172,2342,30,81,31,21.6667,43,39.9289
2173,2343,108.5,81,0,11.6667,0,0
2174,2344,0,0,182.5,18,0,0
2175,2345,0,162,0,46,0,0
2176,2346,0,70,0,0,0,0
2177,2347,0,192,0,9.33333,0,0
2178,2348,138.8,0,0,62,0,0
2179,2349,117.6,108,0,2,0,0
2180,2350,10.4,188,0,6,0,0
2181,2351,0,0,194,6.5,0,0
2182,2352,23.6,143.1,6,30.3333,0,0
2183,2354,36.9,160.5,0,4.66667,0,0
2184,2355,0,117,52,33.6667,0,0
2185,2356,0,0,200,0,0,0
2186,2357,0,111.3,57,35.3333,0,0
2187,2358,207.7,0,0,1.33333,0,70
2188,2360,3.7,140.3,5.1,51,0,0
2189,2361,0,76.1,85,39,0,0
2190,2366,32,0,0,0,0,0
2191,2369,30,0,0,0,0,0
2192,2370,58.6,20,24,101,0,0
2193,2371,168.7,0,0,31.6667,0,20
2194,2372,1.1,180,0,19.3333,0,0
2195,2373,0,240,3,16.6667,0,0
2196,2374,0,202,0,7.66667,0,0
2197,2375,0,193.6,3.15,4.66667,0,0
2198,2376,0,173.3,0,30,0,0
2199,2377,0,194.5,0,8.66667,0,0
2200,2378,13.8,178.1,8.325,4.66667,0,0
2201,2379,0,190.3,12.875,4,0,0
2202,2380,5.9,182.6,0,15.3333,0,0
2203,2381,0,176.1,21.825,3,0,0
2204,2382,12.3,178.8,0,10.6667,0,0
2205,2383,0,187.8,0,12.3333,0,0
2206,2384,0,183.7,0,16.3333,0,0
2207,2385,209,0,3.15,1.33333,0,70
2208,2386,13.8,165.3,13.55,10,0,0
2209,2387,27.7,154.2,23.5,2,0,0
2210,2388,0,179.4,0,22.3333,0,0
2211,2389,34.8,157.7,0,10,0,0
2212,2390,48.2,138.5,5.7,10,0,0
2213,2391,0,190,0,12.3333,0,0
2214,2392,2.4,197.7,0,11,0,0
2215,2393,0,13.2,1,0,187,187
2216,2394,62.3,121,3.15,14.6667,0,0
2217,2395,0,176.8,0,23.5,0,0
2218,2396,0.3,13.2,1.7,0,187,187
2219,2397,39.9,152.7,0,8,0,0
2220,2398,0,184.3,5.6,10.6667,0,0
2221,2399,0,177.4,0,22.6667,0,0
2222,2400,0,192.4,0,10.6667,0,0
2223,2401,0,174.7,0,28.6667,0,0
2224,2402,0,197.9,0,3,0,0
2225,2403,0,191,0,15.3333,0,0
2226,2404,17.7,70,64.8003,50.6667,0,0
2227,2405,0,191,1,10.6667,0,0
2228,2406,0,0,130.6,69.6667,0,0
2229,2407,147.4,0,0,58.6667,0,0
2230,2408,110.2,0,0,90,0,0
2231,2409,0,0,69,137,0,2.95111
2232,2416,27.1,94.1,33,47.3333,0,0
2233,2417,0,2.5,0,0,0,0
2234,2418,0,2.1,0,0,0,0
2235,2419,24.5,178.9,0,4,0,0
2236,2420,57.4,147,0,3.33333,0,0
2237,2421,30,174,0,3.33333,0,0
2238,2422,0,164.8,0,35.2,0,0
2239,2423,6,145.7,0,0,0,0
2240,2426,0,200,0,0.666667,0,20
2241,2427,0.4,200,0,1.33333,0,20
2242,2428,200,0,0,3.33333,0,70
2243,2429,0,0,63,137.333,0,0
2244,2430,173.7,0,0,26.6667,0,20
2245,2431,0,139.4,52,10,0,0
2246,2432,0,31,63,111,0,0
2247,2433,188.4,0,0,14.6667,0,0
2248,2436,107,78,17,0,0,0
2249,2437,0,0,130,73.3333,0,0
2250,2438,124.2,9,0,40,0,0
2251,2439,173.2,0,0,27.3333,0,0
2252,2440,245,0,3,6.33333,0,20
2253,2441,181.4,44.9,0,1.33333,0,20
2254,2442,250.1,18.2,0,2,0,20
2255,2443,151.2,15.2,0,43.3333,0,0
2256,2444,0,161.8,0,39,0,0
2257,2445,118.8,84,0,0,0,0
2258,2446,0,0,0,0,0,20
2259,2447,137.4,63.6,0,22.6667,0,0
2260,2448,88,0,0,112.333,0,0
2261,2449,0,0,185.409,14.6667,0,2.3
2262,2450,0,110.2,57,34.6667,0,0
2263,2452,0,0,132,68,0,0
2264,2453,75.5,60,8.4,8.66667,0,0
2265,2454,0,0,75,125.333,0,0
2266,2455,0,267.4,4,37.3333,0,0
2267,2456,196.9,3,0,4.33333,0,20
2268,2457,134.5,39,4,23.3333,0,0
2269,2458,1.2,130.2,28,40.7584,0,0
2270,2459,23.3,134.4,0,45.4779,0,0
2271,2460,0,50,45,108,0,0
2272,2461,238,0,0,0.666667,0,0
2273,2462,0,165,0,37.5722,0,0
2274,2463,1.8,159.1,0,40.7122,0,0
2275,2464,2,200,0,1.33333,0,70
2276,2467,71.4,57,0,75.7021,0,0
2277,2468,0,212,6,11.3333,0,70
2278,2469,108.4,0,0,91.6,0,0
2279,2470,0,0,0,0,0,70
2280,2471,0,175.4,15,16.3333,0,70
2281,2472,230,80,0,0,0,0
2282,2473,142.4,44.6,3.25,28,0,0
2283,2474,0,200,12,6.66667,0,0
2284,2475,0,280,12,6.66667,0,0
2285,2476,0,160,0,24.5,0,70
2286,2477,0,174.6,1,44,0,0
2287,2478,0,175.4,15,16.3333,0,70
2288,2479,0,0,0,200,0,0
2289,2480,100.2,78,0,22,0,0
2290,2481,38.4,0,78,85.5,0,0
2291,2482,62.5,24,0,12.5846,0,0
2292,2483,57.9,0,96,48.6667,0,61.6089
2293,2484,0,100,0,0,0,0
2294,2485,0,0,0,200,0,0
2295,2486,0,0,182,18.6667,0,0
2296,2487,0,0,0,200,0,0
2297,2488,147.6,0,0,57,0,0
2298,2489,0,75.6,200,0,0,0
2299,2490,0,194.4,0,7.33333,0,0
2300,2491,0,222,0,3.66667,0,70
2301,2492,0.7,275.6,0,0,0,0
2302,2493,0,124,0,200,0,0
2303,2494,0,0,0,200,0,0
2304,2495,24,0,200,0,0,0
2305,2496,0,9.8,72,121,0,0
2306,2497,0,45,0,0,200,0
2307,2498,171.9,33.3,0,0,0,0
2308,2499,27.8,0,200,0,0,0
2309,2500,0,0,2,0.666667,200,0
2310,2501,143.8,34,0,22.6667,0,0
2311,2502,0,0,195,7.66667,0,0
2312,2503,145.13,0,0,59,0,20
2313,2504,0,0,199,1.33333,0,8.79998
2314,2505,0,0,199,1.33333,0,8.79998
2315,2506,0,184.2,0,18.3333,0,20
2316,2507,0,76.6,84,42.6667,0,0
2317,2508,89.2,83.5,0,28.6667,0,0
2318,2509,0,190,0,10,0,0
2319,2510,0,191.4,0,10,0,0
2320,2511,162.8,17.1,0,26.3333,0,0
2321,2512,0,95,70,36.3333,0,0
2322,2513,0,0,0,0,0,20
2323,2514,123.5,72,0,4.66667,0,0
2324,2515,150.9,36.4,0,17,0,0
2325,2516,190,15,0,18.3333,0,0
2326,2517,220,0,0,2.66667,0,0
2327,2518,69.5,92.8,20,18.3333,0,0
2328,2521,0,0,194,8,0,0
2329,2522,0,0,135.5,64.6667,0,0
2330,2523,145,0,0,57.6667,0,0
2331,2524,0,200,0,0,0,0
2332,2525,167.4,0,27.416,5.33333,0,0
2333,2526,115,0,0,85.3333,0,0
2334,2527,0,0,200,3.33333,0,0
2335,2528,0,162,0,38.6667,0,0
2336,2529,0,0,200,0.666667,0,17.2799
2337,2530,175,21,3,31.3333,0,0
2338,2531,175,30.8,3,31.3333,0,70
2339,2532,200,21,0,2,0,20
2340,2533,0,33.3,0,2,0,70
2341,2534,155.6,0,0,53,0,0
2342,2535,2,0,0,0,0,70
2343,2536,4,0,0,0,0,70
2344,2538,0,0,178,22,0,0
2345,2539,0,0,0,200,0,0
2346,2540,233.1,0,0,4.66667,0,0
2347,2541,217.6,0,0,4.66667,0,0
2348,2544,0,30,0,0,0,0
2349,2545,0,0,136.85,64.8334,0,0
2350,2546,0,22,68,115.667,0,0
2351,2547,37.5,128.2,0,35.6667,0,0
2352,2548,90.5,0,0,110,0,0
2353,2549,71,0,0,176.667,0,0
2354,2550,54,0,0,194.667,0,0
2355,2551,308,0,0,0,0,0
2356,2552,21.9,0,0,181,0,0
