root_id,id,name,faction_name,minor_victory,type,victory
50044,978,Malf AI,Malf AI,0,/datum/faction/malf_silicons,1
50044,979,AutoTraitors,Traitor,0,/datum/faction/traitor/auto,0
50044,980,Borer Hivemind,Borer Hivemind,0,/datum/faction/borers,0
50044,981,Emergency Response Team,Emergency Response Team,0,/datum/faction/strike_team/ert,1
50046,982,Cult Of Blood,Cult Of Blood,0,/datum/faction/cult,1
50046,983,AutoTraitors,Traitor,0,/datum/faction/traitor/auto,1
50047,984,Traitors,Traitor,0,/datum/faction/traitor,0
50047,985,AutoTraitors,Traitor,0,/datum/faction/traitor/auto,1
50053,986,Alien Hivemind,Alien Hivemind,0,/datum/faction/infestation,1
50053,987,AutoTraitors,Traitor,0,/datum/faction/traitor/auto,1
50053,988,Spider Clan,Spider Clan,0,/datum/faction/ninja,0
50053,989,Emergency Response Team,Emergency Response Team,0,/datum/faction/strike_team/ert,1
50054,990,Поганые Капиталисты,Custom,0,/datum/faction/custom,1
50054,991,Russian Mafia,Families,0,/datum/faction/gang/russian_mafia,1
50054,992,Italian Mob,Families,0,/datum/faction/gang/italian_mob,1
50054,993,Tunnel Snakes,Families,0,/datum/faction/gang/tunnel_snakes,1
50054,994,Dutch van der Linde's Gang,Families,0,/datum/faction/gang/dutch,1
50054,995,Emergency Response Team,Emergency Response Team,0,/datum/faction/strike_team/ert,0
50054,996,Syndicate Deep-Strike squad,Syndicate Elite Strike Team,0,/datum/faction/strike_team/syndiesquad,1
50057,997,Revolutionaries,Revolution,0,/datum/faction/revolution,0
50057,998,AutoTraitors,Traitor,0,/datum/faction/traitor/auto,1
50062,999,Traitors,Traitor,0,/datum/faction/traitor,1
50062,1000,AutoTraitors,Traitor,0,/datum/faction/traitor/auto,1
50064,1001,Wizard Federation,Wizard Federation,0,/datum/faction/wizards,1
50064,1002,AutoTraitors,Traitor,0,/datum/faction/traitor/auto,0
50065,1003,Cult Of Blood,Cult Of Blood,0,/datum/faction/cult,1
50065,1004,AutoTraitors,Traitor,0,/datum/faction/traitor/auto,0
50068,1005,Vox Shoal,Vox Shoal,0,/datum/faction/heist,0
50068,1006,AutoTraitors,Traitor,0,/datum/faction/traitor/auto,0
50068,1007,Alien Hivemind,Alien Hivemind,0,/datum/faction/infestation,0
