id,uplink_info_id,cost,bundlename,item_type
936,336,4,EMP Flashlight,/obj/item/device/flashlight/emp
937,336,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
938,336,1,No-Slip Brown Shoes,/obj/item/clothing/shoes/syndigaloshes
939,337,3,Strip gloves,/obj/item/clothing/gloves/black/strip
940,337,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
941,337,4,EMP Flashlight,/obj/item/device/flashlight/emp
942,337,1,No-Slip Brown Shoes,/obj/item/clothing/shoes/syndigaloshes
943,337,4,Mulligan,/obj/item/weapon/reagent_containers/syringe/mulligan
944,337,1,Syndicate Soap,/obj/item/weapon/reagent_containers/food/snacks/soap/syndie
945,339,1,Syndicate Briefcase Full of Cash,/obj/item/weapon/storage/secure/briefcase/syndie
946,339,10,Syndicate Medical Supply Kit,/obj/item/weapon/storage/firstaid/tactical
947,340,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
948,340,1,Syndicate Briefcase Full of Cash,/obj/item/weapon/storage/secure/briefcase/syndie
949,340,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
950,340,7,Radioactive Microlaser,/obj/item/device/healthanalyzer/rad_laser
951,340,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
952,341,6,Box of Throwing Weapons,/obj/item/weapon/storage/box/syndie_kit/throwing_weapon
953,341,1,Full Syndicate Toolbox,/obj/item/weapon/storage/toolbox/syndicate
954,341,1,Syndicate Briefcase Full of Cash,/obj/item/weapon/storage/secure/briefcase/syndie
955,341,1,Syndicate Briefcase Full of Cash,/obj/item/weapon/storage/secure/briefcase/syndie
956,341,1,Syndicate Briefcase Full of Cash,/obj/item/weapon/storage/secure/briefcase/syndie
957,341,1,Syndicate Briefcase Full of Cash,/obj/item/weapon/storage/secure/briefcase/syndie
958,342,20,screwed bundle,/obj/item/weapon/storage/box/syndicate
959,345,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
960,346,5,Energy Dagger,/obj/item/weapon/pen/edagger
961,346,1,Biogel can,/obj/item/device/biocan
962,346,7,Miniature Energy Crossbow,/obj/item/weapon/gun/energy/crossbow
963,350,14,Syndicate drone,/obj/item/weapon/storage/box/syndie_kit/drone
964,350,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
965,352,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
966,352,6,Adrenaline Implant,/obj/item/weapon/storage/box/syndie_kit/imp_adrenaline
967,352,30,Shuttle Unlocker,""
968,352,4,Bag of C-4 explosives,/obj/item/weapon/storage/backpack/dufflebag/c4
969,352,5,EMP Grenades,/obj/item/weapon/storage/box/emps
970,352,6,Box of Throwing Weapons,/obj/item/weapon/storage/box/syndie_kit/throwing_weapon
971,352,12,Power sink,/obj/item/device/powersink
972,352,7,Energy Sword,/obj/item/weapon/melee/energy/sword
973,352,5,Chameleon-Projector,/obj/item/device/chameleon
974,352,12,Heavy Syndi Rig,/obj/item/weapon/storage/box/syndie_kit/heavy_rig
975,352,12,Heavy Syndi Rig,/obj/item/weapon/storage/box/syndie_kit/heavy_rig
976,352,12,Heavy Syndi Rig,/obj/item/weapon/storage/box/syndie_kit/heavy_rig
977,352,12,Heavy Syndi Rig,/obj/item/weapon/storage/box/syndie_kit/heavy_rig
978,352,8,Syndi Rig,/obj/item/weapon/storage/box/syndie_kit/rig
979,352,12,C-20r Submachine Gun,/obj/item/weapon/gun/projectile/automatic/c20r
980,352,5,Ammo-.45 ACP High Velocity,/obj/item/ammo_box/magazine/m12mm/hv
981,352,5,Ammo-.45 ACP High Velocity,/obj/item/ammo_box/magazine/m12mm/hv
982,352,8,Syndi Rig,/obj/item/weapon/storage/box/syndie_kit/rig
983,352,7,Energy Sword,/obj/item/weapon/melee/energy/sword
984,352,6,Adrenaline Implant,/obj/item/weapon/storage/box/syndie_kit/imp_adrenaline
985,352,20,A74 Assault Rifle,/obj/item/weapon/gun/projectile/automatic/a74
986,352,6,Adrenaline Implant,/obj/item/weapon/storage/box/syndie_kit/imp_adrenaline
987,352,7,Energy Sword,/obj/item/weapon/melee/energy/sword
988,352,7,Ammo-7.74mm,/obj/item/ammo_box/magazine/a74mm
989,352,7,Ammo-7.74mm,/obj/item/ammo_box/magazine/a74mm
990,352,7,Energy Sword,/obj/item/weapon/melee/energy/sword
991,352,6,Adrenaline Implant,/obj/item/weapon/storage/box/syndie_kit/imp_adrenaline
992,352,20,Drozd OTs-114 Assault Carbine,/obj/item/weapon/gun/projectile/automatic/drozd
993,352,4,Ammo-12.7mm,/obj/item/ammo_box/magazine/drozd127
994,352,4,Ammo-12.7mm,/obj/item/ammo_box/magazine/drozd127
995,352,20,Drozd OTs-114 Assault Carbine,/obj/item/weapon/gun/projectile/automatic/drozd
996,352,4,Ammo-12.7mm,/obj/item/ammo_box/magazine/drozd127
997,352,1,Full Syndicate Toolbox,/obj/item/weapon/storage/toolbox/syndicate
998,354,1,Full Syndicate Toolbox,/obj/item/weapon/storage/toolbox/syndicate
999,358,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1000,358,12,Hacked AI Law Upload Module,/obj/item/weapon/aiModule/freeform/syndicate
1001,359,2,Detomatix PDA Cartridge,/obj/item/weapon/cartridge/syndicate
1002,360,2,Artificial Intelligence Detector,/obj/item/device/multitool/ai_detect
1003,360,14,Syndicate drone,/obj/item/weapon/storage/box/syndie_kit/drone
1004,362,5,Thermal Imaging Glasses,/obj/item/clothing/glasses/thermal/syndi
1005,362,7,Miniature Energy Crossbow,/obj/item/weapon/gun/energy/crossbow
1006,362,4,Armor Set,/obj/item/weapon/storage/box/syndie_kit/light_armor
1007,362,3,Binary Translator Key,/obj/item/device/encryptionkey/binary
1008,362,4,EMP Flashlight,/obj/item/device/flashlight/emp
1009,362,2,Artificial Intelligence Detector,/obj/item/device/multitool/ai_detect
1010,363,7,Radioactive Microlaser,/obj/item/device/healthanalyzer/rad_laser
1011,363,2,Detomatix PDA Cartridge,/obj/item/weapon/cartridge/syndicate
1012,367,2,Syndicate Donuts,/obj/item/weapon/storage/fancy/donut_box/traitor
1013,368,20,gadgets bundle,/obj/item/weapon/storage/box/syndicate
1014,368,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1015,369,14,Syndicate drone,/obj/item/weapon/storage/box/syndie_kit/drone
1016,369,3,EMP Implant,/obj/item/weapon/storage/box/syndie_kit/imp_emp
1017,369,3,Binary Translator Key,/obj/item/device/encryptionkey/binary
1018,370,3,Explosive Implant,/obj/item/weapon/implanter/explosive
1019,370,4,Agent Identification card,/obj/item/weapon/card/id/syndicate
1020,371,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1021,372,7,Compressed Implant,/obj/item/weapon/implanter/storage
1022,372,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1023,372,7,Miniature Energy Crossbow,/obj/item/weapon/gun/energy/crossbow
1024,374,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1025,376,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1026,376,8,TR-8-R Revolver,/obj/item/weapon/gun/projectile/revolver/traitor
1027,376,3,Speedloader-.357,/obj/item/ammo_box/a357
1028,377,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1029,378,7,Miniature Energy Crossbow,/obj/item/weapon/gun/energy/crossbow
1030,378,4,Agent Identification card,/obj/item/weapon/card/id/syndicate
1031,378,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1032,378,1,Full Syndicate Toolbox,/obj/item/weapon/storage/toolbox/syndicate
1033,378,1,Sy-Code Book,/obj/item/weapon/syndcodebook
1034,378,1,No-Slip Brown Shoes,/obj/item/clothing/shoes/syndigaloshes
1035,379,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1036,379,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1037,379,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1038,380,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1039,383,4,Syndicate Space Suit,/obj/item/weapon/storage/box/syndie_kit/space
1040,385,6,Stechkin Pistol,/obj/item/weapon/gun/projectile/automatic/pistol
1041,385,7,Compressed Implant,/obj/item/weapon/implanter/storage
1042,385,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1043,385,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1044,385,1,Composition C-4,/obj/item/weapon/plastique
1045,386,8,TR-8-R Revolver,/obj/item/weapon/gun/projectile/revolver/traitor
1046,386,7,Compressed Implant,/obj/item/weapon/implanter/storage
1047,386,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1048,386,3,Speedloader-.357,/obj/item/ammo_box/a357
1049,386,1,1 Telecrystal,/obj/item/stack/telecrystal
1050,386,1,Syndicate Briefcase Full of Cash,/obj/item/weapon/storage/secure/briefcase/syndie
1051,386,1,Syndicate Briefcase Full of Cash,/obj/item/weapon/storage/secure/briefcase/syndie
1052,386,3,Speedloader-.357,/obj/item/ammo_box/a357
1053,386,3,EMP Implant,/obj/item/weapon/storage/box/syndie_kit/imp_emp
1054,386,3,Speedloader-.357,/obj/item/ammo_box/a357
1055,387,3,Explosive Implant,/obj/item/weapon/implanter/explosive
1056,387,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1057,387,8,TR-8-R Revolver,/obj/item/weapon/gun/projectile/revolver/traitor
1058,387,5,Syndicate Medical Small Kit,/obj/item/weapon/storage/firstaid/small_firstaid_kit/combat
1059,387,1,1 Telecrystal,/obj/item/stack/telecrystal
1060,388,7,Compressed Implant,/obj/item/weapon/implanter/storage
1061,388,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1062,388,12,Hacked AI Law Upload Module,/obj/item/weapon/aiModule/freeform/syndicate
1063,389,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1064,389,7,Miniature Energy Crossbow,/obj/item/weapon/gun/energy/crossbow
1065,389,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1066,389,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1067,389,1,Syndicate Soap,/obj/item/weapon/reagent_containers/food/snacks/soap/syndie
1068,389,1,Full Syndicate Toolbox,/obj/item/weapon/storage/toolbox/syndicate
1069,390,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1070,390,8,TR-8-R Revolver,/obj/item/weapon/gun/projectile/revolver/traitor
1071,390,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1072,391,8,TR-8-R Revolver,/obj/item/weapon/gun/projectile/revolver/traitor
1073,391,6,Adrenaline Implant,/obj/item/weapon/storage/box/syndie_kit/imp_adrenaline
1074,391,3,Speedloader-.357,/obj/item/ammo_box/a357
1075,391,3,Speedloader-.357,/obj/item/ammo_box/a357
1076,393,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1077,393,4,Agent Identification card,/obj/item/weapon/card/id/syndicate
1078,393,3,Voice Changer,/obj/item/clothing/mask/gas/voice
1079,397,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1080,397,7,Energy Sword,/obj/item/weapon/melee/energy/sword
1081,397,5,EMP Grenades,/obj/item/weapon/storage/box/emps
1082,397,1,Composition C-4,/obj/item/weapon/plastique
1083,397,1,Composition C-4,/obj/item/weapon/plastique
1084,397,14,Syndicate drone,/obj/item/weapon/storage/box/syndie_kit/drone
1085,397,14,Syndicate drone,/obj/item/weapon/storage/box/syndie_kit/drone
1086,397,14,Syndicate drone,/obj/item/weapon/storage/box/syndie_kit/drone
1087,397,5,Syndi Assault Armor,/obj/item/weapon/storage/box/syndie_kit/armor
1088,397,5,Syndi Assault Armor,/obj/item/weapon/storage/box/syndie_kit/armor
1089,397,45,L6 Squad Automatic Weapon,/obj/item/weapon/gun/projectile/automatic/l6_saw
1090,397,15,Gateway Locker,/obj/item/device/gateway_locker
1091,397,6,Adrenaline Implant,/obj/item/weapon/storage/box/syndie_kit/imp_adrenaline
1092,397,1,Full Syndicate Toolbox,/obj/item/weapon/storage/toolbox/syndicate
1093,397,5,Thermal Imaging Glasses,/obj/item/clothing/glasses/thermal/syndi
1094,399,0,War Device,/obj/item/device/nuclear_challenge
1095,410,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1096,410,7,Miniature Energy Crossbow,/obj/item/weapon/gun/energy/crossbow
1097,410,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1098,410,4,EMP Flashlight,/obj/item/device/flashlight/emp
1099,411,3,Explosive Implant,/obj/item/weapon/implanter/explosive
1100,411,2,Detomatix PDA Cartridge,/obj/item/weapon/cartridge/syndicate
1101,411,4,Mulligan,/obj/item/weapon/reagent_containers/syringe/mulligan
1102,411,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1103,411,5,Chameleon-Projector,/obj/item/device/chameleon
1104,412,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1105,413,8,Syndi Rig,/obj/item/weapon/storage/box/syndie_kit/rig
1106,413,8,Syndi Rig,/obj/item/weapon/storage/box/syndie_kit/rig
1107,413,4,Bag of C-4 explosives,/obj/item/weapon/storage/backpack/dufflebag/c4
1108,413,4,Bag of C-4 explosives,/obj/item/weapon/storage/backpack/dufflebag/c4
1109,413,4,Bag of C-4 explosives,/obj/item/weapon/storage/backpack/dufflebag/c4
1110,413,20,A74 Assault Rifle,/obj/item/weapon/gun/projectile/automatic/a74
1111,413,14,Ammo-7.62x51mm,/obj/item/ammo_box/magazine/m762
1112,413,8,Syndi Rig,/obj/item/weapon/storage/box/syndie_kit/rig
1113,413,6,Adrenaline Implant,/obj/item/weapon/storage/box/syndie_kit/imp_adrenaline
1114,413,5,Thermal Imaging Glasses,/obj/item/clothing/glasses/thermal/syndi
1115,413,7,Energy Sword,/obj/item/weapon/melee/energy/sword
1116,413,7,Energy Sword,/obj/item/weapon/melee/energy/sword
1117,413,7,Ammo-7.74mm,/obj/item/ammo_box/magazine/a74mm
1118,413,2,9mm Handgun Magazine,/obj/item/ammo_box/magazine/m9mm
1119,413,8,Syndi Rig,/obj/item/weapon/storage/box/syndie_kit/rig
1120,413,12,C-20r Submachine Gun,/obj/item/weapon/gun/projectile/automatic/c20r
1121,413,3,Ammo-.45 ACP,/obj/item/ammo_box/magazine/m12mm
1122,413,3,Ammo-.45 ACP,/obj/item/ammo_box/magazine/m12mm
1123,413,3,Ammo-.45 ACP,/obj/item/ammo_box/magazine/m12mm
1124,413,5,Ammo-.45 ACP High Power,/obj/item/ammo_box/magazine/m12mm/hp
1125,413,12,C-20r Submachine Gun,/obj/item/weapon/gun/projectile/automatic/c20r
1126,413,5,Ammo-.45 ACP High Velocity,/obj/item/ammo_box/magazine/m12mm/hv
1127,413,3,Ammo-.45 ACP,/obj/item/ammo_box/magazine/m12mm
1128,413,3,Ammo-.45 ACP,/obj/item/ammo_box/magazine/m12mm
1129,413,6,Adrenaline Implant,/obj/item/weapon/storage/box/syndie_kit/imp_adrenaline
1130,413,30,Shuttle Unlocker,""
1131,413,6,Adrenaline Implant,/obj/item/weapon/storage/box/syndie_kit/imp_adrenaline
1132,413,4,Bag of C-4 explosives,/obj/item/weapon/storage/backpack/dufflebag/c4
1133,413,12,Heavy Syndi Rig,/obj/item/weapon/storage/box/syndie_kit/heavy_rig
1134,413,12,Heavy Syndi Rig,/obj/item/weapon/storage/box/syndie_kit/heavy_rig
1135,413,10,Syndicate Medical Supply Kit,/obj/item/weapon/storage/firstaid/tactical
1136,413,5,Syndicate Medical Small Kit,/obj/item/weapon/storage/firstaid/small_firstaid_kit/combat
1137,413,5,Syndicate Medical Small Kit,/obj/item/weapon/storage/firstaid/small_firstaid_kit/combat
1138,413,16,V15 Bulldog shotgun,/obj/item/weapon/gun/projectile/automatic/bulldog
1139,413,5,Ammo-12g Incendiary,/obj/item/ammo_box/magazine/m12g/incendiary
1140,413,4,Ammo-12g Buckshot,/obj/item/ammo_box/magazine/m12g
1141,413,5,Thermal Imaging Glasses,/obj/item/clothing/glasses/thermal/syndi
1142,413,1,Full Syndicate Toolbox,/obj/item/weapon/storage/toolbox/syndicate
1143,413,3,Voice Changer,/obj/item/clothing/mask/gas/voice
1144,416,6,Adrenaline Implant,/obj/item/weapon/storage/box/syndie_kit/imp_adrenaline
1145,416,7,Energy Sword,/obj/item/weapon/melee/energy/sword
1146,416,7,Energy Sword,/obj/item/weapon/melee/energy/sword
1147,420,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1148,420,12,Power sink,/obj/item/device/powersink
1149,421,1,Composition C-4,/obj/item/weapon/plastique
1150,421,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1151,421,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1152,421,1,Composition C-4,/obj/item/weapon/plastique
1153,423,20,20 Telecrystals,/obj/item/stack/telecrystal/twenty
1154,423,20,20 Telecrystals,/obj/item/stack/telecrystal/twenty
1155,425,0,War Device,/obj/item/device/nuclear_challenge
1156,425,30,Shuttle Unlocker,""
1157,425,12,Heavy Syndi Rig,/obj/item/weapon/storage/box/syndie_kit/heavy_rig
1158,425,16,V15 Bulldog shotgun,/obj/item/weapon/gun/projectile/automatic/bulldog
1159,425,5,Ammo-12g Incendiary,/obj/item/ammo_box/magazine/m12g/incendiary
1160,425,4,Ammo-12g Buckshot,/obj/item/ammo_box/magazine/m12g
1161,425,20,A74 Assault Rifle,/obj/item/weapon/gun/projectile/automatic/a74
1162,425,7,Energy Sword,/obj/item/weapon/melee/energy/sword
1163,425,3,EMP Implant,/obj/item/weapon/storage/box/syndie_kit/imp_emp
1164,425,8,Syndi Rig,/obj/item/weapon/storage/box/syndie_kit/rig
1165,425,20,A74 Assault Rifle,/obj/item/weapon/gun/projectile/automatic/a74
1166,425,7,Ammo-7.74mm,/obj/item/ammo_box/magazine/a74mm
1167,425,7,Ammo-7.74mm,/obj/item/ammo_box/magazine/a74mm
1168,425,8,Syndi Rig,/obj/item/weapon/storage/box/syndie_kit/rig
1169,425,8,Syndi Rig,/obj/item/weapon/storage/box/syndie_kit/rig
1170,425,8,Syndi Rig,/obj/item/weapon/storage/box/syndie_kit/rig
1171,425,7,Energy Sword,/obj/item/weapon/melee/energy/sword
1172,425,8,Syndi Rig,/obj/item/weapon/storage/box/syndie_kit/rig
1173,425,7,Ammo-7.74mm,/obj/item/ammo_box/magazine/a74mm
1174,425,7,Energy Sword,/obj/item/weapon/melee/energy/sword
1175,425,12,C-20r Submachine Gun,/obj/item/weapon/gun/projectile/automatic/c20r
1176,425,3,Ammo-.45 ACP,/obj/item/ammo_box/magazine/m12mm
1177,425,8,TR-7 Revolver,/obj/item/weapon/gun/projectile/revolver
1178,425,1,Composition C-4,/obj/item/weapon/plastique
1179,428,7,Compressed Implant,/obj/item/weapon/implanter/storage
1180,428,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1181,428,8,TR-8-R Revolver,/obj/item/weapon/gun/projectile/revolver/traitor
1182,428,3,Speedloader-.357,/obj/item/ammo_box/a357
1183,429,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1184,430,1,Syndicate Briefcase Full of Cash,/obj/item/weapon/storage/secure/briefcase/syndie
1185,430,1,Syndicate Briefcase Full of Cash,/obj/item/weapon/storage/secure/briefcase/syndie
1186,430,1,Syndicate Briefcase Full of Cash,/obj/item/weapon/storage/secure/briefcase/syndie
1187,430,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1188,431,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1189,432,3,Binary Translator Key,/obj/item/device/encryptionkey/binary
1190,432,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1191,432,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1192,432,1,No-Slip Brown Shoes,/obj/item/clothing/shoes/syndigaloshes
1193,432,2,Detomatix PDA Cartridge,/obj/item/weapon/cartridge/syndicate
1194,434,7,Radioactive Microlaser,/obj/item/device/healthanalyzer/rad_laser
1195,434,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1196,435,8,TR-8-R Revolver,/obj/item/weapon/gun/projectile/revolver/traitor
1197,436,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1198,436,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1199,436,5,Chameleon-Projector,/obj/item/device/chameleon
1200,437,2,Chameleon Kit,/obj/item/weapon/storage/box/syndie_kit/chameleon
1201,437,1,Syndicate Soap,/obj/item/weapon/reagent_containers/food/snacks/soap/syndie
1202,437,3,Voice Changer,/obj/item/clothing/mask/gas/voice
1203,437,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1204,438,1,Composition C-4,/obj/item/weapon/plastique
1205,438,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1206,439,4,EMP Flashlight,/obj/item/device/flashlight/emp
1207,439,4,Prototype Bone Repair Kit,/obj/item/weapon/storage/box/syndie_kit/bonepen
1208,440,7,Compressed Implant,/obj/item/weapon/implanter/storage
1209,440,5,EMP Grenades,/obj/item/weapon/storage/box/emps
1210,440,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1211,440,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1212,441,5,Chameleon-Projector,/obj/item/device/chameleon
1213,441,7,Miniature Energy Crossbow,/obj/item/weapon/gun/energy/crossbow
1214,441,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1215,441,6,Adrenaline Implant,/obj/item/weapon/storage/box/syndie_kit/imp_adrenaline
1216,441,1,No-Slip Brown Shoes,/obj/item/clothing/shoes/syndigaloshes
1217,441,1,Composition C-4,/obj/item/weapon/plastique
1218,441,3,EMP Implant,/obj/item/weapon/storage/box/syndie_kit/imp_emp
1219,443,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1220,443,4,Bag of C-4 explosives,/obj/item/weapon/storage/backpack/dufflebag/c4
1221,445,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1222,446,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1223,446,2,Detomatix PDA Cartridge,/obj/item/weapon/cartridge/syndicate
1224,447,8,TR-8-R Revolver,/obj/item/weapon/gun/projectile/revolver/traitor
1225,447,7,Miniature Energy Crossbow,/obj/item/weapon/gun/energy/crossbow
1226,447,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1227,447,1,No-Slip Brown Shoes,/obj/item/clothing/shoes/syndigaloshes
1228,447,1,Composition C-4,/obj/item/weapon/plastique
1229,449,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1230,449,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1231,449,6,Adrenaline Implant,/obj/item/weapon/storage/box/syndie_kit/imp_adrenaline
1232,450,1,No-Slip Brown Shoes,/obj/item/clothing/shoes/syndigaloshes
1233,450,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1234,450,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1235,450,3,EMP Implant,/obj/item/weapon/storage/box/syndie_kit/imp_emp
1236,450,0,plastic explosives,/obj/item/weapon/storage/box/syndicate
1237,451,14,Syndicate drone,/obj/item/weapon/storage/box/syndie_kit/drone
1238,452,14,Syndicate drone,/obj/item/weapon/storage/box/syndie_kit/drone
1239,452,3,Strip gloves,/obj/item/clothing/gloves/black/strip
1240,453,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1241,453,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1242,453,5,Freedom Implant,/obj/item/weapon/storage/box/syndie_kit/imp_freedom
1243,453,1,Full Syndicate Toolbox,/obj/item/weapon/storage/toolbox/syndicate
1244,456,12,Silence gloves,/obj/item/clothing/gloves/black/silence
1245,456,5,Energy Dagger,/obj/item/weapon/pen/edagger
1246,456,2,Chameleon Kit,/obj/item/weapon/storage/box/syndie_kit/chameleon
1247,456,1,Full Syndicate Toolbox,/obj/item/weapon/storage/toolbox/syndicate
1248,457,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1249,457,7,Compressed Implant,/obj/item/weapon/implanter/storage
1250,457,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1251,457,3,Voice Changer,/obj/item/clothing/mask/gas/voice
1252,458,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1253,458,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1254,459,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1255,459,2,Artificial Intelligence Detector,/obj/item/device/multitool/ai_detect
1256,459,4,EMP Flashlight,/obj/item/device/flashlight/emp
1257,459,2,Camera Bug,/obj/item/device/camera_bug
1258,459,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1259,460,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1260,460,6,Stechkin Pistol,/obj/item/weapon/gun/projectile/automatic/pistol
1261,460,2,Syndicate Silencer,/obj/item/weapon/silencer
1262,460,3,Explosive Implant,/obj/item/weapon/implanter/explosive
1263,461,7,Compressed Implant,/obj/item/weapon/implanter/storage
1264,461,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1265,461,1,Syndicate Briefcase Full of Cash,/obj/item/weapon/storage/secure/briefcase/syndie
1266,461,3,EMP Implant,/obj/item/weapon/storage/box/syndie_kit/imp_emp
1267,461,1,No-Slip Brown Shoes,/obj/item/clothing/shoes/syndigaloshes
1268,461,1,Sy-Code Book,/obj/item/weapon/syndcodebook
1269,461,1,Full Syndicate Toolbox,/obj/item/weapon/storage/toolbox/syndicate
1270,463,3,Voice Changer,/obj/item/clothing/mask/gas/voice
1271,464,20,poisons bundle,/obj/item/weapon/storage/box/syndicate
1272,464,1,Composition C-4,/obj/item/weapon/plastique
1273,465,14,Syndicate drone,/obj/item/weapon/storage/box/syndie_kit/drone
1274,465,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1275,467,8,TR-8-R Revolver,/obj/item/weapon/gun/projectile/revolver/traitor
1276,468,7,Energy Sword,/obj/item/weapon/melee/energy/sword/traitor
1277,468,4,Bag of C-4 explosives,/obj/item/weapon/storage/backpack/dufflebag/c4
1278,468,1,Composition C-4,/obj/item/weapon/plastique
1279,468,4,Bag of C-4 explosives,/obj/item/weapon/storage/backpack/dufflebag/c4
1280,468,4,Syndicate Space Suit,/obj/item/weapon/storage/box/syndie_kit/space
1281,471,7,Compressed Implant,/obj/item/weapon/implanter/storage
1282,471,6,Adrenaline Implant,/obj/item/weapon/storage/box/syndie_kit/imp_adrenaline
1283,471,5,Chameleon-Projector,/obj/item/device/chameleon
1284,471,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1285,472,4,EMP Flashlight,/obj/item/device/flashlight/emp
1286,472,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1287,473,14,Syndicate drone,/obj/item/weapon/storage/box/syndie_kit/drone
1288,473,3,EMP Implant,/obj/item/weapon/storage/box/syndie_kit/imp_emp
1289,473,1,Composition C-4,/obj/item/weapon/plastique
1290,473,1,Composition C-4,/obj/item/weapon/plastique
1291,473,1,Composition C-4,/obj/item/weapon/plastique
1292,476,4,Syndicate Surgery Dufflebag,/obj/item/weapon/storage/backpack/dufflebag/surgery
1293,476,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1294,476,5,Energy Dagger,/obj/item/weapon/pen/edagger
1295,476,6,Cryptographic Sequencer,/obj/item/weapon/card/emag
1296,476,3,Voice Changer,/obj/item/clothing/mask/gas/voice
1297,478,2,Dart Pistol,/obj/item/weapon/gun/syringe/syndicate
1298,478,2,Syndicate Encryption Key,/obj/item/device/encryptionkey/syndicate
1299,478,1,No-Slip Brown Shoes,/obj/item/clothing/shoes/syndigaloshes
